Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;7.0;11.0;5;20.0;2;13.3999996185;10.0;3;21.0900000334;
3;1;8.0;10.0;6;20.0;2;13.4359998703;10.0;4;21.1871190071;
4;1;9.0;10.0;6;20.0;2;14.7122716904;10.0;5;21.2917383909;
5;1;9.0;10.0;5;20.0;2;15.7750434875;10.0;5;21.4042263031;
6;2;10.0;10.1999998093;4;21.0;2;16.8425350189;10.0;5;21.9389723539;
7;2;11.3000001907;10.0;4;21.0599999428;2;17.9233837128;10.1999998093;5;22.4109756947;
8;2;11.3179998398;10.0;4;21.5335636139;2;18.4465866089;10.3632001877;5;23.7114653587;
9;2;11.4600687027;10.1999998093;4;21.9377998114;2;19.2268791199;10.9097137451;5;24.8527286053;
10;2;11.5813398361;10.3632001877;4;22.2840082645;2;21.2268791199;11.3658018112;5;25.8476524353;
11;2;11.6852025986;10.4951858521;4;23.4481773376;2;23.2268791199;11.7372808456;4;26.7164058685;
12;2;12.034453392;11.0209560394;3;24.4414664507;2;24.681060791;12.0336990356;4;27.4822225571;
13;2;14.034453392;11.4571752548;3;25.2779132128;2;25.4893341064;12.2662630081;4;28.168181181;
14;2;16.0344524384;11.8107032776;3;25.9779809713;2;25.9009094238;12.446267128;4;28.6269388199;
15;2;16.7933940887;12.0916318893;3;26.5645889044;2;26.1761627197;12.5;4;29.0031633377;
16;2;16.9693775177;12.3113050461;3;27.060223341;2;28.3374176025;12.5;4;29.4033532143;
17;2;17.1180667877;12.4808797836;2;27.2642745972;2;29.5775318146;12.5;4;29.8259272575;
18;2;19.0660667419;12.5;2;27.439432621;2;30.8310775757;12.5;4;30.268661499;
19;2;20.1186141968;12.5;2;27.6238675117;2;32.0967178345;12.5;4;30.7286863327;
20;2;21.1739444733;12.5;2;27.8174073696;2;32.437210083;12.5;4;31.2025241852;
21;2;22.232006073;12.5;2;28.0197701454;2;32.7215156555;12.5;4;31.6861643791;
22;0;0;0;0;0;2;33.0116996765;12.5;3;32.1751794815;
