Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;14.0;10.0;4;20.0;
5;1;9.0;10.0;4;20.0;2;15.6000003815;10.0;2;21.0;
6;1;10.0;10.0;4;20.0;2;16.6000003815;10.0;2;21.5449995995;
7;1;11.0;10.0;4;20.0;2;17.6870002747;10.1999998093;2;22.0357650518;
8;1;11.0;10.0;4;20.3999996185;2;18.2214603424;10.3632001877;2;23.3538802862;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;19.0123271942;10.9097137451;2;24.5263847113;
10;1;11.2179203033;10.3632001877;4;20.9903717041;2;21.0123271942;11.3658018112;2;25.5691649914;
11;1;11.2971115112;10.4951858521;4;22.0419120789;2;23.0123271942;11.7372808456;2;26.5056293011;
12;1;11.6125736237;11.0209560394;5;22.9143505096;2;24.5545940399;12.0336990356;2;27.3623802662;
13;1;13.2971115112;11.4571752548;5;23.6214065552;2;25.7895679474;12.2662630081;2;28.1658308506;
14;1;14.2971115112;11.8107032776;5;24.1832637787;2;27.0556335449;12.446267128;2;28.7717118263;
15;1;15.2971115112;12.0916318893;5;24.6226100922;2;28.3546829224;12.5;3;29.3272204399;
16;1;16.2971115112;12.3113050461;5;24.9617595673;3;29.6879882812;12.5;2;29.9405078888;
17;1;17.2971115112;12.4808797836;5;25.0;3;31.0559616089;12.5;2;30.6104154587;
18;1;18.2971115112;12.5;5;25.0;3;32.3662490845;12.5;2;31.3335747719;
19;1;19.2971115112;12.5;6;25.0;3;32.8001441956;12.5;3;32.1041445732;
20;1;19.5;12.5;6;25.0;3;33.2624855042;12.5;4;32.9137225151;
21;1;19.5;12.5;6;25.0;3;33.7482337952;12.5;4;33.7514915466;
22;2;19.5;12.5;6;25.0;3;34.2508964539;12.5;4;34.604631424;
23;2;19.5;12.5;6;25.0;3;34.7627792358;12.5;4;35.4589986801;
24;2;19.5;12.5;7;25.0;3;35.2753982544;12.5;4;36.3000068665;
25;2;19.5;12.5;7;25.0;3;35.7800064087;12.5;4;37.1136064529;
26;2;19.5;12.5;7;25.0;3;36.2681655884;12.5;4;37.8872289658;
27;2;19.5;12.5;7;25.0;3;36.7323379517;12.5;4;38.6105594635;
28;2;19.5;12.5;7;25.0;3;37.1663360596;12.5;4;39.2760400772;
29;2;17.5;13.5;7;26.0;3;37.5656242371;12.5;4;39.8790540695;
30;2;17.5;14.5;7;26.0299999714;3;37.9274330139;14.5;4;40.4178161621;
31;2;17.5;15.5;7;26.0605909824;3;38.2506904602;16.5;5;40.8930215836;
32;2;16.8181762695;16.5;7;26.091766119;3;38.5358123779;18.5;7;41.3073501587;
33;2;15.8275299072;17.5;7;26.1235172749;3;38.7844085693;20.5;7;41.6649131775;
34;2;14.8370552063;18.5;8;26.1558350325;3;38.9989471436;22.5;7;41.9707279205;
