Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;13.0;10.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;16.0;10.0;5;20.3999996185;
7;1;11.0;10.0;5;20.0;1;17.0;10.1999998093;5;20.7264003754;
8;1;11.0;10.0;5;20.3999996185;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;11.1199998856;10.1999998093;5;20.7264003754;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;11.2179203033;10.3632001877;5;20.9903717041;1;19.0916557312;11.3658018112;5;23.4745616913;
11;1;11.2971115112;10.4951858521;5;22.0419120789;1;20.0916557312;11.7372808456;5;24.0673980713;
12;1;11.6125736237;11.0209560394;5;22.9143505096;1;21.0916557312;12.0336990356;5;24.5325260162;
13;1;12.6125736237;11.4571752548;5;23.6214065552;2;22.7195167542;12.2662630081;4;25.892534256;
14;1;13.6125736237;11.8107032776;5;24.1832637787;2;23.9355201721;12.446267128;4;26.1299999952;
15;1;14.2549791336;12.0916318893;5;24.6226100922;2;24.6779994965;12.5;4;26.2754310369;
16;1;14.3867835999;12.3113050461;5;24.9617595673;2;26.7007789612;12.5;4;26.4377241135;
17;1;14.488527298;12.4808797836;5;25.0;2;27.7981548309;12.5;4;26.6183350086;
18;1;16.3867835999;12.5;5;25.0;2;28.9065208435;12.5;5;26.8187118769;
19;1;17.3867835999;12.5;6;25.0;2;30.0267467499;12.5;5;27.0402543545;
20;1;18.3867835999;12.5;7;25.0;2;30.2241516113;12.5;5;27.2842636108;
21;1;19.3867835999;12.5;7;25.0;2;30.370557785;12.5;5;27.5518820286;
22;1;19.5;12.5;7;25.0;2;30.531129837;12.5;5;27.8440244198;
23;1;19.5;12.5;7;25.0;2;30.7064151764;12.5;5;28.1613030434;
24;1;19.5;12.5;7;25.0;2;30.8967819214;12.5;5;28.5039470196;
25;1;19.5;12.5;7;25.0;2;31.1023674011;12.5;6;28.871723175;
26;1;19.5;12.5;8;25.0;3;31.3230342865;12.5;5;29.263862133;
27;1;19.5;12.5;8;25.0;3;31.5583171844;12.5;5;29.6789975166;
28;1;19.5;12.5;8;25.0;3;31.8073997498;12.5;5;30.1151270866;
29;1;19.5;12.5;8;25.0;3;32.0690765381;12.5;5;30.5695996284;
