Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;11.0;4;20.0;2;13.3999996185;10.0;3;21.0;
3;1;8.0;10.0;4;20.0;2;13.3999996185;10.0;3;21.0599999428;
4;1;9.0;10.0;4;20.0;2;14.6359996796;10.0;3;21.1229639053;
5;1;9.0;10.0;4;20.0;2;15.6737785339;10.0;3;21.1889609098;
6;2;10.0;10.1999998093;4;21.0;2;16.7133769989;10.0;3;21.6699410677;
7;3;11.3000001907;10.0;2;21.0900000334;2;17.761964798;10.1999998093;3;22.0818096399;
8;3;11.3269996643;10.0;2;21.5980186462;2;18.24908638;10.3632001877;3;23.2920063734;
9;3;11.4794054031;10.1999998093;2;22.0418490171;2;18.9752025604;10.9097137451;3;24.3297555447;
10;3;11.6125545502;10.3632001877;2;22.4332156181;2;20.9752025604;11.3658018112;3;25.2069878578;
11;3;11.7299642563;10.4951858521;2;23.6659361124;2;22.9752025604;11.7372808456;3;25.9430538416;
12;3;12.0997810364;11.0209560394;1;24.7393633127;2;24.217048645;12.0336990356;4;26.5605664253;
13;3;14.0997810364;11.4571752548;1;25.6686143875;2;25.3084793091;12.2662630081;4;27.0822491646;
14;3;16.0997810364;11.8107032776;1;26.4751701355;2;26.4054851532;12.446267128;4;27.3607378006;
15;3;16.9425506592;12.0916318893;1;27.1828548908;2;27.5080986023;12.5;4;27.5410807133;
16;3;17.1548576355;12.3113050461;1;27.8148901463;2;28.6163043976;12.5;4;27.7306177616;
17;3;16.488527298;12.4808797836;1;28.1711652279;2;29.7300262451;12.5;4;27.9291167259;
18;3;18.3867835999;12.5;2;28.5145654678;2;30.7574691772;12.5;4;28.136231184;
19;3;19.3867835999;12.5;2;28.8830828667;2;30.8817386627;12.5;5;28.3514947891;
20;3;20.3867835999;12.5;2;29.2759313583;2;31.0108966827;12.5;5;28.5743191242;
21;3;22.3867835999;12.5;2;29.6917257309;2;31.1445922852;12.5;5;28.8039934635;
22;3;22.9075183868;12.5;2;30.1284441948;2;31.2823963165;12.5;5;29.039689064;
23;3;23.0385322571;12.5;3;30.5834169388;2;31.4238128662;12.5;5;29.2804670334;
24;3;23.1750259399;12.5;3;31.0533499718;2;31.5682792664;12.5;5;29.5252895355;
25;3;23.3160057068;12.5;3;31.5343885422;3;31.7151737213;12.5;4;29.7730360031;
26;3;23.4603157043;12.5;3;32.0222206116;3;31.8638210297;12.5;5;30.022521019;
27;3;23.6066665649;12.5;3;32.5122156143;4;29.8638210297;13.5;5;30.2725157738;
28;3;23.7536659241;12.5;3;32.9995918274;4;29.0;14.5;5;30.5217733383;
29;3;23.8998775482;12.5;3;33.4795999527;4;29.0;15.260887146;5;30.769051075;
30;3;22.0438804626;13.5;3;33.9477081299;4;29.0;15.3845252991;5;31.0131368637;
31;3;21.0438804626;13.5;4;34.399772644;4;29.0;15.5065689087;5;31.252872467;
32;3;20.0438804626;13.5;4;34.8321838379;4;29.0;17.5065689087;5;31.4871754646;
33;3;19.5;13.5;5;35.2419710159;4;29.0;19.5065689087;5;31.7150583267;
34;4;18.5;13.5;4;35.6268672943;4;29.0;21.5065689087;6;31.9356441498;
35;4;18.5;13.5;4;35.9853258133;4;29.0;23.5065689087;6;32.1481771469;
36;4;17.5;13.5;4;36.3164978027;4;29.0;25.5065689087;7;32.3520302773;
37;4;17.5;13.5;4;36.6201763153;4;29.0;26.1760139465;7;32.5467100143;
38;4;18.5;14.5;3;36.8967161179;4;29.0;26.273355484;8;32.7318525314;
39;4;19.5;15.5;3;37.1469373703;4;29.0;26.3659267426;8;32.907222271;
40;4;20.5;16.5;4;37.3720273972;4;29.0;26.4536113739;10;33.0727024078;
41;4;21.5;17.5;4;37.5734405518;4;29.0;26.5363502502;10;33.2282876968;
