Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;11.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;11.0;10.0;6;20.0;2;8.14999961853;10.6999998093;4;22.0;
5;1;12.0;10.0;6;20.0;2;8.29999923706;10.5;4;22.0900000334;
6;1;13.0;10.0;6;20.0;2;9.39524936676;10.5;4;22.1871190071;
7;1;14.0;10.0;6;20.3999996185;2;9.99210166931;10.5;4;22.2917383909;
8;1;14.1800003052;10.1999998093;6;20.7264003754;2;10.0156412125;10.5;4;22.8371437788;
9;1;14.3268795013;10.3632001877;6;21.8194274902;2;10.1383571625;10.7100000381;4;23.3113827705;
10;1;14.8187427521;10.9097137451;6;22.7316036224;2;10.2450618744;10.8792181015;4;23.6996542215;
11;2;16.8187427521;11.3658018112;5;24.4745616913;2;10.3324222565;11.0;4;25.4997080564;
12;2;18.8187427521;11.7372808456;5;25.1073980331;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;20.2867431641;12.0336990356;5;25.6137099266;2;12.4572515488;12.4126424789;5;28.4485538006;
14;2;20.5261688232;12.2662630081;5;26.0160877705;2;14.4572515488;12.9308347702;5;29.6330289841;
15;2;20.7072410583;12.446267128;5;26.1671074629;2;16.4572525024;13.3366470337;5;30.669192791;
16;2;20.7751979828;12.5;5;26.211841464;2;17.7094402313;13.6469516754;5;31.5947263241;
17;2;22.746969223;12.5;5;26.2577478886;2;18.8129119873;13.879781723;5;32.3400559425;
18;2;23.7676277161;12.5;5;26.3048160076;2;19.9265136719;14.0;5;32.8895044327;
19;2;24.7888088226;12.5;6;26.3530313969;2;21.0501403809;14.0;5;33.4816474915;
20;2;25.8105049133;12.5;5;26.4023760557;2;21.5333709717;14.0;5;34.1130428314;
21;2;25.25;12.8505935669;5;26.4528282881;2;21.6754341125;14.0;5;34.7785673141;
22;3;25.25;12.8632068634;4;26.5043625832;2;21.825176239;14.0;5;35.4714341164;
23;3;25.25;12.5;4;26.5569496155;2;21.9810714722;14.0;6;36.1833543777;
24;3;25.9506263733;12.5;5;26.6105561256;2;22.141254425;14.0;6;36.9048519135;
25;4;25.9747505188;12.5;4;26.6651450396;2;20.2999992371;15.0;6;37.6257123947;
26;4;25.9993152618;12.5;4;26.72067523;2;21.2999992371;14.0;6;38.3355398178;
27;4;26.0243034363;12.5;4;26.7771017551;2;22.2999992371;14.0;6;39.0243473053;
28;4;26.0496959686;12.5;4;26.8343759775;3;23.7804775238;14.5;5;40.6831235886;
29;4;26.0754699707;12.5;4;27.8924454451;3;22.9287014008;15.0;5;41.4643012285;
30;4;24.25;14.6569776535;4;27.9912542105;3;22.3294677734;16.0;6;42.2258182764;
31;4;26.25;13.6965017319;5;28.0919270515;3;21.5008087158;17.0;6;42.9666728973;
