Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;2;6.0;12.8999996185;3;22.0;
2;1;11.0;10.0;5;20.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;11.0;10.0;5;20.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;1;11.0;10.0;5;20.0;2;8.32806777954;10.5;3;22.2917383909;
5;1;12.0;10.0;5;20.0;2;8.34376049042;10.5;3;22.4042263031;
6;1;13.0;10.0;5;20.0;2;9.46595096588;10.5;2;22.5249304771;
7;1;14.0;10.0;5;20.3999996185;2;10.0681095123;10.5;2;22.6541694403;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;10.0971889496;10.5;2;23.2287653685;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;10.2264719009;10.7100000381;2;23.7334493399;
10;2;15.2687425613;10.9097137451;4;23.7316036224;2;10.3400268555;10.8792181015;2;24.1532578468;
11;2;17.268743515;11.3658018112;4;24.5145616531;2;10.4344825745;11.0;2;26.0129473209;
12;2;19.268743515;11.7372808456;4;25.1485819817;2;10.8529129028;11.7700004578;3;27.6574776173;
13;2;20.3052749634;12.0336990356;5;25.6560795307;2;12.5872430801;12.4126424789;4;29.0951218605;
14;2;21.3243408203;12.2662630081;5;26.0596417189;2;14.5872430801;12.9308347702;4;30.3518810272;
15;2;22.3439407349;12.446267128;4;26.211841464;2;16.5872421265;13.3366470337;4;31.4625301361;
16;2;23.3640708923;12.5;4;26.2577478886;2;17.8879413605;13.6469516754;4;32.4630823135;
17;2;24.3847293854;12.5;4;26.3048160076;2;19.0082912445;13.879781723;4;33.2818861008;
18;2;25.4059104919;12.5;4;26.3530313969;2;20.138425827;14.0;4;33.9008235931;
19;2;25.8588638306;12.5;4;26.4023760557;2;21.2776870728;14.0;5;34.5557665825;
20;2;25.8810691833;12.5;4;26.4528282881;2;21.7750473022;14.0;5;35.2404661179;
21;2;25.9037723541;12.5;4;26.5043625832;2;21.9291038513;14.0;5;35.9471020699;
22;2;25.9269638062;12.5;4;26.5569496155;2;22.0880966187;14.0;5;36.6665449142;
23;2;25.9506263733;12.5;4;26.6105561256;2;22.2499713898;14.0;5;37.3887672424;
24;2;25.9747505188;12.5;4;26.6651450396;2;22.4124717712;14.0;6;38.1033678055;
25;3;25.9993152618;12.5;3;26.72067523;2;22.5732574463;14.0;5;38.8001594543;
26;3;26.0243034363;12.5;3;26.7771017551;2;22.7300338745;14.0;5;39.4697523117;
27;3;26.0496959686;12.5;4;26.8343759775;2;22.8806934357;14.0;5;40.1040582657;
28;4;26.0754699707;12.5;3;26.8924454451;2;23.0234127045;14.0;5;40.6966657639;
29;4;26.101600647;12.5;3;26.9512542486;2;23.1567497253;14.0;5;41.2430458069;
30;4;26.1280651093;12.5;3;27.0107431412;2;23.2796840668;14.0;5;41.7405805588;
31;4;26.1548347473;12.5;3;27.0708494186;2;23.3916301727;14.0;5;42.1884441376;
32;4;26.1818828583;12.5;3;27.1315076351;3;23.4923992157;14.0;4;42.5873603821;
33;4;26.2091789246;12.5;3;27.1926498413;3;23.5821552277;14.0;5;42.9393005371;
34;4;26.2366924286;12.5;3;27.2542052269;3;23.6613426208;14.0;5;43.2471542358;
35;4;26.2643928528;12.5;3;27.3161010742;3;23.7306098938;14.0;5;43.5144128799;
36;4;26.2922458649;12.5;3;27.3782629967;3;23.7907428741;14.0;5;43.744893074;
37;4;26.3202190399;14.5;3;27.4406147003;3;23.8425998688;14.0;5;43.9425086975;
38;4;26.3482761383;16.5;3;28.5030794144;3;23.8870639801;14.0;5;44.0;
39;4;27.3763847351;19.5;4;28.6055793762;3;23.8999996185;14.0;5;44.0;
40;4;28.404510498;22.5;4;28.7092204094;3;23.8999996185;14.0;5;44.0;
41;4;28.9191493988;25.5;4;28.8139259815;3;23.8999996185;14.0;5;44.0;
42;4;28.9662666321;26.5;4;28.9196175337;3;23.8999996185;16.0;6;44.0;
43;4;29.0138282776;27.5;4;29.0262140036;3;23.8999996185;18.0;6;44.0;
44;4;29.0617961884;27.5;4;29.1336321831;3;23.8999996185;20.0;7;44.0;
45;4;29.1101341248;27.5;4;29.2417874336;3;23.8999996185;22.0;8;44.0;
46;4;29.1588039398;27.5;2;29.3505933285;3;23.8999996185;24.0;9;44.0;
47;4;29.2077674866;27.5;3;29.4599622488;3;23.8999996185;24.0;9;44.0;
48;4;29.2569828033;27.5;4;29.5698055029;3;23.8999996185;24.0;11;44.0;
49;4;29.3064117432;27.5;4;29.6800332069;3;23.8999996185;24.0;11;44.0;
50;4;29.3560161591;27.5;6;29.7905550003;3;23.8999996185;24.0;11;44.0;
51;4;29.4057502747;27.5;6;29.9012796879;3;23.8999996185;24.0;11;44.0;
52;4;29.455575943;27.5;7;30.0121160746;3;23.8999996185;24.0;13;44.0;
