Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;13.0;4;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;12.0;4;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;9.0;11.0;4;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;10.0;10.0;4;20.0;
6;1;8.55000019073;8.5;4;17.0;1;11.0;10.0;4;20.0;
7;1;8.82499980927;8.5;4;17.0;1;12.0;10.0;4;20.0;
8;1;8.82499980927;8.5;4;17.0;1;13.0;10.0;4;20.3999996185;
9;1;8.82499980927;8.5;4;17.3400001526;2;14.0;10.5;3;21.7264003754;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;14.7768793106;10.3632001877;2;22.8494274616;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;15.282242775;10.9097137451;2;23.7921946049;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;15.7064886093;11.3658018112;2;24.5663278103;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;18.2960090637;11.7372808456;2;25.1909153461;
14;2;11.0206890106;10.1890306473;3;21.2480106354;2;20.2960090637;12.0336990356;2;25.6883610487;
15;2;13.0206890106;10.5240049362;3;21.8802330494;2;21.3388690948;12.2662630081;3;26.0812431574;
16;2;15.0206890106;10.832616806;3;22.4166786671;3;22.3536624908;12.446267128;3;26.2221269608;
17;2;16.2805233002;10.6309299469;4;22.871062398;3;22.8187427521;12.5;4;26.2560760975;
18;3;17.2996082306;10.8157100677;3;23.2571082115;3;23.8187427521;12.5;4;26.2905418873;
19;3;18.319858551;10.9637317657;3;23.4249849319;3;24.8187427521;12.5;4;26.3255085945;
20;3;19.2706222534;11.0;3;23.5258028507;3;25.25;12.5;4;26.3609591722;
21;3;19.2933063507;11.0;3;23.6322153807;3;25.25;12.5;4;26.3968753815;
22;3;19.3172492981;11.0;3;23.7443124056;3;25.25;12.5;4;26.4332377911;
23;3;19.3424720764;11.0;4;23.8621526957;3;25.25;12.5;5;26.4700255394;
24;3;18.9500007629;11.9310760498;5;23.9857594967;3;25.25;12.5;6;26.5072168112;
25;3;18.9500007629;11.9928798676;5;24.1151165962;3;25.25;12.5;7;26.5447884798;
26;3;17.425901413;12.0;5;24.2501642704;3;25.25;12.5;7;26.5827163458;
27;3;16.456287384;13.0;5;24.3907959461;3;25.25;12.5;7;26.6209751368;
28;3;15.4879302979;14.0;7;24.5368545055;3;25.25;12.5;7;26.6595385075;
29;3;14.5707921982;15.0;7;24.6881308556;3;25.25;12.5;7;26.6983793974;
30;3;14.6048297882;16.0;7;24.8443615437;4;25.25;12.5;6;26.7374696732;
31;3;14.6399812698;17.0;8;25.005228281;4;25.25;12.5;6;26.7767804861;
32;3;14.6761760712;18.0;8;25.1703586578;4;25.25;12.5;5;26.8162822723;
33;3;14.7133312225;19.0;8;25.3393273354;4;25.25;12.5;5;26.8559447527;
34;3;14.7513484955;20.0;8;25.5116591454;4;25.25;12.5;5;26.8957372904;
35;3;14.7901229858;21.0;8;25.6868326664;4;25.25;12.5;5;26.9356285334;
36;3;14.8295373917;22.0;9;25.8642861843;4;25.25;12.5;6;26.9755871296;
37;3;14.8694648743;23.0;9;26.0434236526;4;25.25;12.5;6;27.015581131;
38;4;14.9097709656;24.0;6;53.2236218452;4;25.25;14.5;6;27.0555787086;
39;4;16.9503154755;23.0;6;55.0242404938;4;25.25;16.5;6;27.0955479145;
40;4;18.9909534454;23.0;7;56.4581828117;4;25.25;18.5;5;27.135456562;
41;4;20.031539917;23.0;7;57.5716671944;4;25.25;20.5;5;27.17527318;
42;4;21.0719299316;23.0;8;58.4250926971;4;25.25;22.5;5;28.2149660587;
43;4;22.0619773865;23.0;9;59.0785312653;4;26.25;23.5;5;28.2945039272;
44;4;22.1015396118;23.0;9;59.2910404205;4;27.25;24.5;5;28.3750400543;
45;4;22.1404838562;23.0;10;59.4608278275;4;27.25;25.5;5;28.4565460682;
