Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;2;7.55000019073;10.6999998093;4;18.0;1;9.0;11.0;6;20.0;
5;2;7.7000002861;9.30000019073;4;18.0449999571;1;10.0;10.0;6;20.0;
6;2;8.78512477875;8.5;4;18.0915547609;1;11.0;10.0;6;20.0;
7;2;9.07059955597;8.5;4;18.1396753788;1;12.0;10.0;6;20.0;
8;2;9.08142662048;8.5;4;18.1893689632;1;13.0;10.0;6;20.3999996185;
9;2;9.09260749817;8.5;4;18.5925321579;2;14.0;10.5;5;21.7264003754;
10;2;9.18332004547;8.67000007629;4;18.9461020231;2;14.7768793106;10.3632001877;5;22.8494274616;
11;2;9.26287269592;8.81392192841;4;19.2562930584;2;15.282242775;10.9097137451;5;23.7921946049;
12;2;9.33266639709;8.93486309052;4;20.2716907263;2;15.7064886093;11.3658018112;5;24.5663278103;
13;2;9.56113052368;9.39324569702;5;21.1674451828;2;18.2960090637;11.7372808456;4;25.1909153461;
14;2;11.3783006668;9.78903102875;4;21.9472299814;2;20.2960090637;12.0336990356;4;25.6883610487;
15;2;13.3782997131;10.8036928177;4;22.6200125217;2;21.3388690948;12.2662630081;4;26.0812431574;
16;2;15.3782997131;10.4026165009;4;23.1979614496;2;22.3536624908;12.446267128;4;26.2221269608;
17;2;16.4563121796;10.6309299469;4;23.6946053505;2;23.3687000275;12.5;4;26.2560760975;
18;2;17.4849052429;10.8157100677;4;24.1234521866;2;24.3839759827;12.5;5;26.2905418873;
19;2;18.5147857666;10.9637317657;4;24.3344240189;2;25.3994865417;12.5;5;26.3255085945;
20;2;19.4752464294;11.0;4;24.4783546925;2;25.8464794159;12.5;5;26.3609591722;
21;2;19.5076313019;11.0;5;24.6275923252;2;25.8624305725;12.5;5;26.3968753815;
22;2;18.9500007629;12.0;5;24.7818951607;2;25.8785934448;12.5;6;26.4332377911;
23;2;18.9500007629;12.3909473419;5;24.9409668446;2;25.8949565887;12.5;6;26.4700255394;
24;2;18.9500007629;12.4704837799;6;25.1044561863;2;25.9115104675;12.5;6;26.5072168112;
25;2;18.9500007629;12.5522279739;6;25.2719585896;2;25.25;13.5;6;26.5447884798;
26;3;18.9500007629;12.6359796524;5;25.4430179596;2;25.25;13.5813522339;6;26.5827163458;
27;3;18.9500007629;12.7215089798;5;25.6171307564;2;25.25;13.6079015732;6;26.6209751368;
28;3;18.9500007629;12.8085651398;7;25.7937505245;2;25.25;13.6346826553;6;26.6595385075;
29;3;18.9500007629;12.8968753815;7;25.9722938538;2;25.9967918396;12.5;6;26.6983793974;
30;3;18.9500007629;12.9861469269;7;26.1521477699;2;24.0142707825;13.5;6;26.7374696732;
31;3;17.8842334747;12.0;7;26.3326768875;2;24.25;13.5;6;26.7767804861;
32;3;16.9248523712;13.0;7;26.5132336617;2;23.0495510101;13.5;7;26.8162822723;
33;3;15.9654788971;14.0;7;26.6931657791;2;23.25;13.5;7;26.8559447527;
34;3;15.0559625626;15.0;7;26.8718266487;2;24.25;13.7991609573;7;26.8957372904;
35;3;15.0961608887;16.0;7;27.048584938;2;25.25;13.8270158768;7;26.9356285334;
36;3;15.135931015;17.0;8;27.2228326797;2;25.25;13.8549404144;7;26.9755871296;
37;3;15.1751375198;18.0;8;27.3939938545;2;25.25;13.8829107285;7;27.015581131;
38;3;15.2136487961;19.0;9;27.5615315437;2;25.25;13.9109067917;7;27.0555787086;
39;3;14.0;21.0;9;27.7249555588;2;26.1750106812;15.9109067917;8;27.0955479145;
40;3;14.0;23.0;9;27.883825779;2;25.25;17.9109077454;8;27.135456562;
41;3;14.0;25.0;10;28.0377569199;2;26.2109565735;19.9109077454;8;27.17527318;
42;4;14.0;27.0;10;28.1864213943;2;25.25;21.9109077454;9;27.2149660587;
43;4;14.0;29.0;10;28.3295493126;2;25.25;23.9109077454;10;27.2545039654;
44;4;14.0;30.6965942383;11;28.4669289589;2;26.25;22.5;10;27.293856144;
45;4;14.0;31.8202362061;11;28.5984063148;3;25.25;23.5;9;27.3329925537;
46;4;14.0;32.9385643005;11;28.7238812447;3;25.25;22.5;10;27.3718836308;
47;4;14.0;34.0514945984;11;28.8433055878;3;25.25;23.5;10;27.4105007648;
48;4;14.0;35.1589736938;11;28.9566783905;3;25.25;24.1873512268;10;27.4488155842;
49;4;14.0;36.2610092163;11;29.0640420914;3;25.25;24.2141704559;11;27.4868011475;
50;4;15.0;34.3576393127;11;30.1654787064;3;25.25;24.2407608032;11;27.5244314671;
51;4;15.0;35.448928833;12;30.3686035872;3;25.25;24.2671012878;11;27.5616812706;
52;4;16.0;36.534992218;12;30.5764269829;3;26.25;22.5;11;27.5985264778;
53;4;18.2757072449;34.0;12;30.7898515463;3;25.25;23.5;11;28.6349442005;
54;4;19.9777164459;34.0;13;30.9951226711;3;27.25;23.5;12;28.7109127045;
55;4;21.0239028931;34.0;13;31.1484457254;3;27.25;25.5;12;28.7875955105;
56;4;21.6875;34.0;13;31.3149644136;3;27.25;27.3944892883;12;28.8649749756;
57;4;23.0458679199;34.0;15;31.4952818155;3;28.25;26.5;13;28.9430319071;
58;4;23.0864391327;33.0;17;31.6899158955;3;27.25;28.5;13;29.0217453241;
59;4;23.1302318573;32.0;17;31.899273634;3;27.25;30.0728530884;13;29.1010923386;
60;4;23.1773376465;31.0;17;32.1236231327;3;27.25;30.1192150116;13;29.1810481548;
61;4;21.5403156281;30.0;16;32.3630647659;4;27.25;30.1657714844;12;29.2615857124;
62;4;21.9500007629;29.0;17;32.6175034046;4;27.25;29.535987854;11;30.3988218307;
63;4;22.6375007629;28.0;17;32.8866217136;4;27.7000007629;30.7932872772;11;31.3187469244;
64;4;22.6375007629;27.0;19;33.1698577404;4;29.0510005951;29.2231006622;11;32.0558197498;
65;5;22.6375007629;26.0;18;33.4663875103;4;28.3185329437;30.5617923737;11;32.6459058523;
66;5;22.6375007629;26.0;18;33.7751159668;4;29.5187683105;29.748752594;11;32.9740207195;
67;5;22.6375007629;26.0;18;34.0946760178;4;28.5999984741;30.8836612701;11;34.1240048409;
68;5;23.6375007629;26.0;19;34.4234399796;4;30.5999984741;30.929901123;12;34.3362622261;
69;5;23.7452754974;26.0;17;34.7595415115;4;30.5999984741;32.9776992798;12;34.5536301136;
70;5;23.820898056;26.0;17;35.1009097099;4;31.5999984741;33.0270195007;12;34.7760344744;
71;5;23.8977050781;26.0;17;35.4453148842;4;30.5999984741;35.0778160095;13;35.0033764839;
72;6;23.9751968384;26.0;16;35.7904214859;5;30.5999984741;37.130027771;11;35.2355312109;
73;6;22.3653450012;26.0;16;37.133852005;5;30.5999984741;37.6602325439;12;35.4723464251;
74;6;24.4426174164;27.0;15;37.5032498837;5;31.5999984741;36.4179229736;13;35.7136414051;
75;6;26.2064819336;28.0;15;37.8669354916;5;32.2381820679;36.0366172791;13;35.9592064619;
76;6;26.5200614929;29.0;16;38.2227795124;5;30.5999984741;39.0215377808;14;36.2088019848;
77;6;26.6001262665;30.0;16;38.5688512325;5;31.5999984741;39.0640907288;14;36.462159276;
