Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;2;7.55000019073;11.9000005722;4;18.0;1;8.0;12.0;6;20.0;
4;2;7.7000002861;10.3000001907;4;18.0375000238;1;9.0;11.0;6;20.0;
5;2;7.70562505722;9.30000019073;4;18.0760172606;1;10.0;10.0;6;20.0;
6;2;8.55000019073;9.14561080933;4;18.115549922;1;11.0;10.0;6;20.0;
7;2;8.82499980927;9.16932964325;4;18.1560940742;1;12.0;10.0;5;20.0;
8;2;8.82499980927;9.19365692139;4;18.1976430416;1;13.0;10.0;5;20.3999996185;
9;2;8.82499980927;9.21858596802;4;18.5921641588;1;14.0;10.1999998093;3;20.7264003754;
10;2;8.9015007019;9.42129802704;4;18.9363281727;1;14.3268795013;10.3632001877;3;21.8194274902;
11;2;8.96626472473;9.59901237488;4;19.2363270521;2;14.8187427521;11.2097139359;2;23.7316036224;
12;2;9.02068901062;9.75482368469;3;20.2539938688;2;15.6792221069;11.3658018112;2;24.5645617247;
13;2;9.22696018219;10.2737474442;4;21.1524354219;2;18.268743515;11.7372808456;1;25.2545170784;
14;2;11.0206890106;10.7336549759;4;21.9353551865;2;20.268743515;12.0336990356;1;25.8242644072;
15;2;13.0206890106;11.1364116669;4;22.6117489338;2;21.4000244141;12.2662630081;1;26.2967605591;
16;2;15.0206890106;11.4865264893;4;23.1938109398;2;22.4506454468;12.446267128;1;26.5249304771;
17;2;16.0206890106;11.7901000977;4;23.6950924397;2;23.5049610138;12.5;1;26.6541694403;
18;2;17.0206890106;12.0539131165;4;24.1291196346;2;24.563117981;12.5;2;26.7922235727;
19;2;18.0206890106;12.2847251892;3;24.3458280563;2;25.6252441406;12.5;2;26.9393253326;
20;2;18.9500007629;12.4074964523;3;24.4960589409;2;26.1226959229;12.5;3;27.0956480503;
21;2;18.9500007629;12.4976348877;4;24.6521608829;2;26.1930408478;12.5;4;27.261295557;
22;2;18.9500007629;12.8565130234;5;24.8138854504;2;26.2675819397;12.5;4;27.4362905025;
23;2;18.9500007629;12.9697198868;5;24.98092103;2;26.3463306427;12.5;6;27.6205644608;
24;2;18.9500007629;13.0866451263;5;25.152892828;2;26.4292545319;12.5;6;27.8139474392;
25;2;18.9500007629;13.207025528;5;25.3293635845;2;25.25;13.5;6;28.016159296;
26;2;18.9500007629;13.3305549622;7;25.5098361969;2;26.25;12.5;6;28.2268030643;
27;2;18.9500007629;13.4568853378;7;25.6937572956;2;25.25;13.5;5;28.445360899;
28;2;18.9500007629;13.5856304169;8;25.880522728;3;25.25;14.5;4;28.6711919308;
29;2;18.9500007629;13.7163658142;8;26.069483757;3;26.25;12.5;4;28.9035346508;
30;2;18.9500007629;13.8486385345;8;26.2599568367;3;25.25;13.5;4;29.141512394;
31;2;17.9084911346;12.8486385345;8;26.451230526;3;25.25;14.5;4;29.3841423988;
32;2;16.9515266418;13.0;8;26.6425786018;3;25.25;15.5;4;29.6303496361;
33;2;14.9500007629;15.0;8;26.8332686424;3;24.25;14.5;4;29.8789830208;
34;2;14.0;17.0;8;27.0225749016;3;24.25;14.5;5;30.1288366318;
35;2;14.0;19.0;8;27.2097878456;3;23.557975769;15.5;5;30.3786706924;
36;2;14.0;21.0;9;27.3942255974;3;22.557975769;14.5;5;30.6272368431;
37;2;14.0;23.0;9;27.5752434731;3;23.25;14.5;6;30.8733024597;
38;2;14.0;25.0;9;27.7522439957;3;22.25;13.5;6;31.1156759262;
39;2;14.0;26.3274688721;8;27.9246821404;3;24.25;15.5;6;31.353228569;
40;2;14.0;27.5171508789;8;28.0920734406;3;26.1089515686;17.5;6;31.5849161148;
41;2;14.0;28.7012805939;9;28.2539963722;3;27.2132110596;19.5;6;31.8097963333;
42;3;14.0;29.8793964386;10;41.1600961685;3;28.3144073486;21.5;8;33.0270428658;
43;3;15.0;28.8793964386;9;41.9475860596;3;29.4121704102;23.5;8;33.3259538412;
44;3;16.0;28.8793964386;8;42.6752762794;3;30.5061798096;24.5;7;33.6230778694;
45;3;17.0;28.8793964386;8;43.340362072;3;30.5961818695;25.5;6;33.9183582067;
46;3;18.0;30.8793964386;8;43.94227314;3;28.5961818695;27.5;6;34.2118549347;
47;4;19.0;32.8793945312;8;44.482334137;3;27.5961818695;29.5;5;34.5037312508;
48;4;20.0;34.8793945312;8;44.9633455276;3;28.5961818695;27.5;6;34.7942374945;
49;4;21.0;36.8793945312;8;45.3891534805;4;29.5961818695;27.5;5;35.0836912394;
50;4;23.0;35.8793945312;10;45.7642464638;4;30.5961818695;27.5;6;35.3724555969;
51;5;23.0;37.1710472107;9;46.0934185982;4;28.5961818695;28.5;6;35.6609146595;
52;5;24.4551544189;37.1710472107;10;46.36850214;4;27.5961818695;29.5;6;35.9494507313;
53;5;25.5375003815;38.1710472107;10;46.4547052383;4;27.25;30.5;6;36.2384212017;
54;5;26.5375003815;39.1710472107;11;46.5;4;26.25;29.5;7;36.5281333923;
55;5;27.5375003815;40.1710472107;11;46.5;4;26.25;29.5;7;36.8139474392;
56;5;28.4875011444;41.1710472107;11;46.5;4;26.25;30.5;7;38.016159296;
57;6;29.4875011444;41.5250015259;11;48.5;4;29.25;29.5;8;38.2668030262;
58;6;31.4875011444;42.5250015259;11;49.6825000048;4;31.2999992371;29.5;8;38.5265448093;
59;6;33.4875030518;44.5250015259;11;49.9876843691;4;32.2999992371;30.5;8;38.7947454453;
60;6;35.0071716309;46.5250015259;11;50.3193387985;4;33.2999992371;31.5;8;39.1073540449;
61;6;35.0453414917;48.5250015259;12;50.6790982485;4;33.2999992371;32.5;7;40.6336020231;
62;7;35.0858421326;50.5250015259;11;51.0685533285;4;31.75;34.6175918579;6;41.9379605055;
63;7;35.1287460327;51.0085983276;11;51.4892129898;4;33.1010017395;34.0431938171;7;43.0539476871;
64;7;35.1741104126;51.1584701538;12;51.9424616098;5;31.3685340881;35.3776473999;7;44.0164369345;
65;7;35.2220001221;51.3207550049;12;52.4295101166;5;32.5687675476;34.638923645;7;44.7094026804;
66;7;35.272441864;51.4959259033;13;52.9513422251;5;33.6499977112;34.7695884705;8;45.2156121731;
67;9;35.3254699707;51.6843490601;11;53.5086562634;5;34.6499977112;34.8116149902;9;45.7105036974;
68;9;35.3810920715;51.8862609863;11;55.1018044949;5;35.0999984741;34.855255127;10;46.1009809971;
69;9;36.4393043518;53.1017608643;11;55.7707324028;5;35.0999984741;34.9004898071;10;46.49071455;
70;9;38.2015151978;52.1017608643;12;56.4761049747;5;35.0999984741;34.9473075867;11;46.8779277802;
71;9;38.3253479004;52.5250015259;12;58.5430165529;5;35.0999984741;34.9956703186;11;47.2609410286;
72;9;36.6393013;54.7168121338;12;60.4627882242;5;35.0999984741;35.045539856;11;47.6382062435;
73;9;37.0224151611;56.4928665161;12;63.2585316896;5;33.5935897827;35.0;10;48.0083332062;
74;10;40.5095901489;58.872756958;11;72.6816077232;4;30.6173114777;31.0;10;40.4072487354;
75;10;44.8386802673;59.1961326599;10;74.2399538755;4;29.6416301727;32.0;12;40.5178077221;
76;10;46.542263031;61.3757858276;11;76.6950244904;4;28.6665058136;33.0;12;40.6306607723;
