Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;11.0;6;20.0;
5;2;7.55000019073;9.69999980927;4;18.0;1;10.0;10.0;6;20.0;
6;2;8.7750005722;8.5;4;18.0674999952;1;11.0;10.0;6;20.0;
7;2;9.06518745422;8.5;4;18.1388356686;1;12.0;10.0;6;20.0;
8;2;9.08123779297;8.5;4;18.2141259909;1;13.0;10.0;6;20.3999996185;
9;2;9.09817790985;8.5;4;18.6456211805;1;14.0;10.1999998093;6;20.7264003754;
10;2;9.19526576996;8.67000007629;4;19.0306602716;1;14.3268795013;10.3632001877;6;21.8194274902;
11;2;9.28189849854;8.81392192841;4;19.3756101131;1;14.8187427521;10.9097137451;6;22.7316036224;
12;2;9.35951328278;8.93486309052;4;20.4466397762;1;15.2292222977;11.3658018112;6;23.4745616913;
13;2;9.60049343109;9.39324569702;4;21.4057168961;2;17.8187427521;12.0372810364;5;25.0673980713;
14;2;11.4319114685;9.78903102875;4;22.257011652;2;19.8187427521;12.0336990356;5;25.5525259972;
15;2;13.4319114685;10.1240053177;4;23.0099308491;2;21.2777423859;12.2662630081;5;25.9327301979;
16;2;15.4319114685;10.4026165009;4;23.6770029068;2;22.2868309021;12.446267128;5;26.0605818033;
17;2;16.5640964508;10.6309299469;4;24.2720131874;2;23.296005249;12.5;4;26.0811508894;
18;2;17.6148223877;10.8157100677;4;24.8085989952;2;24.3052597046;12.5;5;26.1018965244;
19;2;18.0206890106;10.9637317657;4;25.1366593838;2;25.3145961761;12.5;5;26.1228116751;
20;2;18.9500007629;11.0;4;25.4068305492;2;25.7552642822;12.5;6;26.1438889503;
21;2;18.9500007629;11.0;4;25.6910681725;2;25.764749527;12.5;6;26.1651208401;
22;2;18.9500007629;11.0;4;25.9885287285;2;25.7743034363;12.5;6;26.1864993572;
23;2;18.9500007629;11.0;6;26.2980971336;2;25.7839241028;12.5;7;26.2080165148;
24;2;18.9500007629;11.0;6;26.6183872223;2;25.7936077118;12.5;7;26.2296639681;
25;2;16.9500007629;12.0;6;26.9477529526;2;25.8033485413;12.5;6;26.2514331341;
26;2;15.9500007629;13.0;6;27.2843112946;2;25.8131446838;12.5;6;26.2733153105;
27;2;14.9500007629;14.0;6;27.6259784698;3;25.25;13.3913211823;5;26.2953014374;
28;2;14.0;15.0;8;27.9705147743;3;25.25;12.5;5;26.3173824549;
29;2;14.0;16.0;8;28.3155798912;3;25.25;13.422167778;5;26.3395489454;
30;2;14.0;17.0;8;28.6587948799;3;23.8527965546;13.5;5;26.3617914915;
31;2;14.0;18.0;8;28.9978079796;3;22.8628063202;14.5;5;26.3841004372;
32;2;14.0;19.0;9;29.3303570747;3;21.872844696;15.5;5;26.4064661264;
33;2;14.0;20.0;10;29.6543326378;3;20.8829097748;16.5;6;26.428878665;
34;2;14.0;21.0;10;29.9678287506;3;19.8929958344;17.5;6;26.4513280392;
35;2;14.0;22.0;11;30.2691860199;3;18.9030971527;18.5;6;26.4738043547;
36;2;14.0;23.0;11;30.5570211411;3;17.9132118225;19.5;6;26.4962974787;
37;2;14.0;24.0;12;30.830245018;3;16.9233341217;20.5;6;26.5187973976;
38;2;14.0;25.0;13;31.0880661011;3;15.9334583282;21.5;6;26.5412938595;
39;2;14.0;26.0;13;31.3299846649;3;14.9435825348;22.5;7;27.5637768507;
40;2;14.0;27.0;12;31.5557718277;3;15.7036991119;23.5;6;27.7962361574;
41;2;14.0;28.0;12;31.7654476166;3;17.0;23.5;8;28.0702208281;
42;2;14.0;29.0;13;31.9592475891;3;18.0;24.5;8;28.3927841187;
43;2;14.0;30.0;13;32.1375932693;3;19.0;25.5;6;28.7716580629;
44;2;15.0;28.0;13;32.3010520935;3;20.0;26.5;7;29.21507442;
45;2;14.0;29.0;14;32.4503087997;3;21.0;27.5;8;29.73145473;
46;2;14.0;30.0;15;32.5861301422;3;22.0;27.5;8;30.3289322853;
47;2;15.0;28.0;15;32.7093391418;3;23.0;27.5;9;31.0146791935;
48;2;14.0;29.0;15;32.75;3;24.0;27.5;10;31.7940315008;
49;2;14.0;30.0;15;32.75;3;25.0;27.5;10;32.6694457531;
50;2;15.0;28.0;16;32.75;3;26.0;27.5;8;33.6393718719;
51;2;14.0;29.0;15;32.75;3;27.0;27.5;9;34.697206378;
52;3;14.0;30.0;13;56.75;3;27.25;27.5;9;35.8305487633;
53;3;16.0;28.0;12;57.9500007629;3;27.25;27.5;10;37.0210261345;
54;3;16.0;29.0;13;58.9076004028;4;27.25;27.5;9;38.244910717;
55;3;17.0;30.0;15;59.6511039734;4;27.25;27.5;9;39.4746277332;
56;3;19.0;30.0;16;60.2157306671;4;27.25;27.5;10;40.6810510159;
57;3;21.0;31.0;16;60.63712883;5;27.25;27.5;9;41.8362258673;
58;3;23.0;32.0;17;60.75;5;27.25;27.5;9;42.9160220623;
59;3;25.0;33.0;17;60.75;5;27.25;27.5;9;43.9021747112;
60;3;26.9500007629;34.0;17;60.75;5;27.25;27.5;9;44.7675685883;
61;3;27.9500007629;33.0;18;60.75;5;27.25;27.5;9;45.519569397;
62;4;28.9500007629;32.0;17;76.75;5;27.25;27.5;9;47.1641292572;
63;4;30.9500007629;32.0;15;77.3899993896;5;28.25;28.5;9;47.7375996113;
64;4;32.9500007629;32.0;13;77.9491043091;5;29.25;29.5;11;48.2199671268;
65;4;33.9500007629;32.0;14;78.4308338165;5;29.25;30.5;11;50.4285752773;
66;4;34.9500007629;32.0;14;78.8408813477;5;30.25;32.5;11;52.6162201166;
67;4;35.5499992371;32.0;14;79.186258316;5;31.7000007629;36.0;12;54.430025816;
68;4;35.5499992371;31.0;14;79.4745540619;5;30.7000007629;37.5891418457;12;55.923032999;
69;4;35.5499992371;31.0;14;79.7133750916;5;30.7000007629;39.2989196777;14;57.1549263;
70;4;35.5499992371;31.0;17;79.75;5;31.7000007629;39.5445022583;13;58.0360679626;
71;5;33.5499992371;32.0;16;79.75;5;32.5999984741;39.6584396362;13;58.6245862246;
72;5;32.5499992371;33.0;13;79.75;6;30.5999984741;40.6826896667;11;58.9846454859;
73;5;31.5499992371;34.0;13;79.75;6;29.5999984741;41.7075042725;11;59.380485177;
74;5;30.5999984741;35.0;12;79.75;6;28.5999984741;42.7328681946;11;59.8136906624;
75;6;30.5999984741;36.0;11;79.75;6;29.5999984741;43.758769989;12;60.2852766514;
76;6;30.5999984741;37.0;12;81.8718738556;6;28.5999984741;45.785194397;12;60.7955135107;
77;6;30.9780006409;38.0;12;83.5597486496;6;29.5999984741;45.812122345;12;61.343752265;
78;6;31.2583255768;39.0;12;85.8899230957;6;30.5999984741;46.8395385742;12;62.9282691479;
79;6;32.4621124268;41.0;13;86.5922675133;7;29.5999984741;49.8674163818;11;63.6061464548;
80;6;33.5;43.0;14;86.8801031113;7;30.5999984741;52.895740509;13;64.3161752224;
81;6;33.5;45.0;14;87.0922249556;7;31.5999984741;52.9244804382;15;65.0530188084;
