Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;10.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;11.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;12.0;10.0;6;20.0;
8;1;8.82499980927;8.5;5;17.0;1;13.0;10.0;6;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;14.0;10.1999998093;6;20.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;1;14.3268795013;10.3632001877;6;21.8194274902;
11;1;8.96626472473;8.81392192841;5;17.869726181;1;14.8187427521;10.9097137451;6;22.7316036224;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;15.2292222977;11.665802002;5;24.4745616913;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;17.8187427521;11.7372808456;4;25.0973980427;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;19.8187427521;12.0336990356;4;25.5931169987;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;21.2960090637;12.2662630081;4;25.984300375;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;22.3100376129;12.446267128;4;26.1235172749;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;23.3243255615;12.5;4;26.1558350325;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;24.3388690948;12.5;5;26.1887089014;
19;1;16.0206890106;10.9637317657;6;22.0;2;25.3536624908;12.5;5;26.2221269608;
20;1;16.9500007629;11.0;6;22.0;2;25.7999572754;12.5;6;26.2560760975;
21;1;16.9500007629;11.0;6;22.0;2;25.8152351379;12.5;6;26.2905418873;
22;1;16.9500007629;11.0;7;22.0;2;25.8307437897;12.5;6;26.3255085945;
23;1;16.9500007629;11.0;8;22.0;2;25.8464794159;12.5;7;26.3609591722;
24;1;16.9500007629;11.0;8;22.0;2;25.8624305725;12.5;7;26.3968753815;
25;1;14.9500007629;12.0;8;22.0;2;23.8785934448;13.5;7;26.4332377911;
26;1;15.9500007629;11.0;8;22.0;3;22.8949565887;14.5;6;26.4700255394;
27;1;16.9500007629;11.0;8;22.0;3;21.25;15.5;6;26.5072168112;
28;1;16.9500007629;11.0;9;22.0;3;20.9282474518;16.5;6;26.5447884798;
29;1;14.9500007629;12.0;10;22.0;3;19.9451541901;17.5;6;26.5827163458;
30;1;13.9500007629;13.0;10;22.0;3;18.962223053;18.5;6;26.6209751368;
31;1;12.9500007629;14.0;10;22.0;3;17.9794387817;19.5;7;26.6595385075;
32;1;12.0;15.0;11;22.0;3;16.9967918396;20.5;6;26.6983793974;
33;1;12.0;16.0;11;22.0;3;16.0142707825;21.5;6;26.7374696732;
34;1;12.0;17.0;11;22.0;3;15.0318613052;22.5;6;26.7767804861;
35;1;12.0;18.0;11;22.0;3;14.7995510101;23.5;6;26.8162822723;
36;2;12.0;19.0;8;39.25;3;14.8173274994;24.5;6;26.8559447527;
37;2;14.0;18.0;8;40.1124992371;3;14.8351745605;25.5;6;27.8957372904;
38;2;16.0;18.0;8;40.8619041443;3;15.0;27.5;7;27.9656285048;
39;2;17.0;18.0;8;41.5009632111;3;16.0;28.8549404144;7;28.036178112;
40;2;18.0;18.0;8;42.0370521545;3;16.8890151978;29.2424144745;7;28.10734725;
41;2;18.9500007629;18.0;9;42.4804611206;3;16.4912948608;30.5;7;28.1790959835;
42;2;18.9500007629;18.0;7;42.8428707123;3;17.0;29.7253684998;8;28.251382947;
43;2;18.9500007629;18.0;7;43.1361560822;3;18.5201263428;30.7253684998;8;28.3241654634;
44;2;18.9500007629;19.0;8;43.25;3;17.4958744049;33.7253684998;9;28.3974001408;
45;2;18.9500007629;20.0;8;43.25;3;17.5499572754;33.7253646851;11;28.4710421562;
46;2;18.9500007629;21.0;8;43.25;3;18.9967346191;34.2864608765;11;28.5450458527;
47;2;18.9500007629;22.0;10;43.25;3;20.0145263672;34.2864608765;12;28.6193647385;
48;2;18.9500007629;23.0;10;43.25;3;20.5964794159;33.5;13;28.693951726;
49;2;18.9500007629;24.0;10;43.25;3;22.0;32.452671051;13;28.7687590122;
50;2;18.9500007629;25.0;12;43.25;3;20.695941925;32.5;15;28.8437385559;
51;2;18.9500007629;26.0;12;43.25;3;20.6449565887;31.5;15;28.9188411236;
52;2;18.9500007629;27.0;13;43.25;3;21.0;32.2141723633;15;28.9940179586;
53;2;18.9500007629;28.0;13;43.25;3;23.0;29.5550518036;16;29.0692199469;
54;2;18.9500007629;30.0;13;43.25;3;23.0;29.5813522339;17;29.1443976164;
55;2;18.9500007629;32.0;15;43.25;3;25.0;28.6079025269;18;29.2195016146;
56;2;18.9500007629;34.0;16;43.25;3;25.0;29.6346817017;18;29.294482708;
57;2;18.9500007629;36.0;16;43.25;4;24.7467918396;28.5;18;29.36929214;
58;2;18.9500007629;38.0;17;43.25;4;23.9661808014;29.5;18;29.4438812733;
59;2;18.9500007629;39.0;18;43.25;4;23.0;29.5;18;29.5182019472;
60;2;18.9500007629;40.0;18;43.25;4;22.7995510101;28.5;19;29.5922067165;
61;2;18.9500007629;40.125;19;43.25;4;22.8173274994;28.5;19;29.6658486128;
62;2;18.9500007629;40.125;20;43.25;5;23.0;30.4669322968;18;29.7390817404;
63;3;18.9500007629;40.125;20;43.25;5;24.8530807495;29.4903411865;19;29.8118606806;
64;3;18.9500007629;40.125;20;43.25;5;25.0;30.5133628845;19;29.8841414452;
65;3;18.9500007629;40.125;20;43.25;5;27.0;28.8962745667;19;30.9558806419;
66;3;18.9500007629;40.125;21;43.25;5;30.2301464081;28.5;19;31.0670366287;
67;3;18.9500007629;40.125;22;43.25;5;31.5121669769;29.5;19;31.1767318249;
68;3;18.9500007629;40.125;22;43.25;5;29.25;32.5;19;31.2590100765;
69;4;18.9500007629;40.125;21;43.25;5;30.2109565735;33.5;18;32.3423806429;
70;4;18.9500007629;40.125;21;43.25;5;30.7751979828;36.5999984741;18;32.4768074751;
71;4;18.9500007629;40.125;22;44.25;5;32.2467346191;37.4482879639;18;33.7521132231;
72;4;19.9500007629;41.125;22;44.3400000334;5;31.7000007629;40.039390564;18;34.8159483671;
73;4;20.9500007629;42.125;21;45.2871193886;5;34.0510025024;38.4807014465;19;35.7029597759;
74;4;20.9500007629;43.8899993896;23;46.0878885984;6;35.4733543396;38.6872596741;18;36.4491883516;
75;4;20.9500007629;45.5165328979;23;47.759759903;6;35.0834197998;38.9097442627;18;36.9398053885;
76;4;21.9500007629;48.0199813843;23;48.3929270506;6;34.4541130066;40.7632675171;18;37.2587846518;
77;4;22.9500007629;49.4181976318;25;48.9418656826;6;33.356300354;42.8203086853;18;37.5866342783;
78;4;23.2074356079;50.7291908264;25;49.2648159266;6;33.7928314209;40.0;19;37.9232971668;
79;4;23.2250843048;51.8249969482;26;49.4947777987;8;33.6404914856;41.0;17;38.2686597109;
80;4;23.2437286377;52.8249969482;26;49.7384946346;8;32.7656784058;42.0;17;39.6225450039;
