Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;10.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;11.0;10.0;6;20.0;
7;1;8.82499980927;8.5;4;17.0;1;12.0;10.0;6;20.0;
8;1;8.82499980927;8.5;4;17.0;2;13.0;10.3000001907;5;21.3999996185;
9;1;8.82499980927;8.5;4;17.3400001526;2;14.0;10.1999998093;5;21.7464003563;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;14.3268795013;10.3632001877;5;23.6988792419;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;15.1918172836;11.3242416382;5;25.3948683739;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;15.9410705566;12.156744957;5;26.8090190887;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;18.1918182373;12.8480396271;5;27.9470882416;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;20.1918182373;13.401008606;5;28.8369035721;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;21.1918182373;13.8295707703;5;29.517603755;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;22.1918182373;14.153301239;5;30.0307220221;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;23.1918182373;14.3929729462;6;30.2790725231;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;24.1918182373;14.5;6;30.3138751984;
19;1;16.0206890106;10.9637317657;5;22.0;2;25.1918182373;14.5;6;30.3491675854;
20;1;16.9500007629;11.0;6;22.0;2;26.1918182373;14.5;6;30.3849318027;
21;1;16.9500007629;11.0;6;22.0;3;27.0499992371;14.5;5;30.4211486578;
22;1;16.9500007629;11.0;6;22.0;3;27.0499992371;14.5;5;30.4577980042;
23;1;16.9500007629;11.0;6;22.0;3;27.0499992371;14.5;5;30.4948581457;
24;1;16.9500007629;11.0;6;22.0;3;27.0499992371;14.5;7;30.5323064327;
25;1;14.9500007629;12.0;7;22.0;4;25.0499992371;15.5;6;30.5701190233;
26;1;13.9500007629;13.0;8;22.0;4;24.0499992371;16.5;5;30.6082710028;
27;1;12.9500007629;14.0;8;22.0;4;23.0499992371;17.5;5;30.6467365026;
28;1;12.0;15.0;8;22.0;4;22.0499992371;18.5;5;30.6854885817;
29;1;12.0;16.0;8;22.0;4;21.0499992371;19.5;6;30.724499464;
30;1;13.0;14.0;8;22.0;4;20.0499992371;20.5;6;31.7637404203;
31;1;14.0;13.0;8;22.0;4;20.0499992371;21.5;7;31.8731822968;
32;1;15.0;12.0;8;22.0;4;20.0499992371;22.5;8;31.9869459867;
33;1;16.0;11.0;8;22.0;4;19.5648670197;23.5;8;32.10514009;
34;1;14.0;12.0;8;22.0;4;18.6001663208;24.5;9;32.2278622389;
35;1;13.0;13.0;8;22.0;4;17.6374530792;25.5;10;32.3551961184;
36;1;12.0;14.0;8;22.0;4;16.6767807007;26.5;10;32.4872094393;
37;1;12.0;15.0;8;22.0;4;16.6681938171;27.5;10;32.623950839;
38;1;12.0;16.0;8;22.0;4;16.7117271423;28.5;8;32.7654471397;
39;1;12.0;17.0;8;22.0;4;16.7574081421;29.5;7;32.9117004871;
40;1;12.0;18.0;9;22.0;4;16.8052520752;30.5;7;33.0626857281;
41;1;12.0;19.0;10;22.0;4;16.8552627563;31.5;8;33.2183475494;
42;1;12.0;20.0;10;22.0;4;17.9074287415;31.5;8;33.3785977364;
43;1;12.0;21.0;11;22.0;4;18.961725235;32.5;10;33.5433132648;
44;1;12.0;22.0;11;22.0;4;20.0181102753;33.5;9;33.7123343945;
45;1;12.0;23.0;12;22.0;4;18.0765247345;36.5;9;33.8854622841;
46;1;12.0;24.0;12;22.0;4;17.1368923187;39.5;11;34.062458992;
47;1;12.0;25.0;13;22.0;4;17.1991214752;40.5;11;34.2430472374;
48;1;12.0;26.0;12;22.0;4;17.2630977631;41.5;13;34.4269096851;
49;1;12.0;27.0;13;22.0;4;17.3286914825;42.5;13;34.6136910915;
50;1;12.0;28.0;13;22.0;4;18.3957557678;40.5;14;34.8029997349;
51;1;12.0;29.0;14;22.0;5;19.4641246796;39.5;14;34.9944105148;
52;1;12.0;30.0;14;22.0;7;19.0;39.5;11;45.1874680519;
53;1;13.0;28.0;15;22.0;7;22.0;38.5;11;45.781690836;
54;1;12.0;29.0;16;22.0;7;24.6751880646;38.5;11;46.3509781361;
55;1;12.0;30.0;15;22.0;7;25.7468414307;38.5;9;46.8935515881;
56;1;13.0;28.0;16;22.0;7;26.8187789917;38.5;9;47.4083030224;
57;1;12.0;29.0;16;22.0;7;27.8907699585;38.5;9;48.8947343826;
58;2;12.0;30.0;16;33.7347183228;6;27.9625873566;33.5;9;37.3923313618;
59;2;14.0;28.0;17;34.0005426407;6;27.0340003967;35.5;9;38.6238837242;
60;2;14.0;29.0;18;34.2404880524;6;29.1047840118;35.5;10;38.8841767311;
61;2;14.0;30.0;19;34.4558610916;6;31.1747188568;36.5;10;39.143325448;
62;2;15.0;29.0;19;34.6481971741;6;32.243598938;37.5;14;39.4008706808;
63;2;16.0;29.0;18;34.8191757202;6;33.3112258911;39.1059188843;13;39.6563827991;
64;2;17.0;29.0;19;34.9705476761;6;34.3774185181;40.1288757324;13;39.8873378038;
65;2;18.0;29.0;19;35.0;7;35.4420089722;40.7303237915;13;40.1080726385;
66;2;18.9500007629;29.0;19;35.0;7;33.5048484802;40.5;15;40.3263014555;
67;2;18.9500007629;29.0;19;35.0;7;34.5658111572;40.81224823;15;40.5417414904;
68;2;18.9500007629;29.0;19;35.0;7;35.6247787476;40.8544540405;15;40.7541487217;
69;2;18.9500007629;29.0;18;35.0;8;35.7316589355;40.8974533081;14;42.2854933739;
70;2;18.9500007629;29.0;18;35.0;8;34.2536621094;42.5427246094;14;43.512549758;
71;2;18.9500007629;29.0;18;35.0;8;35.6391067505;42.0384521484;15;45.4963792562;
72;2;18.9500007629;29.0;18;35.0;8;35.2342834473;44.4156761169;15;46.3104190826;
73;2;18.9500007629;29.0;19;35.0;8;36.4000015259;46.6715545654;15;46.7580282688;
74;2;18.9500007629;29.0;19;35.0;8;34.4000015259;49.7454032898;16;47.2069425583;
75;2;18.9500007629;30.0;19;35.0;8;33.4000015259;52.8212852478;18;47.6567374468;
76;2;18.9500007629;30.0999984741;19;35.0;9;32.4000015259;55.8991470337;19;49.1070789099;
77;3;18.9500007629;30.0999984741;19;35.0;9;33.4000015259;54.851940155;19;49.6477136612;
78;3;18.9500007629;30.0999984741;19;35.0;9;32.4000015259;59.663848877;21;50.195577383;
79;3;18.9500007629;30.0999984741;19;35.0;9;31.4000015259;62.9858322144;22;50.7509220839;
80;3;18.9500007629;30.0999984741;19;35.0;9;32.4000015259;65.0748748779;22;51.3140263557;
81;3;18.9500007629;30.0999984741;19;35.0;9;33.4000015259;67.1969146729;24;51.885168314;
82;3;18.9500007629;30.0999984741;19;35.0;11;34.4000015259;68.323348999;23;52.4646030664;
