Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;2;10.0;10.3000001907;4;21.0;
6;1;8.55000019073;8.5;5;17.0;2;11.4499998093;10.0;3;21.0900000334;
7;1;8.82499980927;8.5;5;17.0;2;12.4905004501;10.0;3;21.1871190071;
8;1;8.82499980927;8.5;5;17.0;2;13.5342035294;10.0;3;21.7036092281;
9;1;8.82499980927;8.5;5;17.3400001526;2;14.5866241455;10.1999998093;3;22.1564130783;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;14.9703855515;10.3632001877;3;23.4291926622;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;15.5431365967;10.9097137451;3;24.540822506;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;16.0433712006;11.3658018112;3;25.5043385029;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;18.6328907013;11.7372808456;3;26.3401436806;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;20.6328907013;12.0336990356;3;27.0718023777;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;21.9614181519;12.2662630081;3;27.7228300571;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;23.092376709;12.446267128;3;28.1464314461;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;24.2346363068;12.5;3;28.4879314899;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;25.3883113861;12.5;4;28.8545851707;
19;1;16.0206890106;10.9637317657;6;22.0;2;26.5533065796;12.5;4;29.2456488609;
20;1;16.9500007629;11.0;7;22.0;2;27.1605415344;12.5;5;29.659784317;
21;1;16.9500007629;11.0;7;22.0;2;27.3469028473;12.5;5;30.0950183868;
22;1;16.9500007629;11.0;7;22.0;3;27.5427589417;12.5;4;30.5487289429;
23;1;16.9500007629;11.0;7;22.0;3;27.7469291687;12.5;5;31.0176672935;
24;1;16.9500007629;11.0;7;22.0;3;27.957950592;12.5;5;31.4980173111;
25;1;16.9500007629;11.0;7;22.0;3;25.957950592;13.5;5;31.9854974747;
26;1;16.9500007629;11.0;7;22.0;3;25.25;14.5;5;32.4754953384;
27;1;16.9500007629;11.0;7;22.0;3;25.25;15.5;5;32.9632344246;
28;1;16.9500007629;11.0;8;22.0;3;26.25;13.5;4;33.4439563751;
29;1;16.9500007629;11.0;8;22.0;3;27.25;12.5;5;34.9131059647;
30;1;16.9500007629;11.0;8;22.0;3;27.25;13.5;5;35.4065065384;
31;1;16.9500007629;11.0;8;22.0;3;28.25;14.5;5;35.8816866875;
32;1;16.9500007629;11.0;8;22.0;3;27.25;14.2568283081;5;36.3356277943;
33;1;14.9500007629;12.0;8;22.0;3;27.25;15.2864875793;5;36.7660073042;
34;1;13.9500007629;13.0;8;22.0;3;26.7751979828;13.5;5;37.1712206602;
35;1;12.9500007629;14.0;8;22.0;3;26.7953281403;14.5;5;37.5503599644;
36;1;12.0;15.0;8;22.0;3;26.8159866333;15.5;5;37.9031627178;
37;1;12.0;16.0;8;22.0;3;28.8371677399;18.5;6;38.2299301624;
38;1;12.0;17.0;8;22.0;3;29.5946044922;21.5;6;38.5314329863;
39;1;12.0;18.0;8;22.0;3;30.7080764771;23.5;7;38.8088129759;
40;1;12.0;19.0;8;22.0;3;32.4639663696;25.5;9;39.0634818077;
41;1;12.0;20.0;9;22.0;3;32.9016036987;27.5;8;39.2970304489;
42;1;12.0;21.0;9;22.0;3;33.6836624146;27.5;8;39.5111517906;
43;1;12.0;22.0;9;22.0;3;33.7800178528;27.5;9;39.6651450396;
44;1;12.0;23.0;10;22.0;3;33.0999984741;28.5;9;39.72067523;
45;1;12.0;24.0;10;22.0;3;33.8743057251;27.5;9;39.7771017551;
46;1;12.0;25.0;10;22.0;3;33.0999984741;28.5;9;39.8343759775;
47;1;12.0;26.0;11;22.0;3;33.0999984741;28.7840633392;9;39.8924454451;
48;1;12.0;27.0;11;22.0;3;33.0999984741;28.8247108459;9;39.9512542486;
49;1;12.0;28.0;11;22.0;3;33.0999984741;28.8658790588;11;40.0107431412;
50;1;12.0;29.0;11;22.0;3;34.0048332214;27.5;11;40.0708494186;
51;1;12.0;30.0;11;22.0;3;33.0999984741;28.5;11;40.1315076351;
52;1;13.0;28.0;11;22.0;3;33.0999984741;28.9920558929;12;40.1926498413;
53;1;12.0;29.0;11;22.0;3;33.0999984741;29.0348548889;12;40.2542052269;
54;1;12.0;30.0;12;22.0;4;33.0999984741;29.0779438019;11;40.3161010742;
55;1;13.0;28.0;13;22.0;5;34.0999984741;28.5;11;41.3782629967;
56;1;12.0;29.0;13;22.0;5;35.0999984741;30.5;12;43.02818048;
57;1;12.0;30.0;13;22.0;5;37.2430038452;31.0;12;44.4406971931;
58;1;13.0;28.0;13;22.0;5;36.8281135559;33.3899993896;12;45.6540855169;
59;1;12.0;29.0;14;22.0;5;35.1828918457;36.5876541138;12;46.708758831;
60;1;12.0;30.0;14;22.0;5;35.2816238403;34.6872596741;13;47.4947472811;
61;1;12.0;31.0;14;22.0;5;35.7200927734;35.6872596741;13;49.1011090279;
62;1;12.0;32.0;16;22.0;5;37.3473892212;36.0;14;49.753415823;
63;1;12.0;33.0;17;22.0;6;37.4832305908;37.0;13;50.3067882061;
64;1;12.0;34.0;18;22.0;6;34.0685348511;41.0;14;50.8527026176;
65;1;12.0;35.0;18;22.0;6;35.0685348511;41.0;14;51.4374500513;
66;1;13.0;33.0;18;22.0;6;32.0685348511;45.0;16;52.0610319376;
67;1;12.0;34.0;18;22.0;6;32.0685348511;46.6059188843;16;52.7225301266;
68;1;12.0;35.0;19;22.0;6;33.7785797119;45.6288757324;17;53.4199538231;
69;1;13.0;33.0;19;22.0;7;34.8332977295;45.6524085999;16;54.1501228809;
70;1;12.0;34.0;19;22.0;7;35.8876228333;45.0;17;54.9086102247;
71;2;12.0;35.0;18;22.0;7;33.9414253235;47.7011871338;17;55.6897653341;
72;2;13.0;33.0;18;22.0;7;32.9945793152;49.7264137268;18;56.4868321419;
73;2;12.0;34.0;20;22.0;7;32.0469665527;49.7521820068;18;57.2921671867;
74;2;12.0;35.0;20;22.0;8;30.0685329437;51.7784729004;16;79.8475499153;
75;2;13.0;33.0;22;22.0;8;29.0685329437;54.8052787781;18;82.00393641;
76;2;12.0;34.0;22;22.0;8;29.0685329437;57.832572937;18;83.9145658016;
77;2;12.0;35.0;22;22.0;8;28.0685329437;60.8603363037;18;85.582351923;
78;2;13.0;33.0;17;23.0;8;28.3185329437;64.8885498047;19;87.0243822336;
79;2;15.0;33.0;17;23.0299999714;8;28.5894966125;68.9171905518;19;88.2653211355;
80;2;17.0;33.0;17;23.0605909824;8;28.6338577271;71.9462203979;21;89.3321484327;
81;2;18.2386322021;33.0;19;23.091766119;8;29.3582706451;74.9756317139;21;90.1018004417;
82;3;19.1956481934;33.0;20;23.1235172749;9;29.3582706451;76.0053710938;23;90.6644053459;
