Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;9.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;3;17.0;1;10.0;10.0;6;20.0;
6;1;8.55000019073;8.5;3;17.0;1;11.0;10.0;6;20.0;
7;1;8.82499980927;8.5;3;17.0;1;12.0;10.0;6;20.0;
8;1;8.82499980927;8.5;3;17.0;1;13.0;10.0;6;20.3999996185;
9;1;8.82499980927;8.5;3;17.3400001526;2;14.0;10.5;5;21.7264003754;
10;1;8.9015007019;8.67000007629;3;17.6278438568;2;14.7768793106;10.3632001877;5;22.8494274616;
11;1;8.96626472473;8.81392192841;3;17.869726181;2;15.282242775;10.9097137451;5;23.7921946049;
12;1;9.02068901062;8.93486309052;3;18.786491394;2;15.7064886093;11.3658018112;4;24.5663278103;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;18.2960090637;11.7372808456;4;25.1909153461;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;20.2960090637;12.0336990356;4;25.6883610487;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;21.3388690948;12.2662630081;4;26.0812431574;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;22.3536624908;12.446267128;4;26.2221269608;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;23.3687000275;12.5;4;26.2560760975;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;24.3839759827;12.5;5;26.2905418873;
19;1;16.0206890106;10.9637317657;4;22.0;2;25.3994865417;12.5;5;26.3255085945;
20;1;16.9500007629;11.0;4;22.0;2;25.8464794159;12.5;6;26.3609591722;
21;1;16.9500007629;11.0;4;22.0;2;25.8624305725;12.5;6;26.3968753815;
22;1;16.9500007629;11.0;5;22.0;2;25.8785934448;12.5;6;26.4332377911;
23;1;16.9500007629;11.0;6;22.0;3;25.8949565887;12.5;6;26.4700255394;
24;1;16.9500007629;11.0;6;22.0;3;25.25;12.5;6;26.5072168112;
25;1;16.9500007629;11.0;6;22.0;3;25.25;13.5;6;26.5447884798;
26;1;16.9500007629;11.0;7;22.0;3;25.25;13.5813522339;6;26.5827163458;
27;1;16.9500007629;11.0;7;22.0;3;25.25;13.6079015732;6;26.6209751368;
28;1;16.9500007629;11.0;7;22.0;3;25.25;13.6346826553;6;26.6595385075;
29;1;16.9500007629;11.0;7;22.0;3;25.9967918396;12.5;6;26.6983793974;
30;1;16.9500007629;11.0;7;22.0;3;24.0142707825;13.5;6;26.7374696732;
31;1;16.9500007629;11.0;7;22.0;3;23.0318603516;14.5;6;26.7767804861;
32;2;16.9500007629;11.0;5;37.0;3;22.0495510101;15.5;6;26.8162822723;
33;2;15.9500007629;12.0;5;37.75;3;21.0673274994;16.5;6;26.8559447527;
34;2;15.9500007629;13.0;5;38.4193744659;3;20.0851745605;17.5;6;26.8957372904;
35;2;15.9500007629;14.0;5;39.0072898865;3;19.1030807495;18.5;6;26.9356285334;
36;2;16.0;15.0;6;39.5162696838;3;18.1210327148;19.5;7;26.9755871296;
37;2;17.0;16.0;6;39.9513263702;3;17.1390151978;20.5;7;27.015581131;
38;2;18.0;17.0;6;40.3190898895;3;16.1570110321;21.5;7;27.0555787086;
39;2;18.1217956543;18.0;7;40.6270179749;3;15.1750106812;22.5;9;27.0955479145;
40;2;18.191078186;19.0;7;40.8827629089;3;14.9429969788;23.5;9;27.135456562;
41;2;18.2486209869;20.0;7;41.0;3;15.9609556198;22.5;9;27.17527318;
42;2;18.2749996185;21.0;8;41.0;3;16.0;22.5;10;27.2149660587;
43;2;18.2749996185;22.0;8;41.0;3;17.0;22.5;10;27.2545039654;
44;2;18.2749996185;23.0;8;41.0;4;20.0;23.5;9;29.293856144;
45;2;18.2749996185;24.0;9;41.0;4;22.0;25.5;9;29.5029925108;
46;2;18.2749996185;25.0;9;41.0;4;24.5084991455;28.5;9;29.7284985781;
47;2;18.2749996185;26.0;9;41.0;4;25.5739440918;31.1603183746;9;29.9717783928;
48;2;18.2749996185;27.0;9;41.0;4;26.6469764709;33.1873512268;16;30.2342580557;
49;2;18.2749996185;28.0;9;41.0;5;28.2534484863;34.2141723633;9;42.5173544884;
50;2;18.2749996185;29.0;9;41.0;5;29.0;37.089050293;9;43.4224340916;
51;2;18.2749996185;30.0;10;41.0;5;32.4841003418;36.2671012878;10;44.3051617146;
52;2;19.2749996185;29.0;11;41.0;5;33.8371658325;36.5;10;45.1637058258;
53;2;20.2749996185;29.0;11;41.0;5;34.25;38.4471206665;10;45.9978274107;
54;2;21.2749996185;29.0;12;41.0;5;35.25;39.4816627502;10;46.8085778952;
55;2;22.2749996185;29.0;12;41.0;5;35.9037704468;40.5;9;47.597925663;
56;2;23.2250003815;29.0;13;41.0;6;36.7149620056;40.3944892883;8;55.6183459759;
57;3;23.2250003815;28.0;13;41.0;7;37.8094749451;40.5898666382;7;56.5899288654;
58;3;23.2250003815;27.0;14;41.0;7;39.6163749695;40.5;7;57.5378164053;
59;3;23.2250003815;26.0;13;41.0;7;40.9625473022;43.4669342041;8;58.4634103775;
60;3;23.2250003815;25.0;13;41.0;7;44.0995178223;44.4903411865;7;60.2829806805;
61;3;23.2250003815;24.0;14;41.0;7;44.9743309021;47.5133628845;8;61.1486275196;
62;3;23.2250003815;23.0;14;41.0;8;43.535785675;49.8200531006;7;63.6990424395;
63;3;23.2250003815;22.0;14;41.0;8;44.1585426331;50.3863830566;7;66.0004537106;
64;3;23.2250003815;21.0;15;41.0;8;46.7081680298;49.8088684082;8;68.087947011;
65;3;23.2250003815;21.0;15;41.0;8;44.8541297913;52.1766891479;9;69.9981927872;
66;3;23.2250003815;21.0;16;41.0;9;48.289730072;48.9097442627;8;71.6169455051;
67;3;23.2250003815;21.0;16;41.0;9;47.654876709;51.0;8;73.009455204;
68;3;23.2250003815;21.0;16;41.0;9;48.7920036316;50.0;9;74.1559960842;
69;3;23.2250003815;21.0;17;41.0;10;47.1423873901;51.0;8;75.2841808796;
70;3;23.2250003815;21.0;17;41.0;10;44.7000007629;52.0;9;76.4192585945;
71;3;23.2250003815;21.0;17;41.0;10;44.7000007629;54.0;9;77.5568199158;
72;4;23.2250003815;21.0;17;41.0;10;44.5502624512;55.0;9;79.6929578781;
73;5;23.2250003815;21.0;17;41.0;10;43.7000007629;59.4766387939;9;80.8840959072;
74;5;23.2250003815;21.0;17;41.0;10;46.7000007629;61.4766387939;11;82.0697202682;
75;5;23.2250003815;21.0;17;41.0;11;48.8435134888;65.0;10;83.2462855577;
76;5;23.2250003815;21.0;17;41.0;11;44.7000007629;71.0;11;84.4098937511;
77;5;23.2250003815;21.0;17;41.0;11;44.2661247253;76.45677948;11;85.5561748743;
78;5;23.2250003815;21.0;17;41.0;11;43.2986297607;80.1923141479;12;86.6802717447;
79;5;23.2250003815;21.0;17;43.2299995422;12;42.332572937;83.3101196289;11;87.776948452;
80;5;22.3532505035;23.0;17;44.2957959175;12;42.7000007629;84.4267654419;11;88.8407968283;
