Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;12.3000001907;5;17.0;2;7.30000019073;13.0;3;21.0900000334;
3;2;7.55000019073;11.6999998093;4;18.0;2;8.32699966431;12.0;2;21.1871190071;
4;2;7.7000002861;10.3000001907;3;18.0449999571;2;9.35613536835;11.0;2;21.2917383909;
5;2;7.70675039291;9.30000019073;3;18.0915547609;2;10.3875217438;10.0;2;21.4042263031;
6;2;8.79559993744;8.5;3;18.1396753788;2;11.631901741;10.0;2;21.5249304771;
7;2;9.08142662048;8.5;3;18.1893689632;2;12.6862182617;10.0;2;21.6541694403;
8;2;9.09260749817;8.5;3;18.2406382561;2;13.7443761826;10.0;2;22.2087649107;
9;2;9.1041431427;8.5;2;18.6458880901;2;14.8139448166;10.1999998093;2;22.7014135122;
10;2;9.19532585144;8.67000007629;2;19.0015610456;2;15.2156352997;10.3632001877;2;24.0319356918;
11;2;9.27535152435;8.81392192841;2;19.3138639927;2;15.814371109;10.9097137451;2;25.2049109936;
12;2;9.34562015533;8.93486309052;2;20.3325256109;2;16.3422107697;11.3658018112;2;26.2329595089;
13;2;9.57481765747;9.39324569702;3;21.2316069603;2;18.9317321777;11.7372808456;2;27.1358840466;
14;2;11.3927364349;9.78903102875;3;22.0147647858;2;20.9317321777;12.0336990356;2;27.9364440441;
15;2;13.3927364349;10.8307065964;3;22.6909470558;2;22.3505058289;12.2662630081;2;28.6571342945;
16;2;15.3927364349;10.4026165009;3;23.2723004818;2;23.5128135681;12.446267128;2;29.1499218941;
17;2;16.4730377197;10.6309299469;3;23.7723295689;2;24.6862068176;12.5;3;29.5586924553;
18;2;17.5023937225;10.8157100677;3;24.2045152187;2;25.8701553345;12.5;3;29.9890928268;
19;2;18.5330257416;10.9637317657;3;24.4187514782;2;27.063835144;12.5;3;30.4386553764;
20;2;19.4942207336;11.0;3;24.5658416748;2;27.6973953247;12.5;3;30.9042773247;
21;2;19.5273151398;11.0;4;24.7181026936;2;27.9069252014;12.5;3;31.3822712898;
22;2;19.5615730286;11.0;4;24.8752605915;2;28.1220207214;12.5;3;31.86845541;
23;2;18.9500007629;12.0;4;25.0369865894;2;28.3408050537;12.5;4;32.3582825661;
24;2;18.9500007629;12.5184936523;4;25.2028975487;2;26.3408050537;13.5;4;32.8469986916;
25;2;18.9500007629;12.6014490128;4;25.3725583553;2;27.3408050537;12.5;4;33.3298244476;
26;2;19.7088260651;11.0;5;25.5454843044;2;28.3408050537;12.5;4;33.8021402359;
27;3;18.9500007629;12.0;4;25.7211458683;2;26.3408050537;13.5;4;34.2596635818;
28;3;18.9500007629;12.8605728149;4;25.8989739418;2;25.3408050537;14.5;4;34.6986026764;
29;3;18.9500007629;12.9494867325;4;26.0783667564;2;26.3408050537;12.5;4;35.1157779694;
30;3;18.9500007629;13.0391836166;4;26.2586970329;2;27.3408050537;12.5;4;35.5086975098;
31;3;17.9082069397;12.0391836166;4;26.4393210411;2;25.3408050537;13.5;4;35.8755874634;
32;3;16.9488487244;13.0;4;26.6195874214;2;25.25;14.5;4;36.215385437;
33;3;15.989408493;14.0;4;26.7988462448;2;26.25;12.5;4;36.5276908875;
34;3;15.0797405243;15.0;4;26.9764590263;2;27.25;12.5;5;36.8126907349;
35;3;15.1197032928;16.0;4;27.1518068314;2;28.25;12.5;5;37.0710706711;
36;3;15.1591567993;17.0;5;27.3242993355;3;29.25;12.5;4;37.3039131165;
37;3;15.1979675293;18.0;6;27.4933829308;3;30.25;14.5;4;37.5125980377;
38;3;15.2360115051;19.0;6;27.6585478783;3;30.8806686401;16.5;4;37.6987104416;
39;3;14.0;21.0;7;27.8193325996;3;30.9644203186;18.5;4;37.8639574051;
40;3;14.0;23.0;7;27.9753293991;3;31.0387802124;20.5;4;38.0;
41;3;14.0;25.0;8;28.1261868477;3;31.1000003815;22.5;5;38.0;
42;3;14.0;27.0;9;28.2716112137;3;31.1000003815;22.5;6;38.0;
43;3;14.0;29.0;10;28.4113669395;3;31.1000003815;22.5;6;38.0;
44;3;14.0;30.7702293396;12;28.5452766418;3;31.1000003815;22.5;6;38.0;
45;3;14.0;31.8907489777;11;28.6732187271;3;29.1000003815;23.5;6;38.0;
46;3;14.0;33.005897522;11;28.795124054;3;28.1000003815;24.5;6;39.0;
47;3;14.0;34.11561203;12;28.9109725952;3;28.1000003815;26.5;6;39.0599999428;
48;3;14.0;35.2198753357;12;29.0207896233;3;28.1000003815;28.5;7;40.8929643631;
49;4;14.0;36.3187103271;9;44.1246418953;3;27.3339996338;30.5;6;42.4138325453;
50;4;16.0;34.4121780396;10;44.9726314545;3;26.3339996338;30.5;7;43.6571683884;
51;4;16.0;35.5003700256;10;45.7342653275;3;26.3339996338;31.5;7;44.6656700373;
52;4;16.0;36.5834007263;10;46.4088702202;4;26.3339996338;32.2754020691;7;45.4823912382;
53;4;18.0;36.5834007263;11;46.9991502762;5;25.3339996338;31.2754020691;6;45.8817687035;
54;4;21.0;34.5834007263;11;47.4513263702;5;25.3339996338;31.2754020691;6;46.2103968859;
55;4;23.6875;34.0;11;47.8190898895;5;25.3339996338;32.2754020691;6;46.5076096058;
56;4;25.6875;34.0;11;48.1270179749;5;25.3339996338;33.2754020691;7;46.7396525145;
57;4;26.828578949;34.0;12;48.3827629089;5;25.3339996338;34.2754020691;7;46.8311642408;
58;3;20.6375007629;28.0;9;29.5;6;24.4500007629;35.2754020691;4;67.4485764503;
59;3;20.6375007629;27.0;10;29.5;6;26.6660003662;34.2754020691;3;69.40675807;
60;3;20.6375007629;26.0;10;29.5;6;28.8528823853;34.2754020691;3;70.9706122875;
61;3;20.6375007629;25.0;9;29.5;6;27.8528823853;35.2754020691;5;72.1506905556;
62;3;18.9500007629;24.0;12;29.5;6;27.8528823853;37.0;6;74.8430404663;
63;3;18.9500007629;23.0;12;29.5;6;29.8528823853;41.0;7;75.593932271;
64;3;18.9500007629;22.0;12;29.5;6;33.8528823853;42.0;8;75.9303770065;
65;3;18.9500007629;21.0;13;29.5;6;36.4167556763;44.0;6;76.2571274042;
66;3;18.9500007629;21.0;13;29.5;6;34.8528823853;48.0;8;75.8524372578;
67;3;18.9500007629;21.0;13;29.5;6;33.8528823853;50.7999992371;8;75.5315433741;
68;4;18.9500007629;21.0;11;32.4008569717;5;31.6088523865;46.7999992371;8;72.2678923607;
69;4;19.9500007629;22.0;12;32.5197672844;5;29.8528823853;45.4580001831;9;71.9746539593;
70;4;20.9500007629;23.0;12;32.6399610043;6;26.8528823853;46.8613548279;9;71.7456110716;
71;4;20.9500007629;24.0;12;32.7611646652;6;24.8528823853;47.9875907898;10;71.575871706;
72;5;20.9500007629;25.0;12;34.3611340523;5;20.8528823853;44.1224212646;12;69.930839777;
73;6;21.9500007629;27.0;11;34.520772934;5;19.25;46.2659301758;12;69.8134286404;
74;6;22.9500007629;28.0;12;34.6809234619;5;18.25;48.4181098938;13;69.7417085171;
75;6;22.9500007629;29.0;12;34.8412615061;5;18.0;50.5788345337;13;69.7119934559;
76;6;22.9500007629;30.0;12;35.0014621019;5;18.0;52.7478713989;14;69.7207450867;
77;6;22.9500007629;31.0;12;35.1612027884;5;18.0;54.9248504639;14;69.7645347118;
78;6;22.9500007629;31.0;12;35.320166707;5;18.0;57.1092681885;14;69.840007782;
79;6;22.9500007629;31.0;13;35.4780453444;5;18.0;59.300491333;15;69.9438610077;
80;6;22.9500007629;31.0;13;35.6345403194;5;19.0;58.4977416992;14;70.0728254318;
81;6;22.9500007629;31.0;13;35.7893676758;5;20.0;56.4977416992;14;70.2236590385;
82;6;22.9500007629;31.0;12;36.733006835;5;21.0;57.4977416992;15;70.3931584358;
83;6;20.9500007629;32.0;11;38.5384505987;5;22.0;58.4977416992;17;70.5781650543;
84;6;22.9500007629;32.595123291;11;39.3048278093;5;23.0;59.327255249;17;70.7755923271;
85;6;24.9500007629;33.8049659729;12;40.0599330664;6;24.0;59.5390014648;12;99.7324447632;
86;6;25.3860778809;34.9690628052;12;40.5563340187;6;24.0;59.7499885559;13;103.467728615;
87;6;25.3999996185;36.0;12;40.9234910011;6;24.0;60.7499885559;12;106.501718044;
88;6;25.3999996185;37.0;14;41.3019139767;6;24.0;58.7499885559;12;108.794534683;
89;7;25.3999996185;37.0;13;41.6966058016;6;25.0;59.4580001831;14;110.438156605;
90;7;23.3999996185;38.0;14;42.1082830429;6;26.0;60.4580001831;14;112.583188534;
91;7;22.3999996185;39.0;15;42.5375554562;6;26.0;61.4580001831;14;113.333667755;
92;7;21.3999996185;40.0;15;42.9848823547;6;27.0;62.4580001831;15;113.600014687;
93;7;20.3999996185;41.0;15;43.4505240917;6;28.0;64.4580001831;16;113.861758113;
94;7;20.0;42.0;16;43.9344904423;6;27.0;65.4580001831;16;114.1179533;
95;8;20.0;43.0;15;44.4364907742;6;27.0;67.4580001831;16;114.36789763;
96;8;20.0;44.0;16;44.9558851719;6;28.0;69.4580001831;17;114.611115336;
97;8;20.0;45.0;17;45.4916415215;6;27.0;69.4580001831;18;114.847326756;
98;8;20.0;46.0;17;46.0423042774;7;27.0;72.4580001831;17;115.076429486;
99;8;20.0;47.0;18;46.5575687885;7;27.0;72.4580001831;17;115.298466921;
100;8;20.0;48.0;18;47.0743620396;7;29.0;75.4580001831;18;115.513603091;
