Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;6;20.0;
4;2;9.0;11.3000001907;5;21.0;1;8.0;11.0;6;20.0;
5;2;10.3000001907;10.0;5;21.0299999714;2;8.0;10.3000001907;4;21.0;
6;2;11.4635000229;10.0;5;21.0605909824;2;9.22500038147;10.0;4;21.0299999714;
7;2;12.4772663116;10.0;5;21.091766119;2;9.73174953461;10.0;4;21.0605909824;
8;2;13.4912948608;10.0;5;21.534434557;2;9.73863315582;10.0;4;21.5023716688;
9;2;14.5104961395;10.1999998093;5;21.9046876431;2;9.83803367615;10.1999998093;4;21.8717387915;
10;2;14.8571090698;10.3632001877;5;23.0545283556;2;9.92114067078;10.3632001877;4;22.1798590422;
11;2;15.3745384216;10.9097137451;5;24.0255558491;2;9.99046802521;10.4951858521;4;23.2886198759;
12;2;15.8115005493;11.3658018112;5;24.8294079304;2;10.2399396896;11.0209560394;4;24.2203179598;
13;2;18.4010219574;11.7372808456;5;25.4851789474;2;12.0166759491;11.4571752548;4;24.988676548;
14;2;20.4010219574;12.0336990356;5;26.0152727365;2;14.0166759491;11.8107032776;4;25.6138757467;
15;2;21.4859790802;12.2662630081;5;26.4422603846;2;16.0166759491;12.0916318893;4;26.1185922623;
16;2;22.5161190033;12.446267128;5;26.6186932325;2;17.0594291687;12.3113050461;4;26.5251210928;
17;2;23.5471553802;12.5;5;26.6896131039;2;18.074590683;12.4808797836;4;26.6327222586;
18;2;24.5790691376;12.5;6;26.7624419928;2;19.0901966095;12.5;5;26.7040277719;
19;2;25.6118412018;12.5;6;26.8371264935;2;20.0084056854;12.5;5;26.7772322893;
20;2;26.0767059326;12.5;6;26.9136037827;2;20.0248775482;12.5;4;26.852280736;
21;2;26.1111221313;12.5;6;26.9918012619;2;20.0417633057;12.5;4;26.9291081429;
22;2;26.1463108063;12.5;6;27.0716366768;2;20.0590496063;12.5;5;27.0076401234;
23;2;26.1822357178;12.5;7;27.1530179977;3;20.0767192841;12.5;5;27.0877923965;
24;3;26.2188587189;12.5;6;27.2358441353;3;20.0947532654;12.5;6;27.1694712639;
25;3;25.25;13.5;6;27.3200047016;3;20.1131305695;12.5;5;27.2525734901;
26;3;25.25;14.1240034103;6;27.4053807259;3;20.1318283081;12.5;5;27.3369870186;
27;3;25.25;14.1837663651;6;27.4918448925;3;20.1508216858;12.5;5;27.4225912094;
28;3;24.25;13.5;6;27.5792627335;3;20.1700820923;12.5;5;27.5092573166;
29;3;23.4106674194;14.5;6;27.6674926281;3;18.1895828247;13.5;5;27.5968489647;
30;3;22.4503707886;15.5;6;27.7563869953;3;17.2092914581;14.5;5;28.6852235794;
31;3;22.25;14.5;6;27.8457934856;3;17.2291755676;15.5;5;28.8642326593;
