Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;2;6.0;14.5;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.30000019073;13.0;3;21.0399999619;1;7.0;13.0;6;20.0;
3;2;8.31200027466;12.0;3;21.0811839104;1;8.0;12.0;6;20.0;
4;2;9.32435512543;11.0;3;21.1235535145;1;8.0;11.0;6;20.0;
5;2;10.3370656967;10.0;3;21.1671074629;1;8.0;10.0;5;20.0;
6;2;11.5251979828;10.0;3;21.211841464;1;9.0;10.0;5;20.0;
7;2;12.5453290939;10.0;3;21.2577478886;1;9.5;10.0;5;20.0;
8;2;13.5659866333;10.0;3;21.7173930407;1;9.5;10.0;5;20.3999996185;
9;2;14.5928268433;10.1999998093;3;22.1054821014;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;14.9474658966;10.3632001877;3;23.2898170948;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;15.4804182053;10.9097137451;3;24.298003912;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;15.9341020584;11.3658018112;3;25.1417379379;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;18.5236225128;12.5708684921;3;25.8401536942;2;11.7228336334;11.7571754456;3;24.6214065552;
14;2;19.8187427521;12.9200773239;3;26.4156755209;2;13.7228336334;11.8107032776;3;25.3132637739;
15;2;20.8187427521;13.2078380585;3;26.8908731937;2;15.7228336334;12.0916318893;3;25.8980411291;
16;2;21.8187427521;13.4454364777;3;27.118272543;2;17.0098056793;12.3113050461;3;26.3994836807;
17;2;22.8187427521;13.5591363907;5;27.2428636551;2;18.0463218689;12.4808797836;3;26.6183350086;
18;3;23.8187427521;13.8457183838;5;27.3719882965;2;18.7228336334;12.5;4;26.8187118769;
19;3;24.8187427521;13.9231929779;5;27.5054841042;2;19.625;12.5;4;27.0402543545;
20;3;25.25;14.0032901764;6;27.6431484222;2;19.625;12.5;4;27.2842636108;
21;3;25.25;14.0858888626;6;27.7847380638;3;19.625;12.5;3;27.5518820286;
22;3;25.25;14.1708431244;5;27.9299695492;3;19.625;12.5;3;27.8440244198;
23;3;25.25;14.257982254;5;28.0785198212;3;19.625;12.5;4;28.1613030434;
24;3;25.25;14.347111702;6;28.2300286293;4;19.625;12.5;3;28.5039470196;
25;4;24.25;13.5;5;28.3840999603;4;19.625;12.5;3;28.871723175;
26;4;23.7728443146;14.5;5;28.5403065681;4;19.625;12.5;3;29.263862133;
27;4;22.8431377411;15.5;5;28.6981933117;4;19.625;12.5;3;29.6789975166;
28;4;21.9141864777;16.5;5;28.8572824001;4;19.625;12.5;3;30.1151270866;
29;4;20.9857769012;17.5;6;29.0170788765;4;19.625;12.5;3;31.5695996284;
30;4;20.0576858521;18.5;6;29.1770758629;4;18.625;13.5;3;32.0691392422;
31;4;19.1296844482;19.5;6;29.3367624283;4;18.625;14.5;3;32.5804975033;
32;4;18.201543808;20.5;6;30.4956283569;4;17.8636322021;15.5;3;33.099367857;
33;4;18.2730331421;21.5;7;30.75317204;4;16.8706474304;16.5;3;33.6211183071;
34;4;18.3439273834;22.5;7;31.0178055763;4;16.2527923584;17.5;3;34.1409600973;
35;4;18.7080116272;23.5;7;31.2896268368;4;16.2600631714;18.5;3;34.6541296244;
36;4;18.8303318024;24.5;7;31.5687483549;4;16.2674598694;19.5;3;35.1560735703;
37;4;18.9559364319;25.5;7;31.8552906513;4;16.2749786377;20.5;3;35.6426212788;
38;4;19.0848808289;26.5;8;32.1493734121;4;16.282617569;21.5;4;36.1101315022;
39;4;19.217218399;27.5;8;32.4511048794;4;16.2903709412;22.5;5;36.5555977821;
40;4;19.3529968262;28.5;11;32.7605650425;4;16.2982406616;23.5;4;36.9767132998;
41;4;17.4952869415;28.5;11;33.0777924061;4;16.3062152863;24.5;4;37.3718929291;
42;4;18.0;29.5;12;33.4027626514;4;16.3142967224;25.5;4;37.740247488;
43;4;19.0;30.5;14;33.7353711128;4;16.322479248;26.5;5;38.0815320015;
44;4;20.0;31.5;14;34.0754115582;4;16.3307552338;27.5;5;39.3960632086;
45;4;22.0;32.5;14;34.4225580692;4;17.3391227722;28.5;6;39.8146266937;
46;4;23.4085788727;32.5;14;34.7763473988;4;18.3475761414;29.5;6;40.2238061428;
47;4;24.5194320679;32.5;15;35.1361634731;4;19.3561115265;27.5;6;40.6264549494;
48;4;25.6352653503;32.5;15;35.5012288094;4;18.3647193909;28.5;7;41.0256304741;
49;4;26.7557201385;32.5;17;35.8705992699;4;19.3733959198;29.5;7;41.4244809151;
50;4;27.8803482056;32.5;17;36.2431659698;4;20.0;31.5;8;41.7777240276;
51;4;29.0086154938;33.5;17;36.6176643372;4;21.0;33.5;9;42.0610440969;
52;4;28.2586154938;32.5;19;36.99269104;4;22.0;35.5;10;42.3681643009;
53;4;28.2586154938;32.5;19;37.3527998924;4;23.0;37.5;11;42.6999691725;
54;4;29.2586154938;33.5;19;37.6550831795;4;23.625;37.5;12;43.0570403337;
55;4;28.2586154938;32.5;20;37.9573426247;4;24.0515403748;35.5;13;43.4395755529;
56;4;27.25;34.5;21;38.257750988;4;23.625;35.5;13;43.8473103046;
57;5;27.25;36.5;20;38.5545091629;4;24.625;35.8829116821;14;44.279443264;
58;5;28.25;35.5;21;38.8458890915;4;26.5843696594;33.9109077454;14;44.7345762253;
59;5;27.25;37.5;21;39.1302747726;4;27.6027736664;33.9389038086;15;45.2106750011;
60;5;27.25;39.5;21;39.4061965942;4;27.7009029388;33.966884613;16;45.7050561905;
61;5;29.25;35.5;21;39.6723608971;4;28.2836399078;32.5;17;46.2144124508;
62;5;27.25;37.5;21;39.9276695251;4;26.5499992371;34.5;17;46.7348725796;
63;5;27.25;39.5;22;40.1712341309;4;27.5499992371;34.0504760742;18;47.2621057034;
64;5;28.25;38.5;22;40.4023790359;4;28.633972168;32.5;19;47.7914571762;
65;6;28.25;37.5;22;41.9286885262;4;28.2369594574;33.5;20;48.3181176186;
66;6;27.7000007629;40.0;22;43.2116122246;4;26.5499992371;35.1330947876;20;48.8373043537;
67;6;29.0510005951;39.3899993896;22;44.2835521698;4;26.5499992371;36.1603164673;20;49.3444473743;
68;6;28.3185329437;41.6872596741;23;45.1788725853;4;27.5499992371;34.1873512268;20;49.8353607655;
69;6;29.5187683105;40.9097442627;23;45.7816491127;4;28.5499992371;34.2141723633;20;50.3063907623;
70;6;29.5999984741;40.0;25;46.1753182411;4;28.7594070435;34.2407608032;22;50.7545206547;
71;6;29.5999984741;39.0;26;46.5403766632;4;28.8517684937;34.2671012878;22;51.1774353981;
72;6;28.5999984741;41.0;23;46.8772325516;4;27.4281463623;33.5;22;51.5735440254;
73;6;28.5999984741;43.0;18;47.1787452698;4;27.8517684937;33.5;22;51.9419538975;
74;6;29.5999984741;42.0;19;47.3823385239;4;27.1428642273;33.5;23;53.9249088764;
75;6;28.5999984741;44.0;19;47.5664663315;4;27.4696350098;35.0;22;55.6092236042;
76;6;28.5999984741;46.0;19;47.7322759628;4;27.1168842316;37.3899993896;22;57.0286300182;
77;6;28.5999984741;48.0;20;47.8810091019;4;26.2506504059;37.6621017456;23;58.2202768326;
78;6;28.5999984741;50.0;19;48.0;4;28.3507671356;35.9276123047;23;59.0721087456;
79;6;28.5999984741;52.0;21;48.0;4;31.0537166595;34.017868042;23;59.672151804;
80;6;28.5999984741;54.0;19;48.0;4;30.7502803802;35.017868042;24;60.2058699131;
81;6;28.5999984741;56.0;17;48.0;4;27.5055427551;36.0;24;60.5679116249;
82;6;28.5999984741;58.0;15;48.0;4;25.5767536163;38.0;24;60.8512210846;
83;6;28.5999984741;60.0;20;48.0;4;22.8739643097;39.0;25;61.1042995453;
84;6;28.5999984741;62.0;20;48.0;5;21.8739643097;42.0;25;61.2969937325;
85;6;28.5999984741;64.0;21;48.0;5;22.3657989502;42.0;25;61.3531417847;
86;6;28.5999984741;66.0;20;48.0;5;22.1294574738;44.0;25;61.4083633423;
87;6;30.5999984741;62.0;17;48.0;5;21.375;47.0;25;61.4626121521;
88;6;28.5999984741;64.0;19;48.0;5;21.1540870667;46.0;24;61.515846014;
89;6;28.5999984741;66.0;22;48.0;5;21.1660652161;47.0;24;61.5680265427;
90;6;30.5999984741;62.0;22;48.0;5;21.8028068542;48.0;24;61.6191196442;
91;6;28.5999984741;64.0;23;48.0;5;22.8143024445;46.0;26;61.6690952778;
92;6;28.5999984741;66.0;20;48.0;5;23.8255462646;45.0;26;61.7179274559;
93;6;30.5999984741;62.0;20;48.0;5;24.0;46.0;26;61.7655940056;
94;6;28.5999984741;64.0;22;48.0;5;24.2999992371;48.0;26;61.812076807;
95;6;28.5999984741;66.0;20;48.0;5;25.1577167511;47.0;29;61.8573613167;
96;6;30.5999984741;62.0;18;48.0;5;24.2999992371;49.0;29;61.9014370441;
97;6;28.5999984741;64.0;19;48.0;5;25.177822113;50.0;30;61.9442968369;
98;6;28.5999984741;66.0;22;48.0;5;25.1874656677;52.0;31;61.9859368801;
99;6;30.5999984741;62.0;23;48.0;5;25.1968345642;54.0;31;62.0;
100;6;28.5999984741;64.0;23;48.0;5;25.1999988556;56.0;32;62.0;
101;6;28.5999984741;66.0;23;48.0;5;25.1999988556;58.0;32;62.0;
102;6;30.5999984741;62.0;25;48.0;5;25.1999988556;60.0;32;62.0;
103;6;28.5999984741;64.0;23;48.0;5;26.1999988556;59.0;32;62.0;
104;6;28.5999984741;66.0;24;48.0;5;25.1999988556;61.0;33;62.0;
105;7;28.5999984741;68.0;20;59.5;5;25.1999988556;63.0;33;62.0;
106;7;29.5999984741;71.0;21;60.1324996948;5;26.1999988556;62.0;30;62.0;
107;7;31.5999984741;71.0;21;60.7230491638;5;25.1999988556;64.0;30;62.0;
108;8;30.5999984741;74.0;20;61.2672080994;5;25.1999988556;66.0;30;62.0;
