Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;7.0;13.3000001907;4;21.0;
3;1;8.0;12.0;6;20.0;2;8.14999961853;12.0;4;21.0599999428;
4;1;9.0;11.0;6;20.0;2;8.15900039673;11.0;4;21.1229639053;
5;2;10.0;10.3000001907;5;21.0;2;8.16844463348;10.0;4;21.1889609098;
6;2;11.0;10.0;5;21.0299999714;2;9.26751613617;10.0;4;21.2580518723;
7;2;12.0;10.0;5;22.0708910227;2;9.7830619812;10.0;4;21.3302885294;
8;2;13.0;10.5;4;23.1629667282;2;9.7993144989;10.0;4;21.8190145493;
9;2;14.0;11.0249996185;4;24.1105926037;2;9.90927886963;10.1999998093;4;22.2388005257;
10;2;15.0;11.4604873657;4;25.8141915798;2;10.0037298203;10.3632001877;4;22.6008902788;
11;2;16.0;12.2717781067;4;27.238902092;2;10.0852003098;10.4951858521;4;23.7875448465;
12;2;16.6472434998;12.9413805008;4;28.3946568966;2;10.3521976471;11.0209560394;4;24.8040741682;
13;2;19.0;13.4742078781;4;29.3117934465;2;12.148021698;11.4571752548;4;25.6643919945;
14;2;21.0;13.8853845596;4;30.0304017067;2;14.148021698;11.8107032776;4;26.3888099194;
15;2;22.0;14.1949214935;4;30.5918530226;2;16.148021698;12.0916318893;4;27.0000665188;
16;2;23.0;14.4234819412;4;30.854033947;2;17.2577610016;12.3113050461;4;27.5204386711;
17;2;24.0;14.5;5;30.9679822922;2;18.2985363007;12.4808797836;4;27.7490785122;
18;2;25.0;14.5;5;31.0866913795;2;19.3413772583;12.5;5;27.9484119415;
19;2;26.0;14.5;4;31.2100839615;2;20.2883930206;12.5;5;28.156321764;
20;2;27.0;14.5;4;31.3380460739;2;20.3351726532;12.5;5;28.3723301888;
