Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
7;1;12.0;10.0;6;20.0;1;9.5;10.0;6;20.0;
8;2;13.0;10.3000001907;4;21.3999996185;1;9.5;10.0;6;20.3999996185;
9;2;14.4499998093;10.1999998093;4;21.7264003754;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;14.7768793106;10.3632001877;4;22.8594274521;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;15.2867431641;10.9097137451;4;23.8127875328;2;9.94783401489;10.4951858521;5;23.0919120312;
12;2;15.7157554626;11.3658018112;4;24.5981152058;2;10.1956806183;11.0209560394;5;24.0163254738;
13;2;18.3052749634;11.7372808456;4;25.2345055342;2;11.9707775116;11.4571752548;5;24.7773565054;
14;2;20.3052749634;12.0336990356;4;25.7443674803;2;13.9707775116;11.8107032776;5;25.395208478;
15;2;21.3640708923;12.2662630081;4;26.1502821445;2;15.9707775116;12.0916318893;5;25.8925833702;
16;2;22.3847293854;12.446267128;4;26.3048160076;2;17.0085773468;12.3113050461;5;26.2918028831;
17;2;23.4059104919;12.5;4;26.3530313969;2;18.0220928192;12.4808797836;5;26.3921557665;
18;2;24.4276065826;12.5;5;26.4023760557;2;19.0360679626;12.5;6;26.4563041925;
19;2;25.4498119354;12.5;5;26.4528282881;2;19.625;12.9368915558;6;26.5224741697;
20;2;25.9037723541;12.5;5;26.5043625832;2;19.9675559998;12.5;6;26.5906432867;
21;2;25.9269638062;12.5;5;26.5569496155;2;19.625;13.1362571716;6;26.6607804298;
22;2;25.9506263733;12.5;4;26.6105561256;2;19.625;13.1643123627;6;26.7328453064;
23;2;25.9747505188;12.5;4;26.6651450396;2;19.625;13.1931381226;6;26.8067884445;
24;2;25.9993152618;12.5;4;26.72067523;2;20.0315284729;12.5;6;26.8825509548;
25;2;24.0243034363;13.5;4;26.7771017551;2;19.625;13.2530202866;7;26.9600640535;
26;2;23.0496959686;14.5;4;26.8343759775;3;19.625;13.2840251923;6;27.0392494202;
27;2;22.0754699707;15.5;4;26.8924454451;4;19.625;13.3156995773;5;27.120018959;
28;2;21.101600647;16.5;4;26.9512542486;4;20.1020050049;12.5;5;27.2022752762;
29;2;20.1280651093;17.5;4;27.0107431412;4;20.1205120087;12.5;5;27.2859115601;
30;2;19.1548347473;18.5;4;27.0708494186;4;18.1393299103;13.5;6;27.3708124161;
31;2;18.1818828583;19.5;5;27.1315076351;4;17.1584320068;14.5;6;27.4568536282;
