Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;3;20.0;1;9.0;10.0;6;20.0;
7;1;12.0;10.0;3;20.0;1;9.5;10.0;6;20.0;
8;1;13.0;10.0;3;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;2;14.0;10.5;2;21.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;14.7768793106;10.3632001877;2;22.8694274426;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;15.2912425995;10.9097137451;2;23.8335785866;2;9.72283363342;10.7951860428;3;23.0419120789;
12;2;15.7251110077;11.3658018112;2;24.6305116415;2;10.184431076;11.0209560394;3;23.9543504715;
13;2;18.3146324158;11.7372808456;2;25.2793427706;2;11.9568338394;11.4571752548;3;24.7025904655;
14;2;20.3146324158;12.0336990356;1;25.8024992943;2;13.9568338394;11.8107032776;3;25.3068172932;
15;2;21.3902301788;12.2662630081;1;26.2225775719;2;15.9568338394;12.0916318893;3;25.789717555;
16;2;22.417263031;12.446267128;1;26.3921557665;2;16.9854335785;12.3113050461;3;26.1736010313;
17;2;23.4452133179;12.5;1;26.4563041925;2;17.9954986572;12.4808797836;1;26.2577478886;
18;2;24.4740791321;12.5;2;26.5224741697;2;19.0058269501;12.5;2;26.3048160076;
19;2;25.5038566589;12.5;2;26.5906432867;2;19.9185829163;12.5;2;26.3530313969;
20;2;25.9657897949;12.5;2;26.6607804298;2;19.9294319153;12.5;4;26.4023760557;
21;2;25.9973506927;12.5;2;26.7328453064;3;19.9405345917;12.5;3;26.4528282881;
22;2;26.0297813416;12.5;2;26.8067884445;3;19.9518871307;12.5;4;26.5043625832;
23;2;26.0630550385;12.5;3;26.8825509548;3;19.9634819031;12.5;4;26.5569496155;
24;3;26.0971488953;12.5;2;26.9600640535;3;19.9753131866;12.5;4;26.6105561256;
25;3;26.1320285797;12.5;2;27.0392494202;3;19.9873752594;12.5;4;26.6651450396;
26;3;25.25;13.5;2;27.120018959;3;19.9996566772;12.5;4;26.72067523;
27;3;26.2040081024;12.5;2;27.2022752762;3;20.0121517181;12.5;5;26.7771017551;
28;3;25.25;13.5;2;27.2859115601;3;20.024848938;12.5;5;26.8343759775;
29;3;26.25;12.5;2;27.3708124161;3;18.0377349854;13.5;5;26.8924454451;
30;3;24.316865921;13.5;2;27.4568536282;3;17.0508003235;14.5;5;26.9512542486;
31;3;23.3555831909;14.5;2;27.5439035892;3;16.064031601;15.5;4;27.0107431412;
32;3;22.3947563171;15.5;2;27.6318233013;3;15.0774173737;16.5;4;27.0708494186;
