Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;2;12.0;10.3000001907;5;21.0;1;9.5;10.0;5;20.0;
8;2;13.4499998093;10.0;5;21.4999996424;1;9.5;10.0;4;20.3999996185;
9;2;14.4949998856;10.1999998093;5;21.9353003502;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;14.8708848953;10.3632001877;4;23.1829590797;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;15.4323320389;10.9097137451;4;24.267437458;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;15.9203472137;11.3658018112;4;25.2018244267;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;18.5098686218;11.7372808456;4;26.0066431761;1;11.7228336334;11.4571752548;3;23.6214065552;
14;2;20.5098686218;12.0336990356;4;26.7056586742;1;12.7228336334;11.8107032776;3;24.1832637787;
15;2;21.7966518402;12.2662630081;4;27.3226804733;1;13.7228336334;12.0916318893;3;24.6226100922;
16;2;22.9123077393;12.446267128;4;27.7113106251;1;14.7228336334;12.3113050461;3;24.9617595673;
17;2;24.0388336182;12.5;4;28.0173821449;1;15.7228336334;12.4808797836;3;25.0;
18;2;25.1765651703;12.5;5;28.3487696648;1;16.7228336334;12.5;3;25.0;
19;2;26.3256893158;12.5;5;28.7054548264;1;17.625;12.5;3;25.0;
20;2;26.9174537659;12.5;5;29.0869145393;1;17.625;12.5;5;25.0;
21;2;27.0891113281;12.5;5;29.4920539856;1;17.625;12.5;5;25.0;
22;3;27.2714233398;12.5;5;29.9191560745;1;17.625;12.5;5;25.0;
23;3;27.4636192322;12.5;5;30.3658571243;1;17.625;12.5;6;25.0;
24;3;27.6646347046;12.5;5;30.8291530609;2;17.625;12.5;5;34.5376443863;
25;3;25.8731193542;13.5;5;31.3054442406;2;18.625;12.5;5;35.3209095001;
26;3;25.0874500275;14.5;5;31.790620327;2;17.625;13.5;5;36.0876588821;
27;3;24.3057785034;15.5;5;32.2801818848;3;17.625;14.5;4;36.8263568878;
28;3;23.5260810852;16.5;4;32.7693967819;3;17.625;15.5;4;37.5269079208;
29;3;22.7462291718;17.5;4;33.2534770966;3;17.625;16.5;5;38.1812000275;
30;3;21.9640655518;18.5;5;33.7277650833;3;18.0;17.5;4;38.7834224701;
31;3;21.1774940491;19.5;5;34.187912941;3;19.0;18.5;3;39.3301525116;
32;3;20.3845596313;20.5;6;34.6300430298;3;20.0;19.5;3;39.8202219009;
33;3;19.5835189819;21.5;6;35.0508718491;3;21.0;20.5;4;40.2544212341;
