Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;12.0;10.0;5;20.0;1;9.5;10.0;5;20.0;
8;1;13.0;10.0;5;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;14.0;10.1999998093;5;20.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;14.3268795013;10.3632001877;5;21.8194274902;2;9.66343975067;10.6632003784;4;21.9903717041;
11;1;14.8187427521;10.9097137451;5;22.7316036224;2;9.94783401489;10.4951858521;4;23.0819120407;
12;1;15.2292222977;11.3658018112;5;23.4745616913;2;10.1934309006;11.0209560394;4;23.99553442;
13;1;16.8187427521;11.7372808456;5;24.0673980713;2;11.9660997391;11.4571752548;4;24.7449600697;
14;1;17.8187427521;12.0336990356;5;24.5325260162;2;13.9660997391;11.8107032776;4;25.3503712416;
15;1;18.8187427521;12.2662630081;5;24.892534256;2;15.9660997391;12.0916318893;4;25.8344515562;
16;2;20.8187427521;12.7462673187;4;26.0;2;16.9954986572;12.3113050461;4;26.2195074558;
17;2;22.8187427521;12.5;4;26.0299999714;2;18.0058269501;12.4808797836;4;26.3048160076;
18;2;24.2822418213;12.5;5;26.0605909824;2;19.0164165497;12.5;4;26.3530313969;
19;2;25.2960090637;12.5;5;26.091766119;2;19.9294319153;12.5;4;26.4023760557;
20;2;25.7412948608;12.5;5;26.1235172749;2;19.9405345917;12.5;5;26.4528282881;
21;2;25.7555828094;12.5;5;26.1558350325;2;19.9518871307;12.5;6;26.5043625832;
22;2;25.7701263428;12.5;5;26.1887089014;2;19.9634819031;12.5;6;26.5569496155;
23;2;25.7849197388;12.5;6;26.2221269608;2;19.9753131866;12.5;6;26.6105561256;
24;3;25.7999572754;12.5;5;26.2560760975;2;19.9873752594;12.5;6;26.6651450396;
25;4;23.8152351379;13.5;4;26.2905418873;2;19.9996566772;12.5;7;26.72067523;
26;4;22.25;14.5;4;26.3255085945;2;20.0121517181;12.5;8;26.7771017551;
27;4;21.8464794159;15.5;4;26.3609591722;3;20.024848938;12.5;7;26.8343759775;
28;4;20.8624305725;16.5;4;26.3968753815;3;19.625;13.2337503433;8;26.8924454451;
29;4;19.8785934448;17.5;4;26.4332377911;3;18.0508003235;13.5;8;26.9512542486;
30;4;18.8949565887;18.5;4;26.4700255394;3;17.064031601;14.5;8;27.0107431412;
31;4;17.9115104675;19.5;5;26.5072168112;3;16.0774173737;15.5;8;27.0708494186;
