Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;5;20.0;
4;2;9.0;11.3000001907;5;21.0;1;8.0;11.0;5;20.0;
5;2;10.3000001907;10.0;5;21.0900000334;1;8.0;10.0;5;20.0;
6;2;11.4905004501;10.0;5;21.1871190071;1;9.0;10.0;5;20.0;
7;2;12.5342035294;10.0;5;21.2917383909;1;9.5;10.0;5;20.0;
8;2;13.5812826157;10.0;5;21.817143321;2;10.5;10.3000001907;4;21.3999996185;
9;2;14.637714386;10.1999998093;5;22.2793469429;2;11.5900001526;10.1999998093;4;21.7264003754;
10;2;15.0257053375;10.3632001877;5;23.5656701326;2;12.6634397507;10.3632001877;4;21.9903717041;
11;2;15.604552269;10.9097137451;5;24.691826582;2;12.9478340149;10.4951858521;4;23.0919120312;
12;2;16.111322403;11.3658018112;5;25.6707911491;2;13.1956806183;11.0209560394;4;24.0163254738;
13;2;18.700843811;11.7372808456;5;26.5228655338;2;15.9590835571;11.7877674103;4;24.7773565054;
14;2;20.700843811;12.0336990356;5;27.2714657784;2;17.9590835571;11.8107032776;4;25.395208478;
15;2;22.0512657166;12.2662630081;5;27.9399077892;2;18.7228336334;12.4552154541;4;25.8925833702;
16;2;23.1900615692;12.446267128;5;28.3811409473;2;19.7228336334;12.6922969818;4;26.2918028831;
17;2;24.3402557373;12.5;5;28.7401795387;2;20.7228336334;12.8798923492;4;26.3921557665;
18;2;25.5018234253;12.5;6;29.1239151955;2;22.0360679626;12.5;5;26.4563041925;
19;2;26.6745052338;12.5;6;29.5311965942;2;22.625;12.9368915558;5;26.5224741697;
20;2;27.2890396118;12.5;6;29.960246563;2;22.9675559998;12.5;5;26.5906432867;
21;2;27.4821109772;12.5;6;30.4086403847;2;22.9828948975;12.5;5;26.6607804298;
22;3;27.6838874817;12.5;5;30.873316288;2;22.625;13.1643123627;5;26.7328453064;
23;3;27.8929920197;12.5;6;31.3506221771;2;22.625;13.1931381226;6;26.8067884445;
24;4;28.1077804565;12.5;5;31.8364052773;4;23.0315284729;12.5;4;26.8825509548;
25;4;26.3263816833;13.5;5;32.3261375427;4;22.625;13.2530202866;4;26.9600640535;
26;4;25.3263816833;13.5;5;32.815073967;4;22.625;13.2840251923;4;27.0392494202;
27;4;24.3263816833;13.5;5;33.2984304428;4;21.0838317871;13.5;4;27.120018959;
28;4;24.3263816833;14.5;5;33.7715711594;4;20.1020050049;14.5;4;27.2022752762;
29;4;24.1972064972;15.5;5;35.2301864624;4;19.1205120087;15.5;4;27.2859115601;
30;4;24.4035835266;16.5;5;35.7104492188;4;17.625;17.5;4;27.3708124161;
31;4;24.6017017365;18.2280006409;5;36.170320034;4;17.0;19.1595687866;4;27.4568536282;
