Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;6;20.0;
4;2;9.0;11.3000001907;5;21.0;1;8.0;11.0;6;20.0;
5;2;10.3000001907;10.0;5;21.0900000334;1;8.0;10.0;6;20.0;
6;2;11.4905004501;10.0;5;21.1871190071;1;9.0;10.0;6;20.0;
7;2;12.5342035294;10.0;5;21.2917383909;1;9.5;10.0;6;20.0;
8;2;13.5812826157;10.0;5;21.817143321;1;9.5;10.0;6;20.3999996185;
9;2;14.637714386;10.1999998093;4;22.2793469429;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.0257053375;10.3632001877;4;23.5656701326;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;15.604552269;10.9097137451;4;24.691826582;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;16.111322403;11.3658018112;4;25.6707911491;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;18.700843811;11.7372808456;4;26.5228655338;2;11.7228336334;11.7571754456;5;24.6214065552;
14;2;20.700843811;12.0336990356;4;27.2714657784;2;13.7228336334;11.8107032776;5;25.233263731;
15;2;22.0512657166;12.2662630081;4;27.9399077892;2;15.7228336334;12.0916318893;5;25.7245850563;
16;2;23.1900615692;12.446267128;4;28.3811409473;2;16.9707775116;12.3113050461;5;26.1177095175;
17;2;24.3402557373;12.5;4;28.7401795387;2;17.9829216003;12.4808797836;5;26.2119446993;
18;2;25.5018234253;12.5;5;29.1239151955;2;18.9955215454;12.5;5;26.269973278;
19;2;26.6745052338;12.5;5;29.5311965942;2;19.9107437134;12.5;5;26.3300433159;
20;2;27.2890396118;12.5;5;29.960246563;2;19.9242591858;12.5;6;26.3921557665;
21;2;27.4821109772;12.5;5;30.4086403847;2;19.9382343292;12.5;7;26.4563041925;
22;2;27.6838874817;12.5;5;30.873316288;2;19.9526691437;12.5;7;26.5224741697;
23;2;27.8929920197;12.5;6;31.3506221771;2;19.9675559998;12.5;8;26.5906432867;
24;3;28.1077804565;12.5;5;31.8364052773;2;19.9828948975;12.5;7;26.6607804298;
25;3;28.3263816833;12.5;5;32.3261375427;2;19.9986763;12.5;7;26.7328453064;
26;3;26.3263816833;13.5;5;32.815073967;2;20.0148906708;12.5;7;26.8067884445;
27;3;27.3263816833;12.5;5;33.2984304428;3;20.0315284729;12.5;6;26.8825509548;
28;3;28.3263816833;12.5;5;33.7715711594;3;19.625;13.2530202866;6;26.9600640535;
29;3;29.1972064972;12.5;5;34.2301864624;3;19.625;13.2840251923;6;27.0392494202;
30;3;27.1972064972;13.5;5;34.6704492569;3;18.0838317871;13.5;6;27.120018959;
31;3;26.1972064972;14.5;5;35.0891361237;3;17.1020050049;14.5;7;27.2022752762;
