Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;5;20.0;2;8.0;10.3000001907;5;21.0;
6;2;11.0;10.3000001907;4;21.0;2;9.22500038147;10.0;5;21.0900000334;
7;2;12.4499998093;10.0;4;21.0599999428;2;9.74524974823;10.0;3;21.1871190071;
8;2;13.4770002365;10.0;4;21.5335636139;2;9.76710128784;10.0;2;21.7036092281;
9;2;14.5101041794;10.1999998093;4;21.9377998114;2;9.88331222534;10.1999998093;2;22.1564130783;
10;2;14.8720092773;10.3632001877;4;23.1372920275;2;9.98519229889;10.3632001877;2;22.557236433;
11;2;15.411781311;10.9097137451;3;24.1638869047;2;10.075378418;10.4951858521;2;23.8035871983;
12;2;15.873749733;11.3658018112;3;25.029558897;2;10.3558073044;11.0209560394;2;24.8916251659;
13;2;18.4632701874;11.7372808456;3;25.7537147999;2;12.1677207947;11.4571752548;2;25.8364036083;
14;2;20.4632701874;12.0336990356;3;26.3590377569;2;14.1677207947;11.8107032776;2;26.6592981815;
15;2;21.6406726837;12.2662630081;3;26.8683357239;2;16.1677207947;12.0916318893;2;27.3839819431;
16;2;22.7078533173;12.446267128;3;27.1343436241;2;17.3441429138;12.3113050461;2;28.0334718227;
17;2;23.7791976929;12.5;3;27.3022236824;2;18.4139690399;12.4808797836;2;28.407397747;
18;2;24.8547439575;12.5;4;27.4794437885;2;19.4894981384;12.5;3;28.7683298588;
19;2;25.9344921112;12.5;4;27.6659116745;2;20.4728736877;12.5;3;29.1538929939;
20;2;26.4496612549;12.5;4;27.8614320755;2;20.5596256256;12.5;3;29.562889576;
21;2;26.5376434326;12.5;4;28.0656974316;2;20.6516494751;12.5;3;29.9934945107;
22;2;26.6295642853;12.5;4;28.2782821655;2;20.7485351562;12.5;3;30.4432339668;
23;2;26.725227356;12.5;4;28.4986391068;2;20.8497276306;12.5;4;30.9089989662;
24;2;26.8243865967;12.5;5;28.726098299;3;20.9545249939;12.5;3;31.3870959282;
25;2;24.9267444611;13.5;5;28.9598701;4;21.0620956421;12.5;2;31.8733391762;
26;2;24.25;13.5;6;29.1990513802;4;21.1715011597;12.5;1;32.36317873;
27;2;23.25;13.5;5;29.442636013;4;21.2817153931;12.5;1;32.8518595695;
28;2;23.25;13.5;5;29.6895294189;0;0;0;0;0;
