Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;4;20.0;2;9.0;10.3000001907;5;21.0;
7;1;12.0;10.0;4;20.0;2;9.72500038147;10.0;3;21.0900000334;
8;1;13.0;10.0;4;20.3999996185;2;9.74524974823;10.0;3;21.5980186462;
9;2;14.0;10.5;3;21.7264003754;2;9.85955429077;10.1999998093;3;22.0418490171;
10;2;14.7768793106;10.3632001877;3;22.8594274521;2;9.95941543579;10.3632001877;3;22.4332156181;
11;2;15.2867431641;10.9097137451;3;23.8127875328;2;10.0474739075;10.4951858521;3;23.6659361124;
12;2;15.7157554626;11.3658018112;3;24.5981152058;2;10.3248357773;11.0209560394;3;24.7393633127;
13;2;18.3052749634;11.7372808456;3;25.2345055342;2;12.1334619522;11.4571752548;3;25.6686143875;
14;2;20.3052749634;12.0336990356;3;25.7443674803;2;14.1334609985;11.8107032776;3;26.4751701355;
15;2;21.3640708923;12.2662630081;3;26.1502821445;2;16.1334609985;12.0916318893;3;27.1828548908;
16;2;22.3847293854;12.446267128;3;26.3048160076;2;17.2988891602;12.3113050461;3;27.8148901463;
17;2;23.4059104919;12.5;5;26.3530313969;2;18.3647880554;12.4808797836;3;28.1711652279;
18;3;24.4276065826;12.5;4;26.4023760557;2;19.4363460541;12.5;4;28.5145654678;
19;3;24.8187427521;12.5;4;26.4528282881;2;20.4157772064;12.5;4;28.8830828667;
20;3;25.9037723541;12.5;5;26.5043625832;2;20.4986934662;12.5;4;29.2759313583;
21;3;25.9269638062;12.5;5;26.5569496155;2;20.5870838165;12.5;4;29.6917257309;
22;3;25.9506263733;12.5;5;26.6105561256;3;20.6806373596;12.5;3;30.1284441948;
23;3;25.9747505188;12.5;5;26.6651450396;3;20.7789001465;12.5;4;30.5834169388;
24;3;25.9993152618;12.5;5;26.72067523;4;20.881269455;12.5;3;31.0533499718;
25;3;24.0243034363;13.5;5;26.7771017551;4;20.9870033264;12.5;3;31.5343885422;
26;3;24.25;13.5;5;26.8343759775;4;21.0952377319;12.5;3;32.0222206116;
27;3;23.0754699707;13.5;7;26.8924454451;4;21.2049999237;12.5;3;32.5122156143;
28;4;23.25;13.5;6;26.9512542486;4;21.3152484894;12.5;3;32.9995918274;
29;4;24.25;13.8658781052;6;27.0107431412;4;17.625;14.5;3;34.4795999527;
30;4;23.1548347473;13.5;6;27.0708494186;4;17.625;16.5;3;34.9677081108;
31;4;23.25;13.5;7;27.1315076351;4;17.625;18.5;3;35.439968586;
32;4;24.25;13.9920558929;7;27.1926498413;4;16.8590431213;20.5;4;35.8927656412;
33;5;25.25;14.0348548889;4;40.0042052269;4;16.2386322021;22.5;4;36.3231219053;
34;5;24.25;13.5;4;40.7036008835;4;16.2432594299;24.5;4;36.7287638187;
35;5;25.25;14.5;4;41.3497929573;4;16.247926712;26.5;5;37.1081374884;
36;5;25.3202190399;15.5;4;41.9400548935;4;16.2526321411;28.1897277832;5;37.4603867531;
37;5;25.3482761383;16.5;4;42.4738321304;4;16.2573738098;29.4215488434;5;37.7852971554;
38;5;25.3763847351;17.5;4;43.9524059296;4;16.2621517181;30.6341228485;5;39.0832154751;
39;5;27.25;20.5;4;44.4184799194;4;17.2669620514;31.8277015686;6;39.374953866;
40;5;31.25;23.5;4;44.8369383812;4;18.2718048096;33.0028572083;7;39.6418873072;
41;5;32.25;26.5;5;45.2120850086;5;19.5107192993;31.1604194641;6;39.8854554892;
42;6;35.25;29.5;6;45.5484889746;5;18.5202026367;32.3014068604;7;40.1072747707;
43;6;36.2303543091;32.5;6;45.8377257586;5;19.5297546387;31.3014068604;7;40.3090584278;
44;6;37.7874984741;33.3482894897;7;45.9447193146;6;18.5393695831;33.3014068604;6;55.4401941299;
45;6;37.3534851074;33.5;7;46.0523779392;6;19.0;35.3014068604;6;56.2334378958;
46;6;37.3746681213;34.5;7;46.16061759;6;21.0;36.0398178101;6;56.9462867975;
47;6;36.7874984741;35.5874328613;8;46.2693532705;6;21.3064041138;37.1169929504;6;57.5778896809;
48;7;37.7874984741;33.6219711304;7;47.3784989119;6;24.311422348;36.1169929504;7;58.1307523251;
49;8;39.2165527344;33.5;4;67.5279679298;6;27.3164558411;37.3155860901;7;58.6098690033;
50;8;41.9195861816;35.5;4;68.878857851;6;29.9249992371;39.3155860901;9;59.0218510628;
51;8;43.4554862976;37.5;4;70.0486805439;6;31.9249992371;41.3155860901;12;59.37413764;
52;8;43.0183868408;39.5;4;71.0425086021;6;33.9249992371;43.3155860901;12;59.674361825;
53;8;42.8437347412;42.5;4;71.8755065203;6;35.8414421082;42.5;13;59.8361798525;
54;8;41.5618057251;44.3482894897;3;73.5684990883;6;36.8917312622;41.4221687317;14;59.8808428049;
55;8;42.3534851074;47.5;4;74.9023991823;6;37.4013977051;40.5;15;59.9255683422;
56;9;43.3746681213;50.2776756287;5;77.5215325356;6;37.7582550049;38.5;16;59.9703365564;
57;9;43.4070968628;51.579334259;6;79.6647546291;6;37.4114227295;38.5;15;60.0151278973;
58;9;45.5579490662;52.9693336487;6;81.4080780745;6;37.7784042358;37.5;16;60.0599223375;
59;9;44.9836959839;56.7560272217;7;82.8283755779;7;37.0999984741;39.5;14;75.1046999693;
60;9;47.3238983154;55.5100784302;9;83.4613366127;7;38.4720077515;39.5159301758;14;75.8994410038;
61;10;48.3967666626;56.6231460571;8;83.8255498409;8;39.477016449;40.5316619873;12;76.1135001183;
62;10;45.7300682068;58.6465377808;8;84.194768548;8;40.4820098877;41.5474090576;12;76.8077192307;
63;10;45.7028579712;59.670501709;9;84.568474412;8;37.0999984741;45.5631561279;12;77.4207172394;
64;10;47.7974853516;60.670501709;9;84.9461231232;8;36.1749992371;48.7982749939;11;77.9556791782;
65;10;48.8943786621;62.670501709;13;85.3271467686;8;36.1749992371;49.7347068787;10;78.2706331015;
66;10;47.1260299683;65.670501709;13;85.7109566927;8;36.1749992371;52.7499694824;13;80.5088182688;
67;11;46.2751998901;68.670501709;13;86.0969458818;8;36.5814971924;54.8912124634;13;83.3683882952;
68;11;45.4248809814;71.670501709;14;86.484490037;8;38.8329391479;57.9219665527;12;85.4704740047;
69;11;44.5748138428;74.670501709;13;86.8729535341;8;41.042388916;60.9525909424;12;87.2112035751;
70;11;43.7247390747;77.670501709;13;87.2616909742;8;42.1597099304;63.9830665588;14;88.5000997782;
71;11;42.874382019;80.670501709;13;87.6500507593;8;42.4898719788;67.013381958;16;89.4057952166;
72;11;42.0234603882;83.670501709;13;88.037378788;9;42.7401542664;70.0435333252;15;90.0131533146;
