Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
6;2;11.0;10.3000001907;4;21.0;1;9.0;10.0;6;20.0;
7;2;12.4499998093;10.0;4;21.0900000334;1;9.5;10.0;6;20.0;
8;2;13.4905004501;10.0;4;21.5980186462;2;9.5;10.3000001907;5;21.3999996185;
9;2;14.5391082764;10.1999998093;4;22.0418490171;2;9.81500053406;10.1999998093;5;21.7264003754;
10;2;14.9188308716;10.3632001877;4;23.3017349243;2;9.88844013214;10.3632001877;5;21.9903717041;
11;2;15.4857807159;10.9097137451;4;24.3994617462;2;9.94783401489;10.4951858521;5;23.0819120407;
12;2;15.9797582626;11.3658018112;4;25.3481024504;2;10.1934309006;11.0209560394;5;23.99553442;
13;2;18.569278717;11.7372808456;4;26.1681330204;2;11.9660997391;11.4571752548;4;24.7449600697;
14;2;20.569278717;12.0336990356;4;26.8832330704;2;13.9660997391;11.8107032776;4;25.3503712416;
15;2;21.8765602112;12.2662630081;4;27.5170819759;2;15.9660997391;12.0916318893;4;25.8344515562;
16;2;22.9997901917;12.446267128;4;27.923101902;2;16.7228336334;12.6748571396;4;26.2195074558;
17;2;24.1341381073;12.5;4;28.2468910217;2;18.0058269501;12.4808797836;4;26.3048160076;
18;2;25.2798442841;12.5;5;28.5960328579;2;19.0164165497;12.5;5;26.3530313969;
19;2;26.436958313;12.5;5;28.9701628685;2;19.9294319153;12.5;5;26.4023760557;
20;2;27.03657341;12.5;5;29.3683638573;2;19.625;12.920712471;5;26.4528282881;
21;2;27.215763092;12.5;4;29.7891087532;2;19.9518871307;12.5;5;26.5043625832;
22;2;27.4050979614;12.5;3;30.2302284241;2;19.9634819031;12.5;6;26.5569496155;
23;2;27.603603363;12.5;3;30.6889076233;2;19.9753131866;12.5;6;26.6105561256;
24;2;27.8100090027;12.5;3;31.1617178917;2;19.9873752594;12.5;6;26.6651450396;
25;3;25.8100090027;13.5;3;31.6446905136;2;19.9996566772;12.5;7;26.72067523;
26;3;25.25;14.5;3;32.1334280968;3;20.0121517181;12.5;6;26.7771017551;
27;3;26.25;12.5;4;32.6232500076;3;20.024848938;12.5;6;26.8343759775;
28;3;27.25;12.5;4;33.1093654633;3;19.625;13.2337503433;6;26.8924454451;
29;3;28.25;12.5;4;33.587059021;3;18.0508003235;13.5;5;26.9512542486;
30;3;27.1141777039;13.5;4;34.0518712997;3;17.064031601;14.5;7;27.0107431412;
31;3;26.3233413696;14.5;5;34.4997692108;3;16.0774173737;15.5;7;27.0708494186;
