Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;13.0;4;20.0;2;7.15000009537;13.0;3;21.0900000334;
3;1;8.0;12.0;4;20.0;2;8.16349983215;12.0;3;21.1871190071;
4;1;9.0;11.0;4;20.0;2;8.17806816101;11.0;3;21.2917383909;
5;1;10.0;10.0;4;20.0;2;8.19376087189;10.0;3;21.4042263031;
6;1;11.0;10.0;4;20.0;2;9.31595134735;10.0;3;21.5249304771;
7;1;12.0;10.0;4;20.0;2;9.84310913086;10.0;3;21.6541694403;
8;1;13.0;10.0;4;20.3999996185;2;9.87218856812;10.0;3;22.2087649107;
9;1;14.0;10.1999998093;4;20.7264003754;2;9.99697208405;10.1999998093;3;22.7014135122;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;10.1078176498;10.3632001877;3;23.1436295509;
11;1;14.8187427521;10.9097137451;4;22.7316036224;2;10.2073163986;10.4951858521;3;24.4502608776;
12;1;15.2292222977;11.3658018112;4;23.4745616913;2;10.5013093948;11.0209560394;3;25.6018667221;
13;2;17.8187427521;12.0372810364;3;25.0673980713;2;12.3275251389;11.4571752548;3;26.6129477024;
14;2;19.8187427521;12.0336990356;3;25.5525259972;2;14.3275251389;11.8107032776;3;27.5041275024;
15;2;21.2777423859;12.2662630081;4;25.9327301979;2;16.3275241852;12.0916318893;4;28.2981133461;
16;3;22.2868309021;12.446267128;4;26.0605818033;3;17.5498218536;12.3113050461;4;29.0167398453;
17;3;23.296005249;12.5;5;26.0811508894;3;18.6352043152;12.4808797836;4;29.4582490921;
18;3;24.3052597046;12.5;5;26.1018965244;3;19.7259407043;12.5;5;29.883644104;
19;3;25.3145961761;12.5;5;26.1228116751;3;20.7238197327;12.5;5;30.3288545609;
20;3;25.7552642822;12.5;5;26.1438889503;3;20.8239917755;12.5;4;30.7909274101;
21;3;25.764749527;12.5;5;26.1651208401;3;20.9279594421;12.5;4;31.2663087845;
22;3;25.7743034363;12.5;5;26.1864993572;3;21.0349197388;12.5;5;31.7509255409;
23;3;25.7839241028;12.5;6;26.2080165148;4;19.625;13.5;4;32.2403049469;
24;3;25.7936077118;12.5;6;26.2296639681;4;20.625;12.5;4;32.7297272682;
25;3;23.8033485413;13.5;6;26.2514331341;4;19.625;13.5;4;33.2144021988;
26;3;22.8131446838;14.5;6;26.2733153105;4;19.625;14.5;4;33.6896543503;
27;3;21.8229923248;15.5;6;26.2953014374;4;20.625;12.5;5;34.1511049271;
28;4;20.8328857422;16.5;5;26.3173824549;4;21.625;12.5;5;35.5948324203;
29;4;19.8428230286;17.5;5;26.3395489454;4;18.625;14.5;5;36.0575008392;
30;4;18.8527965546;18.5;5;26.3617914915;4;18.625;16.5;5;36.4976315498;
31;4;17.8628063202;19.5;5;26.3841004372;4;17.8682670593;18.5;5;36.9132797718;
32;4;16.872844696;20.5;5;26.4064661264;4;16.8777999878;20.5;5;37.3032130003;
33;4;15.8829097748;21.5;5;26.428878665;4;16.2625999451;22.5;5;37.666872859;
34;4;14.8929958344;22.5;6;26.4513280392;4;16.2726631165;24.5;6;38.004306078;
35;4;14.6530971527;23.5;6;26.4738043547;4;16.2829933167;26.5;6;38.3160760403;
36;4;14.6632118225;24.5;6;26.4962974787;4;16.2935829163;28.5;6;38.6031639576;
37;4;14.6733341217;25.5;6;27.5187973976;4;16.3044319153;30.0750923157;7;38.8668698072;
38;4;15.6834583282;26.5;7;27.5812938213;4;16.3155345917;31.22514534;7;39.1087149382;
39;4;16.6935825348;27.5;7;27.6449607611;4;16.3268852234;32.3591194153;7;39.3303589821;
40;4;17.1902313232;28.5;8;27.7097896338;4;16.3384819031;33.4781990051;9;39.5335235596;
41;5;17.2194061279;29.5;7;27.7757692337;5;17.3503131866;32.4781990051;9;39.6105561256;
42;5;17.723897934;27.5;8;27.8428851366;5;16.3623752594;34.4781990051;9;39.6651450396;
43;5;18.0;28.5;9;27.9111198187;5;17.3746566772;33.4781990051;11;39.72067523;
44;5;20.310005188;29.5;10;27.9804526567;5;18.3871517181;33.4781990051;11;39.7771017551;
45;5;21.3412036896;30.5;10;28.0508595705;5;16.399848938;35.4781990051;11;39.8343759775;
46;5;21.7640228271;31.5;10;28.1223129034;5;17.4127349854;34.4781990051;12;39.8924454451;
47;5;22.7739715576;32.5;11;28.1947814226;5;16.4258003235;36.4781990051;12;40.9512542486;
48;5;24.4376525879;31.5;10;29.268230319;5;19.0;34.4781990051;12;41.0607430935;
49;5;25.7937393188;31.5;10;29.3826210499;5;22.0;34.5;14;41.1728243828;
50;5;27.8035526276;32.5;10;29.4990954399;6;24.638885498;35.5;14;41.2874575853;
51;5;28.7247505188;32.5;11;29.6176092625;6;24.9249992371;36.5;14;41.4045945406;
52;5;29.823009491;32.5;12;29.7381116152;6;26.418346405;37.5;16;41.5241785049;
53;5;31.38215065;32.5;14;29.8605448008;6;26.5499992371;38.3889808655;15;41.6461443901;
54;5;30.0922203064;34.3482894897;14;29.9848445654;6;26.5499992371;38.0522994995;16;41.7704187632;
55;5;29.8159866333;34.7840652466;14;30.1109398603;6;26.5499992371;37.1392936707;16;41.8969188929;
56;5;30.6983222961;33.8247108459;15;30.2387527227;6;27.0991382599;34.5194129944;16;43.0255535841;
57;5;29.25;35.8129997253;16;30.3681986332;6;27.5499992371;35.5657310486;17;43.1862226725;
58;5;31.034620285;33.4816627502;16;30.4991861582;7;28.5499992371;37.4093551636;16;43.3494079113;
59;5;30.7927513123;33.5;16;30.6316175461;8;28.9236755371;37.3396263123;15;43.5149838924;
60;5;29.25;35.9920578003;17;30.7495994568;8;29.1553344727;37.5;17;43.6828157902;
61;5;30.1499996185;35.1247177124;17;30.8647613525;9;28.95652771;38.5;15;58.3527585268;
