Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.0;4;20.0;1;10.8880004883;14.720000267;4;29.4400005341;
2;1;7.0;13.0;6;20.0;1;10.8880004883;14.720000267;6;29.4400005341;
3;1;8.0;12.0;5;20.0;1;10.8880004883;14.720000267;6;29.4400005341;
4;1;9.0;11.0;5;20.0;1;10.8880004883;14.720000267;6;29.4400005341;
5;1;10.0;10.0;5;20.0;1;11.8880004883;14.720000267;6;29.4400005341;
6;2;11.0;10.3000001907;4;21.0;2;13.188000679;14.720000267;5;30.235200882;
7;2;12.4499998093;10.0;4;21.1200000048;2;14.0705604553;14.617600441;5;30.1975216866;
8;2;13.5039997101;10.0;4;21.664255619;2;14.0592565536;14.4837608337;5;30.2366812229;
9;2;14.5689153671;10.1999998093;4;22.151668787;2;14.0710039139;14.3633050919;5;31.2210457325;
10;2;14.9682502747;10.3632001877;4;23.4809303284;2;16.2618331909;14.6578950882;5;32.1406617165;
11;2;15.5664186478;10.9097137451;4;24.6645710468;2;18.2618331909;14.8721656799;5;32.7798099518;
12;2;16.0990581512;11.3658018112;4;25.7180995941;2;20.2618331909;14.8887996674;5;33.520689249;
13;2;18.688577652;11.7372808456;4;26.6644382477;2;21.8131828308;14.8887996674;5;34.4166693687;
14;2;20.688577652;12.0336990356;4;27.5295872688;2;23.0819778442;14.8887996674;6;35.4855542183;
15;2;22.1674194336;12.2662630081;4;28.3392426968;2;24.4026432037;14.8887996674;6;36.7397084236;
16;2;23.3697624207;12.446267128;3;28.9483180046;2;25.0219135284;14.8887996674;6;38.1821107864;
17;2;24.5954856873;12.5;3;29.5031232834;2;25.4546356201;14.8887996674;6;39.8021211624;
18;2;25.8451480865;12.5;4;30.1109042168;2;25.9406375885;14.8887996674;7;41.5719985962;
19;2;27.1186485291;12.5;4;30.7696533203;3;26.4715995789;14.8887996674;6;43.4456100464;
20;2;27.8463439941;12.5;4;31.4753017426;3;27.0336837769;14.8887996674;6;45.3607702255;
21;2;28.1638870239;12.5;4;32.221560955;3;27.6082324982;14.8887996674;6;47.2458400726;
22;2;28.4997024536;12.5;4;32.9999322891;3;28.1737537384;14.8887996674;6;49.0296554565;
23;3;28.8499698639;12.5;3;33.7999305725;3;26.1737537384;15.8887996674;6;50.6522083282;
24;3;26.8499698639;13.5;3;34.6095304489;3;25.1737537384;16.8887996674;6;52.072807312;
25;3;25.8499698639;13.5;3;35.4158153534;3;24.1737537384;17.8887996674;5;53.2733573914;
26;3;25.8499698639;14.5;3;36.2057704926;3;23.1737537384;18.8887996674;5;54.256477356;
27;3;25.8499698639;15.5;3;36.9671163559;3;22.9332809448;19.8887996674;5;55.0400753021;
28;3;24.8499698639;14.5;3;37.689078331;3;22.9332809448;20.8887996674;5;55.6508026123;
29;3;23.8499698639;14.5;3;38.362985611;3;22.9332809448;21.8887996674;6;56.1182785034;
30;3;23.8499698639;15.5;3;38.9826288223;3;22.9332809448;22.8887996674;7;56.4575996399;
31;3;23.8499698639;16.5;3;39.5443630219;3;22.9332809448;23.8887996674;8;56.4575996399;
32;3;23.7949638367;17.5;3;40.0469636917;3;22.9332809448;24.8887996674;8;56.4575996399;
33;3;22.7949638367;16.5;3;40.4913063049;3;22.9332809448;25.8887996674;8;56.4575996399;
34;3;22.7949638367;16.5;3;40.8799352646;3;22.9332809448;26.8887996674;8;56.4575996399;
35;3;22.7949638367;16.5;3;41.2166004181;3;22.9332809448;27.8887996674;8;56.4575996399;
36;3;21.7949638367;15.5;3;41.5058078766;4;24.9332809448;25.8887996674;7;57.4575996399;
37;3;21.7949638367;15.5;3;41.7524356842;4;24.9332809448;28.8887996674;8;57.5783196688;
38;3;20.7949638367;17.5;3;41.9614334106;4;24.9332809448;31.8887996674;8;57.7122600079;
39;3;20.7949638367;19.5;3;42.0;4;25.9332809448;31.8887996674;9;57.8605275154;
40;3;21.7949638367;21.5;4;43.0;5;27.3541603088;32.8888015747;8;58.0242362022;
41;3;23.25;23.5;4;43.0499999523;5;27.9332809448;33.8888015747;9;58.194857955;
42;3;24.25;25.5;5;45.2019753456;5;29.4544582367;32.8888015747;9;58.381098032;
43;3;25.25;28.125;5;46.9810994864;5;30.5103302002;31.8887996674;10;58.5837213993;
44;3;26.25;30.6171875;6;48.424095273;5;31.5711174011;30.8887996674;11;58.8033812046;
45;3;27.25;31.9937877655;6;49.5789160728;5;32.6370162964;29.8887996674;11;59.0405824184;
46;3;26.25;30.9937877655;6;50.4956927299;5;32.9332809448;30.8887996674;12;59.2956421375;
47;3;26.25;30.9937877655;7;50.9566432238;5;33.7886924744;29.8887996674;12;59.568649292;
