Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.0;4;20.0;2;11.5999994278;16.0;3;33.0;
2;1;7.0;13.0;6;20.0;2;11.5999994278;16.0;3;33.2400000095;
3;1;8.0;12.0;6;20.0;2;11.6479997635;16.0;3;33.5346239805;
4;1;9.0;11.0;6;20.0;2;11.7069244385;16.0;3;33.8947292566;
5;1;10.0;10.0;5;20.0;2;12.9684181213;16.0;3;34.3325116634;
6;1;11.0;10.0;4;20.0;2;14.0997533798;16.0;3;34.8612334728;
7;1;12.0;10.0;4;20.0;2;15.2583694458;16.0;3;36.1632869244;
8;1;13.0;10.0;4;20.3999996185;2;15.848985672;16.3199996948;3;37.3152065277;
9;1;14.0;10.1999998093;4;20.7264003754;2;16.1945610046;16.5;3;40.073559761;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;18.4190673828;17.3250007629;4;42.5672516823;
11;1;14.8187427521;10.9097137451;3;22.7316036224;3;20.4190673828;17.9053878784;3;44.9216718674;
12;1;15.2292222977;11.3658018112;3;23.4745616913;3;22.4190673828;18.2973766327;3;47.1316184998;
13;1;16.8187427521;11.7372808456;3;24.0673980713;3;24.4190673828;18.5;3;49.1446075439;
14;1;17.8187427521;12.0336990356;3;24.5325260162;3;26.4190673828;18.5;3;51.3130750656;
15;1;18.8187427521;12.2662630081;3;24.892534256;3;28.0859222412;18.5;4;53.5583572388;
16;1;19.8187427521;12.446267128;3;25.0;3;29.7595062256;18.5;4;55.784072876;
17;1;20.8187427521;12.5;3;25.0;3;30.7352218628;18.5;4;57.8908805847;
18;1;21.8187427521;12.5;4;25.0;3;31.3672637939;18.5;5;59.7938556671;
19;1;22.8187427521;12.5;4;25.0;3;31.9381561279;18.5;6;61.4364147186;
20;1;23.25;12.5;4;25.0;4;32.4309234619;18.5;5;62.795955658;
21;1;23.25;12.5;4;25.0;4;32.8387870789;18.5;5;63.8804283142;
22;1;23.25;12.5;5;25.0;4;33.1641311646;18.5;5;64.7189826965;
23;1;23.25;12.5;5;25.0;4;33.4156951904;18.5;5;65.3512573242;
24;2;23.25;12.5;4;25.0;4;33.6053771973;18.5;5;65.8186969757;
25;2;23.25;12.5;4;25.0;4;33.7456092834;18.5;5;66.0;
26;2;21.25;13.5;4;25.0;4;33.7999992371;18.5;5;66.0;
27;2;20.25;14.5;4;25.0;4;33.7999992371;18.5;5;66.0;
28;2;19.25;15.5;4;25.0;4;33.7999992371;18.5;5;66.0;
29;2;18.25;16.5;4;25.0;4;33.7999992371;18.5;6;66.0;
30;2;17.25;17.5;5;25.0;4;31.7999992371;19.5;6;66.0;
31;2;16.25;18.5;5;25.0;4;30.7999992371;20.5;7;66.0;
32;2;15.25;19.5;4;25.0;4;31.7999992371;22.5;7;66.0;
33;2;14.25;20.5;4;25.0;4;32.7999992371;24.5;8;66.0;
34;2;13.25;21.5;3;25.0;4;34.7999992371;27.5;6;67.0;
35;2;12.25;22.5;3;25.0;4;35.7999992371;29.5;7;67.2200000286;
36;2;12.0;23.5;3;25.0;4;35.7999992371;31.5;7;67.4857159853;
37;2;12.0;24.5;4;25.0;4;35.7999992371;32.5;8;67.8053570986;
38;2;12.0;25.5;5;25.0;4;35.7999992371;33.5;8;68.1879961491;
39;2;12.0;26.5;6;25.0;4;35.7999992371;34.5;9;68.6433620453;
40;2;12.0;27.5;6;25.0;4;35.7999992371;35.350353241;9;69.1814615726;
41;2;12.0;28.5;6;25.0;4;35.7999992371;35.7270240784;10;69.8119807243;
42;2;12.0;29.5;7;25.0;4;35.7999992371;36.1683883667;11;70.5434241295;
43;2;13.0;27.5;9;25.0;4;35.7999992371;36.6803970337;13;71.3819847107;
44;2;12.0;28.5;9;25.0;4;35.7999992371;37.2673873901;13;72.330183506;
45;2;12.0;29.5;11;25.0;4;35.7999992371;37.9311294556;13;73.3854136467;
46;2;13.0;27.5;11;25.0;4;35.7999992371;38.6697883606;14;74.5386152267;
47;2;12.0;28.5;11;25.0;4;35.7999992371;39.4770317078;14;75.7734174728;
48;2;12.0;29.5;12;25.0;4;35.7999992371;40.3413925171;14;77.0661067963;
49;2;13.0;27.5;14;25.0;4;35.7999992371;41.2462768555;15;81.2480459213;
50;2;12.0;28.5;14;25.0;4;36.591999054;42.9862747192;15;84.6366701126;
51;2;12.0;29.5;14;25.0;4;37.1398696899;44.4711227417;16;87.3367710114;
52;2;12.0;30.5;16;25.0;4;37.4895248413;45.7462768555;17;89.1648044586;
53;2;12.0;31.5;15;25.0;4;37.5999984741;46.7462768555;15;90.5097007751;
54;2;12.0;32.5;16;25.0;4;37.5999984741;47.7462768555;16;91.7110366821;
55;2;12.0;33.5;18;25.0;4;37.5999984741;48.7462768555;16;92.7535457611;
56;2;12.0;34.5;19;25.0;4;38.5999984741;46.7462768555;17;93.6348361969;
57;2;13.0;32.5;19;25.0;4;37.5999984741;47.7462768555;19;94.3628845215;
58;2;12.0;33.5;20;25.0;4;37.5999984741;48.7462768555;19;94.9526195526;
59;2;12.0;34.5;20;25.0;5;38.5999984741;50.7462768555;18;96.4225463867;
60;2;13.0;32.5;20;25.0;5;39.5999984741;52.7462768555;19;96.8378568888;
61;2;12.0;33.5;20;25.0;5;40.5999984741;51.7462768555;18;97.0932818651;
62;3;12.0;34.5;16;49.0;5;39.5999984741;53.7462768555;19;97.1423676014;
63;3;14.0;33.5;17;50.2000007629;5;39.5999984741;55.7462768555;19;97.1930963993;
64;3;16.0;33.5;17;51.1576004028;5;39.5999984741;56.7462768555;21;97.2454726696;
65;2;17.0;33.5;18;51.9011039734;6;40.5999984741;54.7462768555;20;97.2994959354;
66;2;18.0;33.5;19;52.4657306671;6;39.5999984741;55.7462768555;20;97.3551604748;
67;2;19.0;33.5;19;52.88712883;6;39.5999984741;56.7462768555;21;97.4124550819;
68;3;20.0;33.5;18;53.0;6;40.5999984741;54.7462768555;20;97.47136271;
69;3;21.0;33.5;19;53.0;6;39.5999984741;55.7462768555;21;97.5318603516;
70;3;22.0;33.5;20;53.0;6;39.5999984741;56.7462768555;21;97.5939188004;
71;3;23.0;33.5;20;53.0;6;40.5999984741;54.7462768555;22;97.6575021744;
72;3;24.0;33.5;20;53.0;7;39.5999984741;55.7462768555;21;97.7225680351;
73;3;25.0;33.5;20;53.0;7;39.5999984741;56.7462768555;21;97.7890672684;
74;3;25.25;33.5;19;53.0;7;40.5999984741;54.7462768555;21;97.856943965;
75;3;25.25;33.5;19;54.0;7;39.5999984741;55.7462768555;23;97.92613554;
76;3;26.25;34.5;19;54.0499999523;7;39.5999984741;56.7462768555;23;97.9965724945;
77;3;27.25;35.5;19;54.1019749641;7;39.5999984741;57.7462768555;23;97.8722541332;
78;3;27.25;36.5;21;54.1559499502;7;39.5999984741;58.7462768555;23;98.7680323124;
79;3;27.25;38.5;21;54.2119446993;7;40.5999984741;60.7462768555;25;98.7696353197;
80;3;27.25;40.5;21;54.269973278;8;41.5999984741;62.7462768555;24;98.7942606211;
81;3;27.25;41.5;23;54.3300433159;8;42.5999984741;61.7462768555;24;98.8406114578;
82;3;27.25;42.5;22;54.3921557665;8;41.9851303101;63.7462768555;26;98.8998008966;
83;3;27.25;43.5;19;56.2963043451;9;41.5999984741;65.7462768555;23;113.477770329;
84;3;27.7000007629;45.0;19;57.7654188871;9;43.5999984741;65.7067642212;24;114.226036191;
85;3;28.0510005951;46.3899993896;21;58.8809665442;9;43.5999984741;66.7831954956;25;115.084852099;
86;4;28.3185329437;47.6872596741;20;59.4802651405;10;44.5999984741;68.9229431152;24;115.911983967;
87;4;28.5187683105;48.9097442627;21;59.7328453064;10;45.5999984741;68.9332275391;24;116.710742235;
88;4;28.5999984741;50.0;21;59.8067884445;10;46.5999984741;69.9830627441;24;117.486061811;
89;4;28.5999984741;51.0;21;59.8825509548;10;45.5999984741;71.7393035889;24;119.243759632;
