Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;2;9.19999980927;10.0;3;21.0;
2;1;11.8999996185;8.625;4;17.25;2;9.19999980927;10.0;3;21.0599999428;
3;1;11.8999996185;8.625;4;17.25;2;9.21199989319;10.0;3;21.1229639053;
4;1;11.8999996185;8.625;3;17.25;2;9.22459316254;10.0;3;21.1889609098;
5;1;12.8999996185;8.625;3;17.25;2;10.3566884995;10.0;3;21.2580518723;
6;1;13.8999996185;8.625;3;17.25;2;11.377415657;10.0;3;21.3302885294;
7;1;14.8999996185;8.625;3;17.5949993134;2;11.3990869522;10.0;3;21.8190145493;
8;2;16.5569992065;8.79749965668;2;18.8861961365;2;11.5457038879;10.1999998093;2;22.2388005257;
9;2;17.7317180634;8.94309806824;2;19.7067136765;2;11.6716403961;10.3632001877;2;22.6008902788;
10;2;19.2000274658;9.3333568573;2;20.416779995;2;11.7802667618;10.4951858521;2;23.7875448465;
11;2;21.2000274658;9.6677980423;2;21.0226662159;2;12.1362638474;11.0209560394;2;24.8040741682;
12;2;23.2000274658;9.94955635071;2;21.5340260267;2;14.1362628937;11.4571752548;2;25.6643919945;
13;2;24.9002914429;10.1834592819;2;21.9622858763;2;16.1362628937;11.8107032776;3;26.3888099194;
14;2;25.9271316528;10.3752222061;2;22.3193571568;2;17.2742366791;12.0916318893;4;27.0000665188;
15;2;26.9546756744;10.5308046341;2;22.5548160076;2;18.3258094788;12.3113050461;4;27.5204386711;
16;2;27.9829177856;10.625;2;22.6030313969;2;19.3801765442;12.4808797836;4;27.7490785122;
17;2;29.0118465424;10.625;2;22.6523760557;2;20.437297821;12.5;4;27.9484119415;
18;2;30.0414543152;10.625;2;22.7028282881;2;21.4970970154;12.5;4;28.156321764;
19;2;30.6216964722;10.625;2;22.7543625832;2;22.4468955994;12.5;4;28.3723301888;
20;2;30.6526184082;10.625;4;22.8069496155;2;22.5116996765;12.5;4;28.5958371162;
21;3;30.6841697693;10.625;3;22.8605561256;2;22.5787506104;12.5;4;28.8261203766;
22;3;30.7163333893;10.625;3;22.9151450396;2;22.6478366852;12.5;6;29.0623402596;
23;3;30.7490882874;10.625;3;22.97067523;2;22.7187023163;12.5;5;29.303548336;
24;3;30.7824058533;10.625;3;23.0271017551;2;22.7910652161;12.5;5;29.5486979485;
25;3;30.8162612915;10.625;3;23.0843759775;2;22.8646087646;12.5;5;29.796661377;
26;3;30.8506259918;10.625;3;23.1424454451;2;22.938999176;12.5;6;30.0462479591;
27;3;30.8854675293;10.625;4;23.2012542486;3;23.013874054;12.5;5;30.2962265015;
28;3;30.920753479;10.625;5;23.2607431412;3;23.0888671875;12.5;6;30.5453491211;
29;3;30.956445694;10.625;5;23.3208494186;3;23.1636047363;12.5;6;30.7923750877;
