Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;12.2999992371;8.625;3;18.25;1;9.0;10.0;4;20.0;
2;2;12.2999992371;8.625;3;18.3624999523;1;9.0;10.0;5;20.0;
3;2;12.3449993134;8.625;3;18.4864046574;1;9.0;10.0;5;20.0;
4;2;13.6418428421;8.625;3;18.6225773096;1;9.0;10.0;5;20.0;
5;2;14.7235460281;8.625;3;18.7718783617;1;10.0;10.0;5;20.0;
6;2;15.813126564;8.625;3;19.2953654528;1;11.0;10.0;5;20.0;
7;2;16.5772190094;8.79749965668;3;19.7829483747;1;11.0;10.0;5;20.3999996185;
8;2;16.86977005;8.94309806824;3;20.8357114792;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;17.5014266968;9.3333568573;3;21.8100104332;2;11.5179204941;10.3632001877;4;22.0903717279;
10;2;19.5014266968;9.6677980423;3;22.7143921852;2;11.6271114349;10.4951858521;3;23.2838120461;
11;2;21.5014266968;9.94955635071;3;23.5604228973;2;11.9851436615;11.0209560394;3;24.3146933317;
12;2;23.1161308289;10.1834592819;3;24.3609085083;2;13.9851436615;11.4571752548;3;25.1981878281;
13;2;23.6165466309;10.3752222061;3;25.1284193993;2;15.9851436615;11.8107032776;4;25.9559320211;
14;2;25.6401138306;10.5308046341;2;25.812277317;2;17.1443748474;12.0916318893;4;26.6120283604;
15;2;26.9373931885;10.625;2;26.3455038071;2;18.209400177;12.3113050461;3;27.1901185513;
16;2;28.2573299408;10.625;2;26.9138817787;2;19.2810821533;12.4808797836;3;27.4906733036;
17;2;29.5983562469;10.625;2;27.513466835;2;20.3597755432;12.5;3;27.7773330212;
18;2;30.5080795288;10.625;2;28.1389698982;2;21.4457740784;12.5;3;28.0890238285;
19;2;30.8833808899;10.625;2;28.7838482857;2;22.4267082214;12.5;4;28.4260663986;
20;2;31.2703094482;10.625;4;29.4405097961;2;22.5278205872;12.5;4;28.788336277;
21;3;31.6643066406;10.625;3;30.1006231308;2;22.6365013123;12.5;4;29.1751885414;
22;3;32.0603752136;10.625;3;30.7555141449;2;22.7525558472;12.5;4;29.585392952;
23;3;32.4533081055;10.625;3;31.3966121674;2;22.875617981;12.5;5;30.0170898438;
24;3;32.8379669189;10.625;3;32.0158996582;3;23.0051269531;12.5;5;30.4677705765;
25;3;30.8379669189;11.625;4;32.6063127518;3;23.1403312683;12.5;5;30.9342932701;
