Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
4;1;11.8999996185;8.625;6;17.25;1;9.0;10.0;3;20.0;
5;1;12.8999996185;8.625;6;17.25;1;10.0;10.0;3;20.0;
6;2;14.5;8.625;5;18.25;1;11.0;10.0;4;20.0;
7;2;15.5;8.625;5;18.5949993134;2;11.0;10.0;3;20.3999996185;
8;2;16.156999588;8.79749965668;5;18.8861961365;2;11.1199998856;10.1999998093;3;20.7264003754;
9;2;16.3317184448;8.94309806824;5;19.696713686;2;11.2179203033;10.3632001877;3;20.9903717041;
10;2;16.8180274963;9.3333568573;5;20.396187067;2;11.2971115112;10.4951858521;3;22.0419120789;
11;2;18.8180274963;9.6677980423;5;20.9908788204;2;11.6125736237;11.0209560394;3;22.9143505096;
12;2;20.8180274963;9.94955635071;5;21.4904358387;2;11.8743057251;11.4571752548;3;23.6214065552;
13;2;21.8741378784;10.1834592819;5;21.9062794447;2;12.8743057251;11.8107032776;3;24.1832637787;
14;2;22.1437683105;10.3752222061;5;22.2503181696;2;13.8743057251;12.0916318893;3;24.6226100922;
15;2;22.3501930237;10.5308046341;5;22.4721269608;3;15.3867835999;12.3113050461;2;25.9617595673;
16;2;22.4832763672;10.625;5;22.5060760975;3;16.488527298;12.4808797836;2;26.0299999714;
17;2;22.5036449432;10.625;5;22.5405418873;3;18.6957836151;12.5;2;26.0605909824;
18;2;22.5243244171;10.625;5;22.5755085945;3;19.7049598694;12.5;2;26.091766119;
19;2;22.5453052521;10.625;5;22.6109591722;3;20.7143135071;12.5;4;26.1235172749;
20;2;22.566576004;10.625;5;22.6468753815;3;21.7238388062;12.5;5;26.1558350325;
21;2;24.5881252289;10.625;6;22.6832377911;3;21.8467502594;12.5;5;26.1887089014;
22;2;25.6099433899;10.625;6;22.7200255394;3;21.8566131592;12.5;6;26.2221269608;
23;2;26.6320152283;10.625;6;22.7572168112;3;21.8666381836;12.5;6;26.2560760975;
24;2;27.6543292999;10.625;6;22.7947884798;3;21.8768234253;12.5;6;26.2905418873;
25;2;27.6768722534;10.625;6;22.8327163458;3;21.8871631622;12.5;6;26.3255085945;
26;2;27.6996307373;10.625;6;22.8709751368;3;21.8976516724;12.5;6;26.3609591722;
27;2;27.7225856781;10.625;6;22.9095385075;3;21.9082870483;12.5;6;26.3968753815;
28;2;27.7457237244;10.625;6;22.9483793974;3;21.5;13.1984376907;6;26.4332377911;
29;2;27.76902771;10.625;6;22.9874696732;3;21.5;13.2166185379;6;26.4700255394;
30;2;26.75;11.4937343597;6;23.0267804861;3;21.5;13.2350130081;7;26.5072168112;
31;2;26.75;11.5133905411;7;23.0662822723;3;21.9521656036;12.5;7;26.5447884798;
32;3;26.75;11.5331411362;6;23.1059447527;3;21.9634361267;12.5;7;26.5827163458;
