Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;2;7.0;11.1999998093;3;21.0;
3;1;8.0;10.0;6;21.0;2;8.19999980927;10.0;3;21.0900000334;
4;1;8.14999961853;10.5;6;21.8400001526;2;9.21800041199;10.0;3;21.1871190071;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;9.23742389679;10.0;3;21.2917383909;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;10.3875217438;10.0;2;21.4042263031;
7;1;10.194486618;11.543302536;4;23.5283432007;2;11.4212675095;10.0;2;21.5249304771;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;11.4574794769;10.0;2;22.0694183111;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;11.6208257675;10.1999998093;1;22.5515855551;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;11.7654762268;10.3632001877;1;22.983014226;
11;1;10.6065406799;12.4589796066;4;25.0;2;11.8949041367;10.4951858521;1;24.2738182545;
12;1;11.6065406799;12.5;4;25.0;2;12.2821455002;11.0209560394;1;25.4089095592;
13;1;12.6065406799;12.5;4;25.0;2;14.2821455002;11.4571752548;2;26.4029755592;
14;1;13.6065406799;12.5;4;25.0;2;16.2821464539;11.8107032776;2;27.276881218;
15;1;14.6065406799;12.5;4;25.0;2;17.5406589508;12.0916318893;2;28.0536293983;
16;1;15.6065406799;12.5;4;25.0;2;18.6418800354;12.3113050461;2;28.755402565;
17;1;16.6065406799;12.5;4;25.0;2;19.750667572;12.4808797836;2;29.1808357239;
18;1;17.6065406799;12.5;4;25.0;2;20.8668251038;12.5;2;29.5913586617;
19;1;17.625;12.5;5;25.0;2;21.9899806976;12.5;1;30.0233430862;
20;1;17.625;12.5;6;25.0;2;23.0070037842;12.5;2;30.4742712975;
21;1;17.625;12.5;6;25.0;2;23.1422805786;12.5;2;30.9409928322;
22;1;17.625;12.5;6;25.0;2;23.2822971344;12.5;2;31.4197778702;
23;1;17.625;12.5;6;25.0;2;23.4259338379;12.5;2;31.906411171;
