Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;10.0;6;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;9.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;10.0;10.1999998093;5;21.0;
7;1;10.194486618;11.543302536;4;23.5283432007;2;11.3000001907;10.0;5;21.0900000334;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;11.3269996643;10.0;5;21.5980186462;
9;2;10.4247236252;12.2549409866;3;25.5655879974;2;11.4794054031;10.1999998093;5;22.0418490171;
10;2;10.7522573471;12.2827939987;3;25.9379591942;2;11.6125545502;10.3632001877;5;22.4332156181;
11;2;10.8360404968;12.4589796066;3;26.0401959419;2;11.7299642563;10.4951858521;5;23.6659361124;
12;2;13.7567567825;12.5;3;26.0605818033;2;12.0997810364;11.0209560394;5;24.7393633127;
13;2;15.7567567825;12.5;3;26.0811508894;2;14.0997810364;11.4571752548;5;25.6686143875;
14;2;16.7705154419;12.5;3;26.1018965244;2;16.0997810364;11.8107032776;5;26.4751701355;
15;2;17.7751846313;12.5;3;26.1228116751;2;16.9425506592;12.0916318893;5;27.1828548908;
16;2;18.7798881531;12.5;4;26.1438889503;2;17.1548576355;12.3113050461;4;27.8148901463;
17;2;19.7846317291;12.5;5;26.1651208401;2;17.3444671631;12.4808797836;4;28.1711652279;
18;3;19.8871517181;12.5;4;26.1864993572;2;19.3381328583;12.5;4;28.5145654678;
19;3;19.625;12.8559494019;5;26.2080165148;2;20.4411525726;12.5;5;28.8830828667;
20;3;19.625;12.8624048233;5;26.2296639681;2;21.5517082214;12.5;5;29.2759313583;
21;4;19.625;12.8688993454;4;30.5014331341;2;22.6695632935;12.5;5;29.6917257309;
22;4;20.625;12.8754301071;4;30.6508153677;2;22.9075183868;12.5;5;30.1284441948;
23;4;21.625;12.8819942474;4;30.7985453606;2;21.5;13.5;5;30.5834169388;
24;4;22.9164428711;12.5;5;30.9443193674;2;21.5;14.1750249863;6;31.0533499718;
25;5;21.625;13.8952150345;4;31.0878533125;4;22.5;12.5;4;31.5343885422;
26;5;21.625;14.9018650055;5;31.2288841009;4;23.4603157043;12.5;5;32.0222206116;
27;5;21.625;16.1808948517;5;31.3671712875;4;21.5;13.5;5;32.5122156143;
28;5;21.1097640991;17.1920509338;5;31.5024996996;4;20.5;13.5;5;32.9995918274;
29;5;20.5864295959;18.2032337189;5;31.6346791983;4;20.5;14.5;5;33.4795999527;
30;5;20.6852207184;19.2144393921;6;31.7635457516;4;20.0438804626;15.5;5;33.9477081299;
31;6;20.7809963226;20.2256641388;6;31.8889611959;4;19.0438804626;14.5;5;34.399772644;
32;6;20.8736419678;21.2369022369;6;32.0108138323;4;18.0438804626;14.5;5;34.8321838379;
33;6;20.9630641937;22.2481479645;6;32.1290173531;4;17.5;13.5;5;35.2419710159;
34;6;21.0491981506;23.2593994141;6;32.2435090542;4;16.5;13.5;5;35.6268672943;
35;6;21.1319942474;24.270647049;6;32.354249835;4;16.5;13.5;6;35.9853258133;
36;6;21.2114257812;25.2818889618;7;32.4612227678;4;15.5;13.5;6;36.3164978027;
