Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;2;8.0;10.3999996185;4;22.0;1;8.0;10.0;5;20.0;
4;2;8.29999923706;10.5;4;22.9000000954;1;9.0;10.0;5;20.0;
5;2;8.43500041962;10.9200000763;4;23.6531076431;1;9.0;10.0;5;20.0;
6;2;9.52866649628;11.2650718689;4;24.2755659819;1;10.0;10.0;5;20.0;
7;2;10.4620027542;11.543302536;4;24.7863950729;1;11.0;10.0;5;20.0;
8;2;10.5769386292;11.7641716003;4;25.4527513981;1;11.0;10.0;5;20.3999996185;
9;2;10.7268695831;12.0549411774;4;25.9978536367;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;10.8495168686;12.2827939987;4;26.4442923069;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;10.949965477;12.4589796066;5;26.6251428127;1;11.2971115112;10.4951858521;5;22.0419120789;
12;2;13.8706817627;12.5;5;26.7287433147;1;11.6125736237;11.0209560394;6;22.9143505096;
13;2;15.8706817627;12.5;5;26.8371572495;1;13.2971115112;11.4571752548;6;23.6214065552;
14;2;16.9406166077;12.5;5;26.950378418;1;14.2971115112;11.8107032776;5;24.1832637787;
15;2;17.527256012;13.2801513672;5;27.0683689117;1;15.2971115112;12.0916318893;5;24.6226100922;
16;2;18.527256012;13.3273477554;5;27.1910569668;2;17.2971115112;12.5113048553;4;25.9617595673;
17;2;19.527256012;13.3764228821;5;27.3183341026;2;19.2971115112;12.4808797836;4;26.0399999619;
18;2;19.625;13.6591672897;5;27.4500541687;2;20.6091117859;12.5;4;26.0811839104;
19;2;19.625;13.7250270844;6;27.5860309601;2;21.6214675903;12.5;5;26.1235535145;
20;2;19.625;13.79301548;7;27.7260379791;2;21.8370666504;12.5;5;26.1671074629;
21;2;19.625;13.8630189896;7;27.869808197;2;21.8501319885;12.5;4;26.211841464;
22;2;19.625;13.9349040985;7;28.0170347691;2;21.8635520935;12.5;4;26.2577478886;
23;2;19.625;14.0085172653;7;28.1673724651;2;21.5;12.8773241043;4;26.3048160076;
24;2;19.625;14.0836858749;9;28.3204398155;2;21.5;12.8914451599;4;26.3530313969;
25;3;19.625;14.1602201462;8;28.4758217335;2;21.9059104919;12.5;4;26.4023760557;
26;3;19.625;14.2379112244;8;28.6330740452;2;21.5;12.920712471;4;26.4528282881;
27;3;19.625;15.0431518555;9;28.7917277813;2;21.5;12.9358482361;4;26.5043625832;
28;3;19.625;15.154209137;9;28.9512939453;2;21.5;13.2521810532;3;26.0569496155;
29;3;19.625;15.2659053802;9;29.1112704277;2;21.3500003815;13.0284748077;3;26.4780564308;
30;3;19.625;15.3778896332;9;29.2711467743;2;19.8331680298;13.25;3;26.6651450396;
31;3;19.625;15.4898033142;9;29.4304113388;2;18.8495445251;14.25;3;26.72067523;
32;3;19.625;15.6012878418;9;29.5885586739;2;17.8662033081;15.25;3;26.7771017551;
33;3;19.625;15.7119913101;9;29.7450947762;2;16.8831310272;16.25;3;26.8343759775;
34;3;19.625;15.8215665817;10;29.8995432854;2;15.9003133774;17.25;3;26.8924454451;
35;3;19.625;15.9296798706;10;31.051451683;2;14.9177341461;18.25;3;26.9512542486;
36;3;20.625;16.5360164642;10;31.2203960419;2;15.3500003815;17.2256278992;3;27.0107431412;
37;3;21.625;16.1402778625;10;31.3861823082;2;16.3500003815;16.2553710938;4;27.0708494186;
38;3;21.625;16.7622890472;12;31.5484515429;2;14.9712553024;16.25;4;27.1315076351;
39;3;21.8636302948;16.3415088654;12;31.7068828344;2;15.3500003815;15.25;5;27.1926498413;
40;3;21.8682594299;16.4380130768;12;31.8611986637;2;14.6577949524;15.25;5;27.2542052269;
41;3;21.625;17.0824604034;13;32.0111621618;2;15.0;14.25;4;27.3161010742;
42;3;21.625;17.1832504272;14;32.156580925;2;14.6948299408;14.25;5;27.3782629967;
43;3;21.625;17.2808303833;14;32.2973034382;2;14.7134790421;15.25;5;27.4406147003;
44;3;21.8871517181;20.2808303833;14;32.4332201481;2;14.7321844101;16.25;6;27.5030794144;
45;3;21.8919620514;23.2808303833;14;32.5642596483;2;14.7509241104;17.25;6;27.5655794144;
46;3;21.8968029022;26.2808303833;15;32.6903883219;2;14.7696743011;18.25;6;27.628036499;
47;3;21.9016742706;29.2808303833;15;32.8116056919;2;15.0;17.25;7;27.690372467;
48;3;21.9065723419;31.7088851929;16;32.9279431105;2;14.8071117401;17.25;7;27.7525100708;
49;4;21.9114952087;32.158241272;15;33.0394587517;2;15.0;18.5;7;27.8143725395;
50;5;21.9164428711;32.2209091187;14;33.1462355852;2;16.0;19.5;7;27.8758842945;
51;5;21.9214115143;32.2801971436;15;33.2483781576;2;17.8627662659;20.5;7;27.936971426;
52;5;21.926399231;32.3361816406;16;33.3460077047;2;18.0;21.5;7;27.9975619316;
53;6;21.9314041138;32.3889503479;15;33.3841004372;2;19.0;22.5;7;28.0575861931;
54;6;21.936422348;32.4000015259;15;33.4064661264;2;20.0;23.5;7;28.1169772148;
55;6;21.9414558411;32.4000015259;15;33.428878665;2;21.0;24.0584888458;8;28.1756706238;
56;6;21.9464969635;32.4000015259;15;33.4513280392;2;21.5;24.0878353119;8;28.2336053848;
57;6;21.95154953;32.4000015259;15;34.4738043547;2;21.5;24.1168022156;9;28.2907235622;
58;6;22.9566059113;33.4000015259;15;34.5362974405;2;21.5;24.145362854;9;28.346971035;
59;6;23.9616661072;34.4000015259;15;34.599981308;2;21.5;24.1734848022;9;28.4022974968;
