Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;10.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;11.0;10.0;6;20.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;11.0;10.0;6;20.3999996185;
9;1;10.4247236252;12.0549411774;5;24.5655879974;1;11.1199998856;10.1999998093;6;20.7264003754;
10;1;10.5272569656;12.2827939987;5;24.9179592133;1;11.2179203033;10.3632001877;6;20.9903717041;
11;1;10.6065406799;12.4589796066;6;25.0;1;11.2971115112;10.4951858521;6;22.0419120789;
12;2;13.5272569656;12.8999996185;5;26.0;2;11.6125736237;11.2209558487;5;23.9143505096;
13;2;15.5272569656;12.5;5;26.1299999952;2;13.6125736237;11.4571752548;5;24.661406517;
14;2;16.7815074921;12.5;5;26.2754310369;2;15.6125736237;11.8107032776;5;25.2644476891;
15;2;17.8142280579;12.5;5;26.4377241135;2;16.579334259;12.0916318893;5;25.7461636066;
16;2;18.8507442474;12.5;5;26.6183350086;2;16.7238502502;12.3113050461;5;26.1288670301;
17;2;19.8913803101;12.5;5;26.8187118769;2;16.8386592865;12.4808797836;5;26.211841464;
18;2;19.625;13.4093561172;6;27.0402543545;2;16.8635520935;12.5;5;26.2577478886;
19;2;19.625;13.5201272964;6;27.2842636108;2;18.865852356;12.5;6;26.3048160076;
20;2;19.625;13.6421318054;5;27.5518820286;2;19.8799724579;12.5;6;26.3530313969;
21;2;19.625;13.7759408951;6;27.8440244198;2;20.8944358826;12.5;6;26.4023760557;
22;2;19.625;13.9220123291;6;28.1613030434;2;21.488527298;12.920712471;6;26.4528282881;
23;2;19.625;14.0806512833;5;28.5039470196;2;21.5;12.9358482361;6;26.5043625832;
24;2;19.625;14.2519731522;5;28.871723175;2;21.5;12.9513092041;6;26.5569496155;
25;2;19.625;14.4358615875;5;29.263862133;2;21.9670848846;12.5;6;26.6105561256;
26;2;19.625;14.6319313049;5;29.6789975166;2;21.9831676483;12.5;7;26.6651450396;
27;2;19.625;15.6319313049;5;30.1151270866;2;21.5;12.99954319;7;26.72067523;
28;2;19.625;16.0805892944;5;30.5695996284;2;21.5;13.3603372574;7;26.7771017551;
29;2;19.625;16.3987197876;6;31.0391392708;2;22.0331306458;12.5;7;26.8343759775;
30;2;19.625;16.7273979187;6;31.5199065208;2;21.5;13.4171876907;7;26.8924454451;
31;2;19.625;17.0639343262;7;32.007601738;2;22.0677337646;12.5;6;26.9512542486;
32;2;19.625;17.4053211212;7;32.4976010323;2;21.5;13.4756269455;6;27.0107431412;
33;2;19.625;17.7483215332;7;32.9851250648;2;21.5;13.5053710938;6;27.0708494186;
34;2;19.625;18.0895881653;7;33.465420723;2;22.1212539673;12.5;6;27.1315076351;
35;2;19.625;18.4257946014;7;33.9339466095;2;21.5;13.5;6;27.1926498413;
36;2;19.625;18.7537631989;7;34.3865451813;2;22.1577949524;12.5;7;27.2542052269;
37;2;19.625;19.0705814362;7;34.8195896149;2;21.5;13.5;7;27.3161010742;
38;2;19.625;19.3737125397;7;35.2300891876;2;22.1948299408;12.5;7;27.3782629967;
39;2;19.625;19.6610622406;7;35.6157541275;2;22.2134780884;12.5;7;27.4406147003;
40;2;19.625;19.9310283661;7;35.9750175476;2;22.2321853638;12.5;7;27.5030794144;
41;2;19.625;20.1825122833;7;36.307009697;2;22.2509231567;12.5;7;27.5655794144;
42;2;19.625;20.4149074554;8;36.6115064621;2;22.2696743011;12.5;7;27.628036499;
43;2;19.625;20.6280555725;8;36.8888463974;2;22.2884101868;12.5;7;27.690372467;
44;2;19.625;22.6280555725;9;37.1398382187;2;22.3071117401;14.5;7;27.7525100708;
45;2;19.625;24.6280555725;9;37.3656587601;2;21.5;16.5;6;27.8143725395;
46;2;19.625;26.6280555725;10;37.5677556992;2;21.5;18.5;6;27.8758842945;
47;2;19.625;28.6280555725;10;37.747756958;2;22.3627662659;20.5;7;27.936971426;
48;2;19.625;30.6280555725;10;37.9073896408;2;21.5;22.5;7;27.9975619316;
49;2;19.625;31.5351715088;10;38.0;2;21.5;23.5;7;28.0575861931;
50;2;19.625;31.6000003815;10;38.0;2;21.5;24.028793335;7;28.1169772148;
51;2;19.625;31.6000003815;10;38.0;3;22.5;25.0584888458;6;29.1756706238;
52;2;19.625;31.6000003815;10;38.0;3;24.4527015686;24.5;6;29.2836053371;
53;2;19.625;31.6000003815;11;38.0;3;24.7850818634;25.5;6;29.3926985264;
54;2;19.625;31.6000003815;11;38.0;4;24.8178100586;26.5;5;29.5029209852;
55;2;19.625;31.6000003815;11;38.0;4;24.8508758545;27.5;5;29.6142421961;
56;2;19.625;31.6000003815;12;38.0;4;24.8842716217;27.5;5;29.7266292572;
57;2;19.625;31.6000003815;12;38.0;4;24.5369968414;28.1349868774;5;29.8400473595;
58;3;20.625;32.5999984741;11;39.0;4;24.5530014038;28.1650218964;6;29.9544588327;
59;3;21.625;33.5999984741;12;39.0499999523;4;24.9863376617;27.5;6;30.0698224306;
60;3;21.8612499237;34.5999984741;12;39.1019749641;4;24.5840549469;28.2281532288;6;30.1860932112;
61;3;21.8729438782;35.5999984741;12;39.1559499502;4;24.5990867615;28.2612380981;7;31.3032222986;
