Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;11.0;5;20.0;2;7.19999980927;11.0;3;21.1200000048;
3;1;8.0;10.0;5;21.0;2;8.22399997711;10.0;3;21.2530560493;
4;1;8.14999961853;10.5;5;21.8400001526;2;9.25061130524;10.0;3;21.4002518654;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;9.28005027771;10.0;3;21.5626775026;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;10.4688034058;10.0;3;21.7414059639;
7;1;10.194486618;11.543302536;4;23.5283432007;2;11.5224218369;10.0;4;21.9374637604;
8;1;10.2938766479;11.7641716003;4;24.1098823547;3;11.5812387466;10.0;2;22.5711705685;
9;1;10.4247236252;12.0549411774;4;24.5655879974;3;11.7713508606;10.1999998093;2;23.1543953419;
10;1;10.5272569656;12.2827939987;4;24.9179592133;3;11.9463186264;10.3632001877;2;23.699334383;
11;1;10.6065406799;12.4589796066;5;25.0;3;12.1098003387;10.4951858521;2;25.1651031971;
12;1;12.5272569656;12.5;4;25.0;3;12.549530983;11.0209560394;2;26.5021727085;
13;1;13.5272569656;12.5;3;25.0;3;14.549530983;11.4571752548;2;27.7263121605;
14;1;14.5272569656;12.5;3;25.0;3;16.5495300293;11.8107032776;2;28.8585500717;
15;1;15.5272569656;12.5;3;25.0;3;17.6575660706;12.0916318893;2;29.9208650589;
16;1;16.527256012;12.5;3;25.0;3;17.9762611389;12.3113050461;2;30.9329853058;
17;1;17.527256012;12.5;4;25.0;3;18.2798957825;12.4808797836;2;31.6894907951;
18;1;17.625;12.5;4;25.0;3;20.3936309814;12.5;3;32.4461064339;
19;1;17.625;12.5;4;25.0;3;21.6206150055;12.5;3;33.2319602966;
20;1;17.625;12.5;4;25.0;3;22.8563728333;12.5;3;34.0360612869;
21;1;17.625;12.5;5;25.0;3;24.0976028442;12.5;3;34.8460483551;
22;1;17.625;12.5;5;25.0;3;24.4538154602;12.5;3;35.6488904953;
23;1;17.625;12.5;5;25.0;3;24.6946678162;12.5;4;36.4317016602;
24;1;17.625;12.5;5;25.0;3;24.9295101166;12.5;4;38.1825695038;
25;1;17.625;12.5;5;25.0;3;26.1547698975;12.8000001907;4;38.9112820625;
26;1;17.625;12.5;5;25.0;3;27.3673858643;12.5;4;39.5900568962;
27;1;17.625;12.5;6;25.0;3;27.5649585724;13.0200977325;4;40.213430047;
28;1;17.625;12.5;7;25.0;3;28.0640277863;12.5;4;40.7784804106;
29;1;17.625;12.5;6;25.0;3;28.233543396;12.5;4;41.2846300602;
30;1;17.625;12.5;6;25.0;3;28.385389328;12.5;4;41.7332834005;
31;1;17.625;12.5;6;25.0;3;28.1831417084;13.0614061356;4;42.1273770332;
32;3;18.625;13.0;4;26.0;3;28.2950458527;13.0719442368;5;42.470918417;
33;3;19.625;13.0;4;26.0299999714;3;28.3917388916;13.0825605392;5;42.7685496807;
34;3;19.8567504883;12.5;5;26.0605909824;4;28.8305644989;12.5;5;43.0251914263;
35;3;19.625;13.030295372;5;26.091766119;4;28.5451526642;12.5;5;43.2296639681;
36;3;19.8706474304;12.5;5;26.1235172749;4;28.6000003815;13.1148319244;5;43.2514331341;
37;3;19.8777923584;12.5;6;26.1558350325;4;28.6000003815;13.1257162094;5;43.2733153105;
38;3;19.8850631714;12.5;6;26.1887089014;4;28.6000003815;13.1366577148;5;43.2953014374;
39;3;19.625;13.0943546295;6;26.2221269608;4;28.9885902405;16.1366577148;5;43.3173824549;
40;3;19.8999786377;12.5;6;26.2560760975;4;28.9952144623;19.1366577148;5;43.3395489454;
41;3;19.625;13.1280384064;6;27.2905418873;4;29.001865387;22.1366577148;5;43.3617914915;
42;3;20.625;13.6452713013;7;27.3655085564;4;28.6000003815;25.1366577148;6;43.3841004372;
43;3;21.9232406616;13.0200004578;7;27.4421430826;4;29.0152301788;27.5;5;43.4064661264;
44;3;21.625;13.7210712433;7;27.520428896;4;28.6000003815;28.2032337189;5;43.428878665;
45;3;21.9392967224;13.0617771149;7;27.6003452539;4;26.6000003815;29.2144393921;5;43.4513280392;
46;3;22.2100772858;16.0617771149;7;27.6818670034;4;25.6000003815;30.2256641388;5;43.4738043547;
47;3;22.2284202576;19.0617771149;8;27.7649646997;4;24.6000003815;31.2369022369;5;44.4962974787;
48;4;22.2471160889;22.0617771149;7;27.8496044874;4;24.6000003815;33.2481498718;5;44.548797369;
49;4;22.266160965;25.0617771149;8;27.9357477427;4;25.9556388855;34.5;6;44.6018848419;
50;4;22.2855434418;27.5;9;28.0233511925;4;25.5;37.2706451416;6;44.6555429697;
51;4;22.3052539825;27.5;9;28.1123667955;4;25.9691333771;38.5;6;44.7097533941;
52;4;22.3252830505;27.5;10;28.2027419806;4;26.3129253387;40.5;7;44.7644968033;
53;4;22.3456172943;27.5;11;28.2944192886;4;26.9825992584;39.0779190063;9;44.819752574;
54;4;22.3662452698;27.5;11;28.3873366117;5;25.9893131256;40.0943527222;8;44.8754988909;
55;4;22.3871498108;27.5;12;28.4814273119;5;25.8666381836;40.5;8;44.9317127466;
56;4;22.4083213806;27.5;13;28.5766199827;5;27.3795146942;38.5;9;44.9883700609;
57;4;22.4297389984;27.5;12;28.6728390455;5;25.8871631622;40.3489151001;11;45.0454454422;
58;5;22.4513893127;27.5;8;46.0200045109;5;26.4136333466;40.5;12;45.1029123068;
59;5;22.625;28.5;8;46.9805318117;5;26.9082870483;39.3709754944;12;45.1607431173;
60;5;24.4953079224;29.5;9;47.8287395239;5;26.0291595459;40.1984367371;12;46.2189092636;
61;5;24.5175380707;30.5;9;48.5672850609;6;26.232131958;41.9792900085;9;60.8073809147;
62;5;24.5399227142;31.5;10;49.2034494877;6;28.75;42.8275947571;11;63.2542192936;
63;5;24.5624389648;32.5;11;49.7474253178;6;29.0200004578;46.3613815308;12;65.3206158876;
64;5;24.585067749;33.5;11;50.2107937336;6;29.4452095032;46.6711502075;12;67.0465357304;
65;5;23.625;34.5;12;50.6053273678;6;30.0200004578;49.4925231934;12;68.4781571627;
66;5;23.625;35.5;12;50.8206050396;6;32.0200004578;51.3056182861;13;69.5138703585;
67;5;23.625;36.5;12;50.9221191406;6;32.536693573;49.4449958801;14;70.2524197102;
68;5;23.625;37.5;14;51.023607254;7;34.0272979736;48.6354141235;13;70.8355516195;
69;5;23.625;38.5;14;51.1249630451;7;30.3256988525;51.4844245911;13;71.1958208084;
70;5;23.625;39.5;14;51.2260801792;7;29.3954353333;54.4212799072;14;71.4071705341;
71;5;23.625;40.5;14;51.3268520832;7;28.4200000763;56.4746513367;14;71.5223958492;
72;5;23.625;41.5;14;53.3010976315;7;27.4200000763;62.4243583679;14;71.6350246668;
73;5;23.8500003815;43.0;15;54.911437273;7;27.3999996185;66.4243545532;15;71.7492111921;
74;5;24.0255012512;44.3899993896;15;56.2093179226;7;28.3999996185;67.4243545532;15;71.864849925;
75;5;24.1592674255;45.6872596741;16;57.249591589;7;27.3999996185;71.4243545532;16;71.9818292856;
76;5;24.2593841553;46.9097442627;16;57.9360079765;7;27.3999996185;75.4243545532;16;72.1000322104;
77;5;24.2999992371;48.0;17;58.1629450321;7;28.3999996185;76.4243545532;17;72.2193356752;
78;5;24.2999992371;49.0;17;58.3466506004;7;27.3999996185;80.4243545532;17;72.3396120071;
79;6;24.2999992371;50.0;17;58.5301625729;7;28.3999996185;81.4243545532;20;72.4607286453;
80;6;24.2999992371;51.0;17;58.7131102085;7;28.3999996185;82.4243545532;20;72.5825492144;
81;6;24.2999992371;52.0;18;58.8951239586;7;27.3999996185;85.0375518799;22;72.7049338818;
82;6;24.2999992371;53.0;18;59.0758399963;7;28.3999996185;84.096244812;23;72.827739954;
83;6;24.2999992371;54.0;19;59.254901886;7;28.3999996185;83.1551589966;23;72.9508225918;
84;6;24.2999992371;55.0;19;59.4319655895;8;27.3999996185;85.2142181396;23;73.0740351677;
85;6;24.2999992371;55.5999984741;19;59.606700182;8;28.3999996185;83.3533554077;22;73.1972310543;
86;6;24.2999992371;55.5999984741;20;59.7787921429;8;28.3999996185;83.3324966431;21;73.3202621937;
87;6;24.2999992371;55.5999984741;20;60.9479470253;9;27.3999996185;85.3915710449;20;73.4429819584;
88;7;25.2999992371;56.5999984741;19;61.1538915634;9;28.3999996185;83.5305175781;20;73.5652446747;
89;7;26.2999992371;59.5999984741;21;61.3679590225;9;28.3999996185;83.5092544556;21;73.6869068146;
90;7;26.5456047058;62.5999984741;21;61.5803347826;9;27.3999996185;85.5677185059;21;74.8078269958;
91;8;26.5576610565;65.5999984741;18;71.7908394337;9;29.3999996185;85.6258392334;22;74.9678666592;
92;8;27.2999992371;69.5999984741;19;72.49931252;10;30.3999996185;85.683555603;19;90.1280760765;
93;8;28.2999992371;73.2291946411;19;73.1781140566;10;30.3999996185;89.7407913208;19;92.3383259773;
94;8;29.5965614319;75.5999984741;19;73.8240407705;10;33.4000015259;91.7975006104;22;93.5434668064;
95;8;28.2999992371;74.2898788452;21;75.4349285364;11;34.4000015259;93.8535995483;21;94.7305020094;
96;8;29.2999992371;75.3217544556;24;76.0496195555;11;33.4000015259;96.2322235107;23;95.8192894459;
97;8;32.2993621826;75.5999984741;25;76.6290583611;11;34.4000015259;97.1624755859;25;96.8122160435;
98;9;33.4171142578;78.5999984741;24;77.1737970114;11;34.4000015259;98.2468109131;27;97.7161029577;
99;9;34.1547927856;82.5999984741;26;77.6850272417;11;33.4000015259;103.0128479;28;98.5406081676;
100;10;34.2376976013;86.5933914185;24;78.1372456551;12;33.4000015259;106.130249023;28;99.2967654467;
101;10;34.311504364;88.4808197021;23;78.5476454496;12;33.4000015259;107.967071533;29;100.995832086;
102;10;32.3768234253;87.3612442017;24;78.9316496849;13;34.4000015259;113.083114624;31;101.579759598;
103;11;31.4343299866;87.3941879272;24;79.2915539742;13;35.4000015259;116.198135376;32;102.036050558;
