Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;10.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;11.0;10.0;5;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;11.0;10.0;5;20.3999996185;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;11.2179203033;10.3632001877;5;20.9903717041;
11;1;10.6065406799;12.4589796066;5;25.0;1;11.2971115112;10.4951858521;5;22.0419120789;
12;1;12.5272569656;12.5;5;25.0;1;11.6125736237;11.0209560394;6;22.9143505096;
13;1;13.5272569656;12.5;5;25.0;1;13.2971115112;11.4571752548;6;23.6214065552;
14;2;15.5272569656;12.6999998093;4;26.0;1;14.2971115112;11.8107032776;6;24.1832637787;
15;2;17.527256012;12.5;4;26.0199999809;1;15.2971115112;12.0916318893;6;24.6226100922;
16;2;18.7567558289;12.5;4;26.0401959419;1;16.2971115112;12.3113050461;6;24.9617595673;
17;2;19.7612991333;12.5;4;26.0605818033;1;17.2971115112;12.4808797836;6;25.0;
18;2;19.8636302948;12.5;4;26.0811508894;1;18.2971115112;12.5;6;25.0;
19;2;19.8682594299;12.5;5;26.1018965244;1;19.2971115112;12.5;7;25.0;
20;2;19.872926712;12.5;6;26.1228116751;1;19.5;12.5;7;25.0;
21;2;19.8776321411;12.5;6;26.1438889503;1;19.5;12.5;7;25.0;
22;2;19.8823757172;12.5;6;26.1651208401;1;19.5;12.5;7;25.0;
23;2;19.8871517181;12.5;6;26.1864993572;1;19.5;12.5;7;25.0;
24;2;19.8919620514;12.5;7;26.2080165148;1;19.5;12.5;7;25.0;
25;2;19.625;12.8624048233;8;26.2296639681;1;19.5;12.5;8;25.0;
26;2;19.625;12.8688993454;8;26.2514331341;1;19.5;12.5;8;25.0;
27;2;19.625;13.1257162094;8;26.2733153105;1;19.5;12.5;8;25.0;
28;2;19.625;13.1366577148;9;26.2953014374;1;19.5;12.5;8;25.0;
29;2;17.9164428711;13.5;9;26.3173824549;1;19.5;12.5;8;25.0;
30;3;18.625;13.1586914062;9;26.3395489454;2;19.5;12.5;7;25.0;
31;3;16.926399231;13.5;9;26.3617914915;2;20.5;13.0;6;26.0;
32;4;15.9314031601;14.5;6;41.3841004372;2;21.5;12.5;6;26.0499999523;
33;4;17.625;13.5;6;42.1564661264;2;21.5;12.5;6;27.3519749641;
34;4;19.9414558411;14.5;6;42.8482531309;2;21.875;13.125;6;28.3903249502;
35;4;20.625;16.2144393921;6;43.4586179256;2;22.1703128815;13.6171875;6;29.1995202303;
36;4;21.95154953;16.5;6;43.9900740385;2;22.3962726593;13.9937877655;6;29.8207774162;
37;4;21.625;18.2369022369;6;44.4476238489;2;22.56524086;14.2754020691;6;30.2946047783;
38;4;21.625;19.2481498718;7;44.8378872871;2;20.56524086;15.2754020691;6;30.3921557665;
39;4;21.625;20.2593994141;7;45.1683118343;2;19.56524086;16.2754020691;5;30.4563041925;
40;4;21.625;21.270647049;7;45.4465397596;2;18.56524086;17.2754020691;5;30.5224741697;
41;4;21.9768486023;21.5;6;45.5862361193;2;17.56524086;18.2754020691;5;30.5906432867;
42;4;21.625;22.7931175232;7;45.6086617708;2;16.56524086;19.2754020691;7;30.6607804298;
43;4;21.9869499207;22.0;8;45.6310436726;2;15.56524086;20.2754020691;7;30.7328453064;
44;4;21.991985321;22.0;9;45.6533719301;2;14.56524086;21.2754020691;8;30.8067884445;
45;4;21.9970092773;25.0;9;45.6756366491;2;14.0;22.2754020691;9;30.8825509548;
46;4;22.0020179749;28.0;9;45.6978281736;2;14.0;23.2754020691;9;30.9600640535;
47;4;22.0070114136;31.0;10;45.7199368477;2;15.0;22.2754020691;9;31.0392494202;
48;4;22.0119857788;34.0;10;45.7419531345;2;16.0;22.2754020691;9;31.120018959;
49;5;22.0169391632;37.0;10;45.7638677359;2;17.0;22.5;10;31.2022752762;
50;5;21.625;37.8819351196;11;45.7856714725;2;18.0;23.5;10;31.2859115601;
51;5;22.0267753601;37.0;11;45.8073554039;2;19.0;24.5;11;31.3708124161;
52;5;21.625;37.903678894;12;45.8289107084;2;20.0;24.5;11;31.4568536282;
53;5;22.0365047455;37.0;12;45.8503289223;3;21.0;24.5;10;31.5439035892;
54;5;21.625;37.925163269;12;45.8716015816;3;22.0;24.5;11;31.6318233013;
55;5;22.0461101532;37.0;12;45.8927206993;3;22.7000007629;24.5;12;31.7204678059;
56;6;21.625;37.9463615417;11;45.9136784077;3;22.7000007629;24.5;12;31.8096864223;
57;6;21.625;37.0;11;46.9344670773;3;22.7000007629;24.5;12;31.8993241787;
58;6;22.625;38.9672317505;13;47.1250793934;3;22.7000007629;24.5;13;31.989222765;
59;6;23.625;39.9775390625;13;47.3424193859;3;22.7000007629;24.5;12;32.079221487;
60;6;24.0694885254;40.0;12;47.5900177956;3;22.7000007629;24.5;12;33.1691586971;
61;6;24.0740432739;41.0;10;47.8558222055;3;23.7000007629;25.5;13;33.3688725233;
62;6;24.0750007629;42.0;11;48.1554293633;3;24.7000007629;26.5;13;33.5790815353;
63;6;24.0750007629;42.0;9;49.4969480038;3;24.7000007629;27.5;13;33.8004239798;
