Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.0;10.0;6;20.0;
6;2;9.27600002289;11.4650716782;4;24.086605072;1;10.0;10.0;6;20.0;
7;2;10.4194869995;11.543302536;4;24.6883431673;1;11.0;10.0;6;20.0;
8;2;10.5548763275;11.7641716003;4;25.4652262926;1;11.0;10.0;6;20.3999996185;
9;2;10.7296762466;12.0549411774;3;26.1465243101;1;11.1199998856;10.1999998093;6;20.7264003754;
10;2;10.8829679489;12.2827939987;3;26.7584704161;1;11.2179203033;10.3632001877;6;20.9903717041;
11;2;11.020655632;12.4589796066;4;27.1379284859;1;11.2971115112;10.4951858521;6;22.0419120789;
12;2;13.9413719177;12.5;4;27.4770481586;1;11.6125736237;11.0209560394;6;22.9143505096;
13;2;15.9413719177;12.5;4;27.8615591526;1;12.6125736237;11.4571752548;6;23.6214065552;
14;2;17.1711082458;12.5;4;28.2947545052;1;13.6125736237;11.8107032776;6;24.1832637787;
15;2;18.2685775757;12.5;4;28.7792563438;1;14.2549791336;12.0916318893;6;24.6226100922;
16;2;19.3775882721;12.5;4;29.3166947365;1;14.3867835999;12.3113050461;6;24.9617595673;
17;2;20.4985122681;12.5;3;29.9073610306;1;14.488527298;12.4808797836;6;25.0;
18;2;20.7291564941;12.5;3;30.5498642921;1;16.3867835999;12.5;6;25.0;
19;2;20.8737201691;12.5;4;31.2408299446;1;17.3867835999;12.5;7;25.0;
20;2;21.0291862488;12.5;5;31.9746999741;1;18.3867835999;12.5;7;25.0;
21;2;21.1943073273;12.5;6;32.7436814308;1;19.3867835999;12.5;7;25.0;
22;2;21.3673286438;12.5;6;33.5378980637;1;19.5;12.5;7;25.0;
23;2;21.5460281372;12.5;5;34.3457622528;1;19.5;12.5;7;25.0;
24;2;21.7277965546;12.5;6;35.1545667648;1;19.5;12.5;7;25.0;
25;2;21.909778595;12.5;6;35.9512367249;1;19.5;12.5;8;25.0;
26;2;20.0890274048;13.5;6;36.7231636047;1;19.5;12.5;8;25.0;
27;2;19.0890274048;13.5;6;37.4590072632;1;19.5;12.5;8;25.0;
28;2;16.625;13.5;5;38.1493597031;1;19.5;12.5;8;25.0;
29;2;15.625;14.5;5;38.7871875763;1;19.5;12.5;8;25.0;
30;2;14.625;15.5;5;39.368016243;1;19.5;12.5;8;25.0;
31;2;14.0;16.5;5;39.8898601532;1;19.5;12.5;8;25.0;
32;2;14.0;17.5;5;40.3529558182;1;19.5;12.5;8;25.0;
33;2;14.0;18.5;6;40.759355545;1;19.5;12.5;8;25.0;
34;2;14.0;19.5;6;41.1124668121;1;19.5;12.5;8;25.0;
35;2;15.0;20.5;6;41.416595459;1;19.5;12.5;8;25.0;
36;2;16.0;21.5;6;41.6765365601;1;19.5;12.5;8;25.0;
37;2;17.0;22.5;6;41.8972434998;1;19.5;12.5;8;25.0;
38;2;17.8018798828;23.5;7;42.0;1;19.5;12.5;8;25.0;
39;2;16.8018798828;22.5;7;42.0;1;19.5;12.5;8;25.0;
40;2;16.8018798828;22.5;7;42.0;1;19.5;12.5;9;25.0;
41;2;17.0;22.5;8;42.0;1;19.5;12.5;9;25.0;
42;2;18.0;22.5;8;42.0;1;19.5;12.5;9;25.0;
43;2;19.0;22.5;9;42.0;1;19.5;12.5;10;25.0;
44;2;19.625;22.5;9;42.0;1;19.5;12.5;10;25.0;
45;2;19.625;22.5;9;42.0;1;19.5;12.5;9;25.0;
46;2;19.625;22.5;11;42.0;1;19.5;12.5;9;25.0;
47;2;20.625;21.5;11;42.0;1;19.5;13.5;9;25.0;
48;2;21.625;21.5;11;42.0;2;20.5;15.5;8;26.0;
49;2;22.625;22.5;12;42.0;2;21.5;17.5;8;26.0199999809;
50;2;23.4500007629;22.5;13;42.0;2;21.5;19.5;8;26.0401959419;
51;2;23.4500007629;22.5;13;42.0;2;21.8120594025;21.5;9;26.0605818033;
52;2;23.4500007629;22.5;14;42.0;2;21.5;22.5;9;26.0811508894;
53;2;23.4500007629;22.5;15;42.0;2;21.824344635;22.5;9;26.1018965244;
54;2;23.4500007629;22.5;15;42.0;2;21.8305683136;22.5;10;26.1228116751;
55;2;23.4500007629;22.5;16;42.0;3;21.8368434906;22.5;9;26.1438889503;
56;2;23.4500007629;22.5;16;42.0;3;21.8431663513;22.5;9;26.1651208401;
57;2;23.4500007629;22.5;16;42.0;4;21.5;23.0825614929;8;26.1864993572;
58;2;23.4500007629;22.5;17;42.0;4;21.8559494019;22.5;8;26.2080165148;
59;2;23.4500007629;22.5;17;42.0;4;21.5;23.1040077209;8;26.2296639681;
60;2;23.4500007629;22.5;18;42.0;4;21.5;23.1148319244;8;26.2514331341;
61;2;23.4500007629;22.5;18;42.0;4;21.5;23.1257171631;8;26.2733153105;
62;2;23.4500007629;22.5;18;42.0;4;21.5;23.1366577148;10;26.2953014374;
63;2;23.4500007629;22.5;19;42.0;4;21.5;23.1476516724;10;26.3173824549;
64;2;23.4500007629;22.5;19;42.0;4;21.5;23.1586914062;10;27.3395489454;
65;2;23.4500007629;22.5;19;42.0;4;22.9018650055;23.5;10;27.3617914915;
66;2;23.4500007629;22.5;19;42.0;4;23.5;25.180896759;10;28.3841004372;
67;2;23.4500007629;22.5;20;42.0;4;24.9152297974;26.5;11;28.4764661789;
