Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;10.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;11.0;10.0;5;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;11.0;10.1999998093;4;21.3999996185;
9;1;10.4247236252;12.0549411774;3;24.5655879974;2;11.1199998856;10.1999998093;4;21.7664003372;
10;2;10.5272569656;12.6827936172;2;25.9179592133;2;11.2179203033;10.3632001877;4;22.9006114006;
11;2;10.8315410614;12.4589796066;3;26.0900000334;2;11.5458278656;10.9097137451;4;24.7603706121;
12;2;13.7522573471;12.5;3;26.1871190071;2;12.0813140869;11.8021907806;4;26.349132061;
13;2;15.7522563934;12.5;3;26.2917383909;2;14.0813140869;12.5570135117;3;27.6597497463;
14;2;16.8178977966;12.5;3;26.4042263031;2;16.0813140869;13.170545578;3;28.7116504908;
15;2;17.843208313;12.5;3;26.5249304771;2;17.0813140869;13.6524438858;3;29.5402987003;
16;2;18.8703651428;12.5;3;26.6541694403;2;17.41223526;14.0203924179;3;30.187153697;
17;2;19.8994445801;12.5;3;26.7922235727;2;17.5770492554;14.2950820923;3;30.6924834251;
18;2;19.625;13.3961114883;4;26.9393253326;2;19.41223526;14.4966192245;3;30.8063102961;
19;2;19.625;13.4696626663;5;27.0956480503;2;20.41223526;14.5;4;30.918187499;
20;2;19.625;13.5478239059;5;27.261295557;2;21.41223526;14.5;4;31.0348479748;
21;2;19.625;13.6306476593;5;27.4362905025;2;22.41223526;14.5;4;31.1562297344;
22;2;19.625;13.7181453705;6;27.6205644608;2;22.7000007629;14.5;4;31.2822349072;
23;2;19.625;13.8102817535;6;27.8139474392;2;22.7000007629;14.5;5;31.4127278328;
24;2;19.625;13.9069738388;6;28.016159296;3;22.7000007629;14.5;5;31.5475335121;
25;2;19.625;14.0080795288;6;28.2268030643;3;22.7000007629;14.5;6;31.6864368916;
26;2;19.625;14.113401413;6;28.445360899;3;22.7000007629;14.5;6;31.8291823864;
27;2;19.625;14.9117527008;6;28.6711919308;3;22.7000007629;14.5;5;31.9754743576;
28;2;19.625;15.0698337555;6;28.9035346508;3;22.7000007629;14.5;5;32.1249778271;
29;2;19.625;15.2324743271;7;29.141512394;3;22.7000007629;14.5;5;32.2773211002;
30;2;19.625;15.399058342;7;29.3841423988;3;22.7000007629;14.5;5;32.4320983887;
31;2;19.625;15.5688991547;7;29.6303496361;3;22.7000007629;14.5;4;32.588873148;
32;2;19.625;15.7412452698;7;29.8789830208;3;22.7000007629;14.5;2;32.7471828461;
33;2;19.625;15.9152879715;7;30.1288366318;3;22.7000007629;14.5;2;32.9065437317;
34;2;19.625;16.0901851654;7;30.3786706924;3;22.7000007629;15.5;2;33.0664563179;
35;2;19.625;16.2650699615;7;30.6272368431;3;22.7000007629;16.5;2;32.8264126778;
36;2;19.625;16.4390659332;7;30.8733024597;3;23.5799999237;14.3000001907;2;32.6258993149;
37;2;19.625;16.6113128662;7;31.1156759262;3;23.7877693176;14.1199998856;3;32.4604105949;
38;2;19.625;16.7809734344;7;31.353228569;3;23.7381229401;13.9580001831;3;32.3258476257;
39;2;19.625;16.947259903;7;31.5849161148;3;23.6977539062;13.8122005463;3;32.2184877396;
40;2;19.625;17.1094417572;7;31.8097963333;3;23.6655464172;13.6809806824;3;32.1349549294;
41;2;19.625;17.2668571472;7;32.0270428658;3;23.6404876709;13.5628824234;3;32.0721945763;
42;2;19.625;17.4189300537;9;32.2359538078;3;23.6216583252;15.5628824234;3;32.0274429321;
43;2;19.625;17.5651664734;9;32.4359588623;3;23.6082344055;17.5628814697;3;32.9982099533;
44;2;19.625;19.5651664734;9;32.6266198158;3;22.9649047852;20.5628814697;3;33.0222592354;
45;2;19.625;21.5651664734;10;32.8076286316;3;23.9184150696;23.5628814697;3;34.1810451746;
46;2;19.625;23.5651664734;10;32.9788007736;3;24.5376110077;26.5628814697;3;35.1136804819;
47;2;19.625;25.5651664734;10;33.1400680542;3;24.4216003418;28.0360012054;3;35.8615663052;
48;2;19.625;27.5651664734;11;33.2914676666;3;24.964963913;29.3066139221;3;36.4546676874;
49;2;19.625;28.3040275574;12;33.4331302643;3;24.7000007629;30.1777267456;4;36.66066432;
50;2;19.625;28.4031906128;13;33.5652666092;3;24.7000007629;30.2227592468;5;36.8663419485;
51;2;19.625;28.4956855774;13;33.6881551743;3;25.1620788574;29.5;3;37.0717325211;
52;2;19.625;28.5817089081;14;33.8021306992;3;24.7000007629;30.3198814392;4;37.2768806219;
53;2;19.625;28.661491394;15;33.9075689316;3;25.2232170105;29.5;3;37.4818357229;
54;2;19.625;28.7352981567;16;34.0;3;24.7000007629;30.4265804291;3;37.6866469383;
55;2;19.625;28.7999992371;16;34.0;3;24.7000007629;30.4835357666;3;37.8913578987;
56;2;19.625;28.7999992371;16;34.0;3;24.7000007629;30.5428714752;3;38.0959994793;
57;2;19.625;28.7999992371;17;34.0;3;25.3627300262;29.5;4;38.3005845547;
58;2;19.625;28.7999992371;17;34.0;3;24.7000007629;30.5;4;38.4693710804;
59;2;19.625;28.7999992371;16;34.0;3;25.4408111572;29.5;4;38.6059427261;
60;2;19.625;28.7999992371;17;34.0;3;24.7000007629;30.5;4;38.7465088367;
