Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;10.0;5;20.0;
5;2;8.27600002289;11.1199998856;5;23.5301437378;1;9.0;10.0;5;20.0;
6;2;9.50100040436;11.2650718689;5;24.1166050434;1;10.0;10.0;5;20.0;
7;2;10.4262361526;11.543302536;5;24.5889341831;1;11.0;10.0;5;20.0;
8;2;10.5325098038;11.7641716003;5;25.212254405;1;11.0;10.0;5;20.3999996185;
9;2;10.6727571487;12.0549411774;5;25.7109264135;2;11.1199998856;10.3999996185;4;21.7264003754;
10;2;10.7849578857;12.2827939987;5;26.1074465513;2;11.5179204941;10.3632001877;4;22.0603717566;
11;2;10.8741750717;12.4589796066;5;26.2348128557;2;11.6181116104;10.4951858521;4;23.2074631453;
12;2;12.8741750717;12.5;5;26.2813059092;2;11.9622392654;11.0209560394;4;24.1828715801;
13;2;14.8741750717;12.5;5;26.328953743;2;13.9622392654;11.4571752548;5;25.0006883144;
14;2;15.9055557251;12.5;5;26.3777402639;2;15.9622383118;11.8107032776;5;25.6814495325;
15;2;16.9165325165;12.5;5;26.4276455641;2;17.0620288849;12.0916318893;5;26.2481688261;
16;2;17.9277610779;12.5;5;26.4786461592;2;18.1002407074;12.3113050461;5;26.723449707;
17;2;18.9392356873;12.5;5;26.5307145119;2;19.1410808563;12.4808797836;5;26.9068236351;
18;2;19.9509506226;12.5;6;26.5838193893;2;20.1846199036;12.5;5;27.0611462593;
19;2;19.9813594818;12.5;6;26.6379255056;2;21.2309169769;12.5;5;27.2247776985;
20;2;19.625;12.9913778305;6;26.6929937601;2;21.5;13.1674337387;5;27.3977591991;
21;2;20.0059242249;12.5;6;26.7489811182;2;21.5;13.2193279266;5;27.5800426006;
22;2;20.0185203552;12.5;6;26.8058408499;2;22.2740135193;12.5;5;27.7714805603;
23;2;19.625;13.0417518616;5;26.8635222912;2;22.3314437866;12.5;6;27.9718174934;
24;2;19.625;13.059056282;5;26.9219712019;2;22.391544342;12.5;6;28.1806821823;
25;2;20.0574436188;12.5;5;26.9811300039;2;21.5;13.4542045593;6;28.3975830078;
26;2;20.0707550049;12.5;5;27.0409376621;2;22.5;12.5;6;28.6219055653;
27;2;19.625;13.5;5;27.1013302803;3;22.5865707397;12.5;5;28.8529140949;
28;2;19.625;13.5506649017;5;27.1622409821;3;22.6558742523;12.5;5;29.089756012;
29;2;19.625;13.581120491;5;27.2236001492;3;22.7269268036;12.5;6;29.3314704895;
30;2;17.625;14.6118001938;5;27.285336256;3;20.7994403839;13.5;6;29.5770010948;
31;2;17.1392002106;14.5;6;27.3473753929;3;19.8731002808;14.5;6;29.8252120018;
32;2;16.1531600952;15.5;6;27.409642458;3;18.9475631714;15.5;6;30.0749063492;
33;2;15.1671695709;16.5;6;27.4720609188;3;18.0224723816;16.5;6;30.3248500824;
34;2;14.5562133789;17.5;7;27.534553051;3;17.097454071;17.5;7;30.5737948418;
35;2;14.570274353;18.5;7;27.5970411301;3;16.1721382141;18.5;7;30.8205022812;
36;2;14.5843343735;19.5;7;27.6594469547;3;15.7461509705;19.5;8;32.0637698174;
37;3;15.5983753204;21.0;6;28.7216928005;3;16.8191299438;21.0;8;32.3424534798;
38;3;16.6123809814;22.0;6;28.9137014151;3;17.8907356262;21.5;8;32.6166734695;
39;3;16.6263332367;22.5;6;29.1208275557;3;17.960647583;23.0405921936;9;32.8854658604;
40;3;16.0;24.5;6;29.3444275856;3;18.3656406403;23.5;9;33.1479762793;
41;3;16.0;25.9533519745;7;29.5858843327;3;18.0942611694;25.0835533142;10;33.4034718275;
42;3;17.0;23.9837741852;7;29.846575141;3;17.4578132629;23.5;11;33.6513459682;
43;3;16.0;25.0139312744;6;30.1278312206;3;17.0942611694;24.1288738251;11;33.8911211491;
44;4;16.0;26.0437889099;5;30.4308879375;3;18.0942611694;25.1524085999;10;34.1224467754;
45;4;17.0;24.0733127594;5;30.7568252087;3;17.500169754;23.5;11;34.3450950384;
46;4;16.0;25.1024723053;5;31.1064982414;3;18.0;24.5;10;34.5589512587;
47;4;17.7340564728;25.1024723053;6;31.4804632664;3;20.0;25.5;10;34.7640051842;
48;4;18.7468109131;26.1024723053;6;31.8788969517;3;20.4513092041;26.5;11;34.9603395462;
49;4;19.0;27.1024703979;6;32.301517725;3;22.4670848846;27.5;11;35.1481156349;
50;4;20.7717037201;27.5;7;32.7475113869;3;24.4831676483;27.5;11;35.3275614977;
51;4;21.783821106;27.5;7;33.2154710293;3;23.0;29.332572937;11;35.4989583492;
52;4;22.4207057953;27.5;7;33.703357935;3;24.5;28.3603382111;11;35.6626303196;
53;4;22.432352066;27.5;8;34.2084879875;3;24.0331306458;28.5;11;35.818931222;
54;3;22.4437503815;27.5;8;34.7275569439;4;24.5;28.4171886444;10;35.8924454451;
55;3;22.4548950195;27.5;8;35.2567007542;4;24.0677337646;28.5;10;35.9512542486;
56;3;22.4657783508;27.5;8;35.7915992737;4;23.5;27.5;11;36.0107431412;
57;3;21.625;28.5;9;36.3276121616;4;23.5;27.5;11;36.0708494186;
58;3;21.625;29.4150047302;9;36.8599469662;4;23.5;27.5;10;36.1315076351;
59;3;22.4968357086;27.5;9;37.3838412762;4;23.5;27.5;10;36.1926498413;
60;3;22.5066452026;27.5;9;37.8947479725;4;23.5;27.5;11;36.2542052269;
61;3;22.5161800385;27.5;9;38.3865451813;4;23.5;27.5;11;36.3161010742;
