Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;6;20.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;2;9.0;10.1999998093;5;21.0;
5;2;8.42599964142;10.9200000763;3;23.6501437426;2;9.19999980927;10.0;5;21.0900000334;
6;2;9.52799987793;11.2650718689;3;24.3396611214;2;10.3269996643;10.0;5;21.1871190071;
7;2;10.4764242172;11.543302536;3;24.9285950661;2;11.3561353683;10.0;5;21.2917383909;
8;2;10.6089334488;11.7641716003;2;25.6865624189;2;11.3875217438;10.0;5;21.817143321;
9;2;10.7794761658;12.0549411774;2;26.3381440639;2;11.5451431274;10.1999998093;5;22.2793469429;
10;2;10.9260816574;12.2827939987;2;26.907253623;2;11.683804512;10.3632001877;5;22.6900259256;
11;2;11.0541315079;12.4589796066;3;27.2282226086;2;11.8070077896;10.4951858521;5;23.9506295919;
12;2;13.9748477936;12.5;3;27.4905240536;2;12.1851892471;11.0209560394;5;25.0538563728;
13;2;15.9748477936;12.5;3;27.7771704197;2;14.1851892471;11.4571752548;5;26.0146684647;
14;2;17.1521205902;12.5;3;28.0888476372;2;16.1851882935;11.8107032776;5;26.8543052673;
15;2;18.2222480774;12.5;3;28.4258766174;2;17.0562915802;12.0916318893;5;27.5962526798;
16;2;19.298078537;12.5;3;28.7881331444;2;18.5046653748;12.3113050461;5;28.2632865906;
17;2;20.3795852661;12.5;3;29.1749720573;2;19.6030311584;12.4808797836;5;28.6547400951;
18;2;20.5643692017;12.5;4;29.5851640701;2;20.7089958191;12.5;4;29.0328326225;
19;2;20.6566619873;12.5;4;30.0168495178;2;21.8224239349;12.5;4;29.4347915649;
20;2;19.625;13.5;4;30.4675207138;2;22.8304367065;12.5;5;29.8589887619;
21;2;20.625;12.5;4;30.934035778;2;22.9576969147;12.5;5;30.3031497002;
22;2;20.9601573944;12.5;4;31.4126729965;2;23.0909442902;12.5;5;30.7643566132;
23;2;21.0678520203;12.5;4;31.8992233276;2;23.2293071747;12.5;5;31.2390885353;
24;2;21.1773262024;12.5;5;32.3891215324;2;23.3717269897;12.5;5;31.7232985497;
25;2;19.625;13.5;6;32.8776073456;2;23.5169906616;12.5;4;32.2125329971;
26;3;18.625;13.5;5;33.3599052429;2;23.6637611389;12.5;4;32.7020812035;
27;3;18.625;13.5;5;33.8314113617;2;21.6637611389;13.5;4;33.1871519089;
28;3;19.625;14.5;6;34.2878704071;2;21.5;14.5;6;33.6630582809;
29;3;19.625;15.5;6;34.7255268097;4;21.5;15.5;5;34.1254005432;
30;3;18.625;14.5;6;35.1412420273;4;22.5;13.5;6;34.570227623;
31;3;18.625;14.5;6;35.5325679779;4;21.5;14.5;7;34.9941673279;
32;3;19.625;15.5;6;35.8977775574;4;21.5;15.5;8;35.3945169449;
33;3;19.625;16.5;6;36.2358512878;4;21.5;16.5;8;35.7692890167;
34;3;18.625;15.5;6;36.5464267731;4;21.5;17.5;8;36.1172132492;
35;3;18.625;15.5;6;36.8297271729;4;22.5;15.5;7;36.4376983643;
36;3;18.2866897583;15.5;7;37.0864648819;4;21.5;15.5;7;36.7307662964;
37;3;17.344455719;16.5;7;37.3177433014;4;20.5;15.5;6;36.9969644547;
38;4;16.344455719;15.5;6;42.5249595642;4;19.5;14.5;7;37.2372674942;
39;4;16.719455719;15.5;7;42.8597083092;4;19.5;14.5;7;37.4529781342;
40;4;18.719455719;16.5;8;43.1704750061;4;20.5;15.5;7;37.6456279755;
41;4;18.8965835571;17.5;8;43.4399585724;4;19.5;14.5;7;37.8168964386;
42;4;18.9249992371;18.5;9;43.5792236328;4;19.5;14.5;8;37.9685335159;
43;5;18.9249992371;19.5;8;43.7142839432;4;18.5;13.5;8;38.0;
44;5;18.9249992371;20.5;8;43.8448963165;4;20.5;15.5;7;38.0;
45;5;19.9249992371;20.5;9;43.9708600044;4;19.5;17.5;8;38.0;
46;5;20.9249992371;21.5;8;44.0920171738;4;17.5;19.5;7;38.0;
47;5;21.9249992371;23.5;8;44.2082519531;4;16.5;21.5;7;38.0;
48;5;22.9249992371;25.5;8;44.3194880486;4;15.5;23.5;8;38.0;
49;5;23.9249992371;27.5;8;44.4256877899;4;14.5;24.5;8;38.0;
50;5;24.5499992371;27.5;10;44.5268483162;4;14.0;25.5;8;38.0;
51;5;24.5499992371;27.5;10;45.6229987144;4;14.0;26.5;10;38.0;
52;5;25.5499992371;28.5;10;45.744197607;4;14.0;27.5;9;38.0;
53;6;26.5499992371;29.5;11;65.8611199856;4;14.0;28.5;9;38.0;
54;6;25.8681755066;32.5;11;67.1738660336;4;14.0;29.5;9;38.0;
55;6;25.8775291443;35.5;11;68.3001511097;4;14.0;30.5;10;38.0;
56;6;25.8870544434;38.5;11;69.2137936354;4;14.0;31.5;11;38.0;
57;6;25.8967494965;40.5;12;69.9250427485;4;14.0;32.5;9;38.0;
58;6;23.9249992371;44.0943527222;13;70.4957723618;4;14.0;33.5;9;38.0;
59;6;24.0;46.1110649109;14;70.9487698078;4;14.0;34.5;10;38.0;
60;6;25.0;48.128036499;16;71.2905418873;4;15.0;32.5;11;38.0;
61;6;26.0;50.1452713013;16;71.3255085945;4;14.0;33.5;11;38.0;
62;7;27.0;52.1627540588;14;71.3609591722;4;14.0;34.5;12;38.0;
63;7;28.0;53.5;15;71.3968753815;4;15.0;32.5;13;38.0;
64;7;29.0;55.0;15;71.4332377911;4;14.0;33.5;14;38.0;
65;7;30.0;56.7166175842;15;71.4700255394;4;14.0;34.5;15;38.0;
