Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;10.0;6;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;2;9.0;10.1999998093;5;21.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;9.19999980927;10.0;5;21.1200000048;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;10.3360004425;10.0;5;21.2530560493;
7;1;10.194486618;11.543302536;4;23.5283432007;2;11.375916481;10.0;5;21.4002518654;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;11.4200754166;10.0;5;21.9766796827;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;11.5930042267;10.1999998093;5;22.4989564419;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;11.7496871948;10.3632001877;5;22.9796661139;
11;1;10.6065406799;12.4589796066;4;25.0;2;11.8938999176;10.4951858521;5;24.3497066498;
12;1;11.6065406799;12.5;4;25.0;2;12.3049116135;11.0209560394;5;25.5842888355;
13;1;12.6065406799;12.5;4;25.0;2;14.3049116135;11.4571752548;5;26.7006480694;
14;1;13.6065406799;12.5;5;25.0;2;16.3049125671;11.8107032776;5;27.7219514847;
15;2;14.6065406799;12.5;4;25.0;2;17.3165855408;12.0916318893;5;28.6730384827;
16;2;15.6065406799;12.5;4;25.0;2;18.8277015686;12.3113050461;5;29.5772051811;
17;2;16.6065406799;12.5;4;25.0;2;19.9972076416;12.4808797836;5;30.2332024574;
18;2;17.6065406799;12.5;4;25.0;2;21.1825332642;12.5;5;30.9013147354;
19;2;17.625;12.5;4;25.0;2;22.3829689026;12.5;5;31.6152963638;
20;2;17.625;12.5;5;25.0;2;23.484588623;12.5;6;32.3684282303;
21;2;17.625;12.5;5;25.0;2;23.7105293274;12.5;6;33.151807785;
22;2;17.625;12.5;6;25.0;2;23.9455413818;12.5;6;33.9546136856;
23;2;17.625;12.5;6;25.0;2;24.186384201;12.5;6;34.7645931244;
24;2;17.625;12.5;6;25.0;2;24.4293785095;12.5;6;35.5687475204;
25;2;17.625;12.5;6;25.0;3;24.6706237793;12.5;6;36.3541374207;
26;3;18.625;12.8000001907;5;26.0;4;24.9062423706;12.5;5;37.1087179184;
27;3;19.625;12.8000001907;5;26.0299999714;4;22.9062423706;13.5;5;37.8220767975;
28;3;19.8567504883;12.5;5;26.0605909824;4;23.9062423706;12.5;5;38.485994339;
29;3;19.625;13.030295372;5;26.091766119;4;21.9062423706;13.5;5;39.0947532654;
30;3;17.625;14.0458831787;7;26.1235172749;4;21.5;14.5;5;39.6451883316;
31;3;16.625;15.0617589951;7;26.1558350325;4;22.5;12.5;5;40.1365070343;
32;3;15.625;16.077917099;7;26.1887089014;4;21.5;13.5;5;40.5699396133;
33;3;14.625;17.0943546295;7;26.2221269608;4;20.5;13.5;5;40.9482984543;
34;3;14.0;18.1110630035;8;26.2560760975;4;19.5;13.5;5;41.275510788;
35;3;14.0;19.1280384064;8;26.2905418873;4;19.5;13.5;5;41.556180954;
36;3;14.0;20.1452713013;8;26.3255085945;4;20.5;14.5;5;41.7952213287;
37;3;14.0;21.1627540588;9;26.3609591722;4;19.5;13.5;6;41.9975662231;
38;3;14.0;22.1804790497;9;26.3968753815;4;19.5;13.5;6;42.0;
39;3;14.0;23.1984367371;10;26.4332377911;4;20.5;14.5;5;42.0;
