Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;6;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;9.0;10.0;6;20.0;
5;2;8.42599964142;10.9200000763;4;23.5501437187;1;9.0;10.0;6;20.0;
6;2;9.50549983978;11.2650718689;3;24.1268010139;1;10.0;10.0;6;20.0;
7;2;10.4285306931;11.543302536;3;24.588925004;1;11.0;10.0;6;20.0;
8;2;10.5325078964;11.7641716003;3;25.2016390562;1;11.0;10.0;6;20.3999996185;
9;2;10.6703691483;12.0549411774;3;25.6890956163;1;11.1199998856;10.1999998093;6;20.7264003754;
10;2;10.780046463;12.2827939987;3;26.0737844706;1;11.2179203033;10.3632001877;6;20.9903717041;
11;2;10.8666009903;12.4589796066;4;26.1886988878;2;11.2971115112;10.6951856613;5;23.0419120789;
12;2;13.787317276;12.5;4;26.222116828;2;11.9125738144;11.0209560394;4;23.944350481;
13;2;15.787317276;12.5;4;26.2560658455;2;13.9125738144;11.4571752548;4;24.6819975376;
14;2;16.8098716736;12.5;4;26.2905315161;2;15.9125738144;11.8107032776;4;25.2750298977;
15;2;17.8176269531;12.5;4;26.3254981041;2;16.5825080872;12.0916318893;4;25.746127367;
16;2;18.8254928589;12.5;4;26.3609485626;2;16.7238388062;12.3113050461;4;26.1175945997;
17;2;19.8334693909;12.5;4;26.3968646526;2;16.8352775574;12.4808797836;4;26.1887089014;
18;2;19.9392948151;12.5;5;26.433226943;2;16.8566131592;12.5;4;26.2221269608;
19;2;19.9474754333;12.5;6;26.4700145721;2;18.8551654816;12.5;5;26.2560760975;
20;3;19.9557533264;12.5;5;26.5072057247;2;19.8653507233;12.5;5;26.2905418873;
21;3;19.9641208649;12.5;5;26.5447772741;2;20.8756904602;12.5;6;26.3255085945;
22;3;19.972574234;12.5;5;26.5827050209;3;21.8861808777;12.5;5;26.3609591722;
23;3;19.9811096191;12.5;5;26.6209636927;3;21.5;12.5;5;26.3968753815;
24;3;19.9897174835;12.5;5;26.6595270634;3;21.9190635681;12.5;5;26.4332377911;
25;3;19.625;12.9978580475;6;26.6983678341;3;21.5;12.9299716949;5;26.4700255394;
26;3;18.0071334839;13.5;6;26.7374579906;3;21.5;12.9410076141;5;26.5072168112;
27;3;18.625;13.3687286377;6;26.7767686844;3;21.9521656036;12.5;6;26.5447884798;
28;3;19.625;13.3883838654;6;26.8162703514;3;21.9634361267;12.5;6;26.5827163458;
29;3;18.0336608887;13.5;6;26.8559328318;3;21.5;13.2913579941;6;26.6209751368;
30;3;17.0425853729;14.5;6;26.8957252502;3;21.9862918854;12.5;6;26.6595385075;
31;3;16.0515384674;15.5;6;27.9356164932;3;21.9978618622;12.5;6;26.6983793974;
32;3;16.0605144501;16.5;6;28.0255750418;3;22.009513855;12.5;4;26.7374696732;
33;3;16.4445037842;17.5;6;28.1175441742;3;22.0212402344;12.5;4;27.7767804861;
34;3;16.7014465332;18.5;6;28.2115167379;3;22.5;13.8883905411;4;27.8662822247;
35;3;17.0;18.0779743195;6;28.3074806929;3;23.5;13.4081411362;4;27.9579197168;
36;3;16.7441825867;17.5;6;28.4054179192;3;24.0567836761;13.0509872437;4;28.0516872406;
37;3;17.0;17.1349868774;7;28.505304575;3;24.4155063629;12.5;2;28.1475732327;
38;3;18.0;16.2526531219;7;28.6071099043;3;23.5;14.0737867355;2;28.2455604076;
39;3;16.8115997314;15.5;7;28.710796237;3;24.0926761627;13.1349868774;2;28.3456244469;
40;3;16.8349285126;16.5;8;28.8163186312;3;23.8990135193;13.5;2;28.4477344751;
41;3;16.8586711884;17.5;7;28.9236243963;3;23.5;14.2238674164;2;28.551852107;
42;3;17.0;17.2953224182;6;29.0326528549;3;24.5655555725;12.5;2;28.6579307318;
43;3;16.9073467255;16.5;4;29.1433348656;3;24.5973777771;15.5;2;28.7659164667;
44;3;17.0;16.3664226532;3;29.2555930614;3;24.6297740936;18.5;2;28.8757464886;
45;3;16.9575080872;15.5;2;29.3693413734;3;23.9982337952;21.5;2;28.9873492718;
46;3;17.5595283508;18.5;2;29.4844847918;3;23.5;24.5;3;29.1006445885;
47;3;18.5679950714;21.5;2;29.6009199619;3;24.1881561279;27.5;4;29.2155435085;
48;3;19.5763759613;23.5;2;29.718534708;3;23.5;29.4412765503;5;29.3319476843;
49;3;21.0616703033;25.5;3;29.8372087479;3;23.5;29.6659736633;5;29.449750185;
50;3;22.0883712769;27.5;3;29.9568135738;3;24.8349246979;27.5;5;29.5688345432;
51;3;22.7402839661;27.5;5;30.0772132874;3;24.2346439362;28.5;5;29.6890764236;
52;3;22.7673721313;27.5;5;30.1982643604;3;24.1606826782;28.5;4;29.8103430271;
53;3;22.2418174744;28.5;5;30.3198173046;3;24.2573299408;28.5;4;29.9324936867;
54;3;22.2495803833;28.7719516754;5;30.441716671;3;23.5;29.6854057312;4;30.055380106;
55;3;22.2572250366;28.8159122467;5;30.5638020039;3;24.2795581818;28.728427887;5;30.1788477898;
56;3;22.8768558502;27.5;5;30.685908556;3;25.0536556244;27.5;5;30.3027360439;
57;3;22.2571792603;28.5;6;30.8078687191;3;23.5;29.5;5;30.426879406;
58;3;22.9317703247;27.5;7;30.9295127392;3;25.1280651093;27.5;6;30.5511078835;
59;3;22.2865657806;28.5;7;31.0506699085;4;23.5;29.5;5;30.6752486229;
60;3;22.3178253174;28.5;8;31.1691586971;4;23.5;28.8879623413;5;30.7991266251;
