Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;9.0;10.1999998093;4;21.0;
6;2;9.50100040436;11.2650718689;4;24.1066050529;2;10.3000001907;10.0;4;21.0599999428;
7;2;10.4239864349;11.543302536;4;24.5685391426;2;11.3179998398;10.0;4;21.1229639053;
8;2;10.527920723;11.7641716003;4;25.180866003;2;11.336889267;10.0;4;21.6001901627;
9;2;10.6656951904;12.0549411774;4;25.6679409742;2;11.4800567627;10.1999998093;4;22.0082015991;
10;2;10.7752866745;12.2827939987;4;26.0522544384;2;11.6024608612;10.3632001877;4;22.3582868576;
11;2;10.8617572784;12.4589796066;5;26.1668007374;2;11.7074861526;10.4951858521;4;23.5279067755;
12;2;13.7824735641;12.5;5;26.1998585463;2;12.0583724976;11.0209560394;3;24.5268628597;
13;2;15.7824735641;12.5;5;26.233456254;2;14.0583724976;11.4571752548;4;25.3691681623;
14;2;16.8047847748;12.5;5;26.26758039;2;16.0583724976;11.8107032776;4;26.0752547979;
15;2;17.812461853;12.5;5;26.302216053;2;17.1801719666;12.0916318893;4;26.6680037975;
16;2;18.8202552795;12.5;5;26.3373470306;2;18.2261924744;12.3113050461;4;27.1698563099;
17;2;19.8281593323;12.5;5;26.3729559183;2;19.2750034332;12.4808797836;4;27.3801496029;
18;2;19.9339141846;12.5;6;26.4090241194;2;20.3266181946;12.5;4;27.5615134239;
19;2;19.942029953;12.5;6;26.4455316067;2;21.3810272217;12.5;4;27.7520513535;
20;2;19.9502449036;12.5;6;26.4824572802;2;22.3256149292;12.5;4;27.9515185356;
21;2;19.9585533142;12.5;6;26.5197787285;2;22.3854560852;12.5;4;28.1595556736;
22;2;19.9669494629;12.5;6;26.5574725866;2;21.5;13.4478664398;6;28.3756833076;
23;2;19.9754314423;12.5;7;26.5955142975;2;21.5;13.5127048492;6;28.5992991924;
24;3;19.625;12.9786539078;6;26.633878231;2;21.5;13.5797901154;7;28.8296794891;
25;3;17.625;13.9901638031;6;26.6725378036;2;22.5;12.5;7;29.0659828186;
26;3;17.0013217926;14.5;6;26.7114654779;2;21.5;13.5;7;29.3072590828;
27;3;16.0100803375;15.5;6;26.7506330013;2;22.5;12.5;7;29.5524601936;
28;3;16.625;14.3753166199;6;26.7900111675;3;21.5;13.5;6;29.8004574776;
29;3;15.0277519226;14.5;6;26.8295701742;3;20.5;13.5;6;30.0500593185;
30;3;14.4116535187;15.5;6;26.8692797422;4;19.8635158539;14.5;4;45.3000340462;
31;3;14.4205875397;16.5;7;26.9091088772;4;18.5;17.5;4;46.2991337776;
32;3;14.4295492172;17.5;7;26.949026227;4;18.5;18.5;4;47.2154927254;
33;3;14.4385309219;18.5;7;26.9890002012;4;18.5;20.1662139893;4;48.0470700264;
34;3;15.0;17.4944992065;7;27.0289990902;4;18.5;21.2782993317;4;48.7952384949;
35;3;14.4565248489;17.5;7;27.0689907074;4;19.0;22.3883247375;4;49.4639377594;
36;3;15.0;16.5;7;27.108943224;4;20.0;23.4958019257;4;50.0588212013;
37;3;16.0;15.5544719696;7;27.1488244534;4;21.0;24.600276947;5;50.5864825249;
38;3;17.0;14.5744123459;8;27.1886029243;4;21.588104248;25.7013530731;5;51.053832531;
39;3;15.4924354553;14.5;8;27.2282471657;4;21.6648292542;26.7986927032;6;51.373934269;
40;3;14.5013561249;15.5;8;27.2677261829;4;22.7000007629;24.8920097351;6;51.5675787926;
41;3;14.5102386475;16.5;8;27.3070094585;4;22.7000007629;26.4410858154;5;52.7516541481;
42;3;15.0;15.5;9;27.3460669518;4;23.7000007629;27.5257606506;6;52.9559381008;
43;3;16.0;14.6730337143;10;27.3848693371;4;24.7000007629;25.6197319031;6;53.1509182453;
44;3;17.0;13.6924343109;10;27.4233880043;4;26.9863605499;27.6197319031;6;53.3365924358;
45;3;15.5452623367;13.5;10;27.4615955353;4;26.9947776794;29.6197319031;8;53.5130550861;
46;3;14.553858757;14.5;11;27.4994647503;4;29.0033512115;29.9738006592;8;53.6804827452;
47;3;14.562379837;15.5;11;27.5369701385;4;29.0120754242;31.0737991333;8;53.8391252756;
48;3;14.5708179474;16.5;11;27.5740866661;4;29.7000007629;33.0737991333;10;53.9892883301;
49;3;15.0;18.5;12;27.6107909679;4;31.4500007629;31.1621780396;10;54.1313221455;
50;3;16.5874290466;19.5;12;27.6470603943;4;32.4500007629;31.1777954102;10;54.2656128407;
51;3;17.5955886841;20.5;12;27.6828734875;4;32.8732681274;31.193649292;11;54.3255085945;
52;3;18.0;21.5;13;27.7182102203;5;32.8800010681;31.209733963;8;64.3609591722;
53;3;19.6115970612;22.5;13;27.7530519962;5;33.8800010681;32.2260437012;8;64.796875;
54;3;20.244436264;22.5;13;27.7873811722;5;34.8800010681;33.2425613403;9;65.2076375484;
55;3;20.252161026;22.5;13;27.8211815357;6;35.2669754028;33.5999984741;8;65.5919642448;
56;3;20.259765625;22.5;13;27.8544380665;6;34.8800010681;35.2762145996;8;65.9492515326;
57;3;20.2672481537;22.5;13;27.887137413;6;34.8800010681;36.2933197021;9;66.2795068026;
58;3;20.2746067047;22.5;13;27.9192671776;6;34.8800010681;37.3106040955;9;66.5832589865;
59;3;19.625;23.5;14;27.9508166313;6;35.3073348999;37.5999984741;9;66.8614631891;
60;3;19.625;23.9754085541;15;27.9817759991;6;35.3176651001;38.5999984741;10;67.1153995991;
