Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;9.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;10.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;11.0;10.0;5;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;11.0;10.0;5;20.3999996185;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;11.2179203033;10.5631999969;4;21.9903717041;
11;1;10.6065406799;12.4589796066;3;25.0;2;11.2971115112;10.4951858521;4;23.1519120932;
12;2;13.5272569656;12.6999998093;2;26.0;2;11.6125736237;11.0209560394;4;24.145229578;
13;2;15.5272569656;12.5;2;26.0900000334;2;13.6125736237;11.4571752548;5;25.9014149904;
14;2;16.7725067139;12.5;3;26.1871190071;2;15.6125736237;12.2689905167;5;27.3867065907;
15;3;17.7943592072;12.5;2;26.2917383909;2;16.6125736237;12.939125061;5;28.6116039753;
16;3;18.8178977966;12.5;2;26.4042263031;2;17.6125736237;13.4724435806;5;29.6070269346;
17;3;19.8432064056;12.5;2;26.5249304771;2;18.6125736237;13.8840417862;5;30.4136435986;
18;3;19.9681091309;12.5;2;26.6541694403;2;19.6125736237;14.1939220428;5;31.0733578205;
19;3;19.9971885681;12.5;2;26.7922235727;2;20.6125736237;14.422750473;6;31.4455661774;
20;3;20.0282497406;12.5;2;26.9393253326;2;21.6125736237;14.5;6;31.67922616;
21;3;20.0613479614;12.5;2;27.0956480503;2;22.6125736237;14.5;6;31.9289507866;
22;3;20.0965213776;12.5;2;27.261295557;2;22.7000007629;14.5;6;32.1946372986;
23;3;20.1337909698;12.5;2;27.4362905025;2;22.7000007629;14.5;6;32.4759366512;
24;3;20.1731643677;12.5;2;27.6205644608;2;22.7000007629;14.5;6;32.7722277641;
25;3;20.2146263123;12.5;2;27.8139474392;2;23.7000007629;14.5;7;33.0825982094;
26;3;20.2581386566;12.5;2;28.016159296;2;23.924779892;14.5;4;33.0058341026;
27;3;19.625;13.5;2;28.2268030643;2;23.9017505646;14.3000001907;4;32.9804196358;
28;3;19.625;14.113401413;2;28.445360899;2;22.4720001221;15.1199998856;4;33.0005550385;
29;3;19.625;14.2226800919;2;28.6711919308;2;22.3747997284;15.9580001831;4;33.0605754852;
30;3;18.4510192871;13.5;2;28.9035346508;2;21.3747997284;14.9580001831;4;33.1549568176;
31;3;17.5032958984;14.5;2;29.141512394;2;21.1126976013;15.9580001831;4;33.2783317566;
32;3;16.5568408966;15.5;2;29.3841423988;2;20.3747997284;14.9580001831;4;33.4255232811;
33;3;15.6114320755;16.5;2;29.6303496361;2;19.3747997284;14.9580001831;4;33.5915799141;
34;4;16.625;16.0;1;30.8789830208;2;19.3747997284;15.9580001831;4;33.7718281746;
35;4;18.625;16.0;1;31.1688365936;2;18.3747997284;14.9580001831;4;33.9619235992;
36;4;17.8590011597;14.5;2;31.4598546028;2;19.3747997284;15.1973571777;4;34.1578912735;
