Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;11.0;5;20.0;
3;2;8.14999961853;10.0;4;22.1200000048;1;8.0;10.0;5;20.0;
4;2;8.31799983978;10.5;4;23.0930562019;1;9.0;10.0;5;20.0;
5;2;8.46395874023;10.9200000763;4;23.9303956032;1;9.0;10.0;4;20.0;
6;2;9.59105682373;11.2650718689;4;24.6492825747;1;10.0;10.0;4;20.0;
7;2;10.5460891724;11.543302536;4;25.2697491646;1;11.0;10.0;4;20.0;
8;2;10.6856927872;11.7641716003;4;26.0647602081;1;11.0;10.0;4;20.3999996185;
9;2;10.8645715714;12.0549411774;4;26.7559332848;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;11.0200843811;12.2827939987;4;27.366976738;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;11.1575698853;12.4589796066;5;27.7319030762;1;11.2971115112;10.4951858521;4;22.0419120789;
12;2;14.078286171;12.5;5;28.0397365093;1;11.6125736237;11.0209560394;5;22.9143505096;
13;2;16.0782852173;12.5;5;28.3728995323;1;13.2971115112;11.4571752548;5;23.6214065552;
14;2;17.2861595154;12.5;5;28.7313408852;1;14.2971115112;11.8107032776;5;24.1832637787;
15;2;18.3668079376;12.5;5;29.1144995689;2;16.2971115112;12.2916316986;4;25.6226100922;
16;2;19.4530181885;12.5;5;29.521238327;2;18.2971115112;12.3113050461;4;25.9917595387;
17;2;20.5445346832;12.5;5;29.949795723;2;19.6061115265;12.4808797836;4;26.0605909824;
18;2;20.7387046814;12.5;6;30.3977622986;2;20.6152877808;12.5;4;26.091766119;
19;2;20.8394966125;12.5;6;30.8620905876;2;21.6246414185;12.5;5;26.1235172749;
20;2;20.9439697266;12.5;6;31.3391423225;2;21.8370552063;12.5;5;26.1558350325;
21;2;21.0513076782;12.5;7;31.824775219;2;21.8467502594;12.5;5;26.1887089014;
22;3;19.625;13.5;5;32.3144683838;2;21.8566131592;12.5;5;26.2221269608;
23;3;19.625;14.5;5;32.8034796715;2;21.8666381836;12.5;5;26.2560760975;
24;3;20.625;12.5;5;33.2870235443;2;21.8768234253;12.5;5;26.2905418873;
25;3;19.4895801544;13.5;5;33.7604589462;2;21.8871631622;12.5;5;26.3255085945;
