Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;10.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;11.0;10.0;6;20.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;11.0;10.1999998093;5;21.3999996185;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;11.4200000763;10.1999998093;5;21.7964004278;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;11.5389204025;10.3632001877;5;22.1345227957;
11;2;10.6065406799;12.6589794159;4;26.0;2;11.6403570175;10.4951858521;5;23.2873874903;
12;2;13.5272569656;12.5;3;26.0299999714;2;11.9862165451;11.0209560394;5;24.268861413;
13;2;15.5272569656;12.5;3;26.0605909824;2;13.9862165451;11.4571752548;5;25.093021512;
14;2;16.7658901215;12.5;3;26.091766119;2;15.9862165451;11.8107032776;4;25.7803837061;
15;2;17.7729034424;12.5;2;26.1235172749;2;16.7341156006;12.0916318893;2;26.3539340496;
16;2;18.7800483704;12.5;2;26.1558350325;2;16.9061813354;12.3113050461;2;26.8362411261;
17;2;19.7873191833;12.5;2;26.1887089014;2;17.0508728027;12.4808797836;2;27.0267930031;
18;2;19.8924598694;12.5;3;26.2221269608;2;17.1080379486;12.5;2;27.1883933544;
19;2;19.8999786377;12.5;4;26.2560760975;2;19.1450462341;12.5;3;27.3593420982;
20;2;19.907617569;12.5;5;26.2905418873;2;20.1963310242;12.5;2;27.5396113396;
21;2;19.9153709412;12.5;4;26.3255085945;2;21.25041008;12.5;2;27.7290761471;
22;2;19.9232387543;12.5;3;26.3609591722;2;21.488527298;13.3187227249;2;27.9275052547;
23;2;19.625;12.5;4;26.3968753815;2;21.5;13.3782520294;2;28.1345529556;
24;2;19.625;12.5;4;26.4332377911;2;21.5;13.4403657913;2;28.3497540951;
25;2;19.625;12.5;4;26.4700255394;2;22.5;12.5;3;28.5725209713;
26;2;19.625;12.9410076141;3;26.5072168112;3;22.5717563629;12.5;2;28.8021440506;
27;2;19.625;13.2536087036;3;26.5447884798;3;21.5;13.5;4;29.0377955437;
28;2;19.625;13.2723941803;3;26.5827163458;3;21.5;14.5;4;29.2785372734;
29;2;19.9811115265;12.5;1;26.6209751368;3;22.5;12.5;4;29.523332119;
30;2;19.625;12.5;1;26.6595385075;3;22.857000351;12.5;4;29.7710599899;
31;2;19.625;12.5;1;26.6983793974;3;22.9313182831;12.5;4;30.0205359459;
32;2;19.625;12.5;1;26.7374696732;3;21.5;13.5;4;30.2705316544;
33;2;19.625;12.5;2;26.7767804861;3;22.5;12.5;4;30.5197997093;
34;2;19.625;12.5;2;26.8162822723;3;23.1559410095;12.5;4;30.76709795;
35;2;19.625;12.5;3;26.8559447527;3;21.5;13.5;4;31.0112137794;
36;2;19.625;12.5;4;26.8957372904;3;22.5;12.5;3;31.2509884834;
37;2;19.625;12.5;5;26.9356285334;3;23.3752975464;12.5;3;31.4853386879;
38;2;19.625;12.5;4;26.9755871296;3;21.5;13.5;4;31.7132763863;
39;2;19.625;12.5;4;27.015581131;3;21.5;14.5;4;31.9339232445;
40;2;19.625;12.5;3;27.0555787086;3;22.5;12.5;3;32.146522522;
41;2;19.625;12.5;3;27.0955479145;3;21.5;13.5;3;32.350446701;
42;2;19.625;12.5;3;27.135456562;3;21.5;14.5;3;32.5452008247;
43;2;19.625;12.5;3;27.17527318;3;22.5;12.5;3;32.7304205894;
44;2;19.625;14.5;4;27.2149660587;3;23.5;14.5;2;33.9058685303;
45;2;19.625;16.5;3;27.2545039654;3;22.5;17.5;2;34.1014273167;
46;2;19.625;18.5;3;27.293856144;3;24.5;20.5;2;35.6991102695;
47;2;19.625;20.5;4;27.3329925537;3;25.875;23.5;3;37.0176103115;
48;2;19.625;22.5;4;27.3718836308;3;26.77775383;26.5;3;38.0901215076;
49;2;19.625;22.5;4;27.4105007648;3;25.0037136078;29.5;3;38.9569214582;
50;2;19.625;22.5;6;27.4488155842;3;24.56524086;31.2754020691;3;39.6579090357;
51;2;19.625;22.5;6;27.4868011475;3;24.6893692017;32.4822807312;4;39.9639406204;
52;2;19.625;22.5;6;27.5244314671;3;24.7000007629;33.5;4;40.2178776264;
53;2;19.625;22.5;7;27.5616812706;3;24.7000007629;34.4808998108;4;40.4553844929;
54;2;19.625;22.5;8;27.5985264778;3;25.7000007629;32.4808998108;5;40.6768918037;
55;3;19.625;22.5;6;27.6349442005;3;26.7000007629;31.4808998108;6;40.8829966784;
56;3;19.625;22.5;6;27.6709127426;3;24.7000007629;32.4808998108;6;41.0744247437;
57;3;19.625;22.5;7;27.7064116001;3;25.7000007629;30.4808998108;7;41.2519929409;
58;3;19.625;22.5;7;27.7414214611;3;24.7000007629;31.4808998108;7;41.4165768623;
59;3;19.625;22.5;7;27.7759244442;3;24.7000007629;32.4808998108;7;41.5072168112;
60;3;19.625;22.5;7;27.8099038601;3;24.7000007629;33.4808998108;7;41.5447884798;
61;3;19.625;22.5;8;27.84334445;3;24.7000007629;34.4808998108;8;41.5827163458;
62;3;19.625;22.5;8;28.8762321472;3;25.7000007629;32.4808998108;10;41.6209751368;
63;3;21.272151947;23.5;8;28.9485542774;3;24.7000007629;33.4808998108;10;41.6595385075;
