Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;10.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;11.0;10.0;5;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;11.0;10.0;5;20.3999996185;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;10.5272569656;12.2827939987;3;24.9179592133;1;11.2179203033;10.3632001877;5;20.9903717041;
11;1;10.6065406799;12.4589796066;4;25.0;1;11.2971115112;10.4951858521;5;22.0419120789;
12;1;12.5272569656;12.5;4;25.0;1;11.6125736237;11.0209560394;5;22.9143505096;
13;1;13.5272569656;12.5;4;25.0;1;12.6125736237;11.4571752548;5;23.6214065552;
14;1;14.5272569656;12.5;4;25.0;1;13.6125736237;11.8107032776;5;24.1832637787;
15;1;15.5272569656;12.5;4;25.0;1;14.2549791336;12.0916318893;4;24.6226100922;
16;1;16.527256012;12.5;4;25.0;1;14.3867835999;12.3113050461;4;24.9617595673;
17;1;17.527256012;12.5;5;25.0;1;14.488527298;12.4808797836;4;25.0;
18;1;17.625;12.5;4;25.0;1;16.3867835999;12.5;4;25.0;
19;1;17.625;12.5;5;25.0;1;17.3867835999;12.5;4;25.0;
20;1;17.625;12.5;5;25.0;1;18.3867835999;12.5;4;25.0;
21;1;17.625;12.5;5;25.0;1;19.3867835999;12.5;3;25.0;
22;2;17.625;12.5;5;25.0;1;19.5;12.5;3;25.0;
23;2;17.625;12.5;5;25.0;1;19.5;12.5;3;25.0;
24;2;17.625;12.5;6;25.0;2;19.5;12.5;2;25.0;
25;2;17.625;12.5;6;25.0;2;19.5;12.5;3;25.0;
26;2;17.625;12.5;6;25.0;2;19.5;12.5;3;25.0;
27;2;17.625;12.5;6;25.0;2;19.5;12.5;4;25.0;
28;2;17.625;12.5;6;25.0;2;19.5;12.5;4;25.0;
29;2;17.625;12.5;5;25.0;2;19.5;12.5;4;25.0;
30;2;17.625;12.5;5;25.0;2;19.5;12.5;4;25.0;
31;2;17.625;12.5;5;25.0;2;19.5;12.5;4;25.0;
32;2;17.625;12.5;5;25.0;2;19.5;12.5;4;25.0;
33;2;17.625;12.5;5;25.0;2;19.5;12.5;4;26.0;
34;2;17.625;12.5;3;25.0;2;20.5;13.0;4;26.0299999714;
35;2;17.625;12.5;3;25.0;2;21.5;12.5;4;26.0605909824;
36;2;17.625;12.5;3;25.0;2;21.5;13.030295372;4;26.091766119;
37;2;17.625;12.5;3;25.0;2;21.8275299072;12.5;4;26.1235172749;
38;2;17.625;12.5;4;25.0;2;21.8370552063;12.5;4;26.1558350325;
39;2;17.625;12.5;5;25.0;2;21.5;13.077917099;4;26.1887089014;
40;2;17.625;12.5;6;25.0;2;21.8566131592;12.5;4;26.2221269608;
41;2;17.625;12.5;6;25.0;2;21.8666381836;12.5;5;26.2560760975;
42;2;17.625;12.5;6;25.0;2;21.8768234253;12.5;5;26.2905418873;
43;2;17.625;12.5;7;25.0;2;21.8871631622;12.5;5;26.3255085945;
44;2;17.625;12.5;7;25.0;2;21.8976516724;12.5;5;26.3609591722;
45;2;17.625;12.5;7;25.0;2;19.9082870483;13.5;5;26.3968753815;
46;2;17.625;12.5;7;25.0;2;20.5;15.5;5;26.4332377911;
47;2;17.625;12.5;8;25.0;3;21.5;17.5;5;26.4700255394;
48;2;17.625;13.5;8;25.0;3;21.5;19.5;5;26.5072168112;
49;2;17.625;14.5;8;25.0;3;21.9521656036;21.5;5;26.5447884798;
50;2;17.625;15.5;9;25.0;3;21.9634361267;22.5;5;26.5827163458;
51;2;17.625;16.5;9;25.0;3;21.9748153687;22.5;6;26.6209751368;
52;2;17.625;17.5;10;25.0;3;21.5;23.3104877472;6;26.6595385075;
53;2;17.625;17.5;10;25.0;3;21.9978618622;22.5;6;26.6983793974;
54;2;17.625;17.5;10;25.0;3;21.5;23.3491897583;6;26.7374696732;
55;2;17.625;17.5;10;25.0;3;22.0212402344;22.5;6;26.7767804861;
56;2;17.625;17.5;10;25.0;3;22.033033371;22.5;6;27.8162822723;
57;2;17.625;17.5;10;25.0;3;23.044883728;23.5;6;27.9459447861;
58;2;17.625;17.5;10;25.0;3;24.0567836761;24.5;6;28.0828562975;
59;2;17.625;17.5;11;25.0;3;24.4248580933;25.5;6;28.2273669243;
60;2;17.625;17.5;12;25.0;3;24.4682102203;26.5;7;28.3798134327;
61;2;17.625;17.5;12;25.0;3;24.5139446259;27.5;7;28.5405116081;
62;2;17.625;17.5;12;25.0;3;24.104675293;28.2624664307;9;28.7097481489;
63;2;17.625;17.5;13;25.0;3;23.9962501526;28.5;10;28.8877714872;
64;2;17.625;17.5;14;25.0;4;24.1286640167;28.396112442;9;29.0747818947;
65;2;17.625;17.5;13;25.0;4;23.5;28.4696617126;9;29.2709212303;
66;3;18.625;18.5;12;26.0;4;22.7812767029;28.5;10;29.4762616158;
67;3;19.625;19.5;13;26.0399999619;4;22.5;28.5;10;29.6907944679;
68;3;19.625;20.5;13;26.0811839104;4;23.5;28.7181453705;10;29.9144206047;
69;3;19.625;21.5;13;26.1235535145;4;23.5;28.8102817535;10;30.1469399929;
70;3;19.8777999878;22.5;13;26.1671074629;4;23.5;29.9069747925;11;31.3880429268;
71;3;19.8875999451;22.5;13;26.211841464;5;25.4048480988;29.6859416962;10;31.7273038626;
72;3;19.625;22.5;13;26.2577478886;5;26.4680404663;29.5;10;33.170368433;
73;3;19.625;22.5;13;26.3048160076;5;26.8432884216;31.0;10;34.4181588888;
74;3;19.625;22.5;14;26.3530313969;5;26.0340003967;33.3899993896;11;35.5053253174;
75;3;19.625;22.5;14;26.4023760557;5;26.2123565674;35.6872596741;11;36.4677306414;
76;4;19.625;22.5;12;39.2028282881;5;27.3458442688;34.9097442627;11;37.1901749372;
77;4;18.625;24.5;12;39.8918623924;5;26.3999996185;36.3220863342;10;37.7560548782;
78;4;20.625;24.5;12;40.5284795761;5;26.3999996185;37.4689865112;11;38.3450863361;
79;4;21.625;25.5;12;41.2846398354;5;26.3999996185;38.2148895264;11;38.956196785;
80;5;21.625;26.5;11;43.0062283278;5;27.3999996185;36.388759613;11;40.5880284309;
81;5;21.8500003815;28.0;11;44.4413039684;5;29.1326293945;36.9909515381;11;41.2989284992;
82;5;22.0255012512;28.3899993896;12;45.625217557;5;28.3999996185;39.193145752;12;42.0299036503;
83;6;22.1592674255;28.6872596741;12;46.5969656706;5;29.3999996185;39.4095458984;12;42.7787579298;
84;7;22.2593841553;28.9097423553;11;61.7462806702;5;30.3999996185;40.6398429871;12;43.5429782867;
85;7;23.2999992371;30.0;11;62.8151900768;5;30.4879837036;41.8834686279;12;44.3197396994;
86;7;24.2999992371;31.0;12;63.7682137489;5;28.4879837036;43.8046875;13;45.1059225798;
87;7;25.2999992371;32.0;12;64.6115796566;5;29.4879837036;43.1097297668;13;45.8981370926;
88;7;25.2999992371;34.0;14;65.1974232197;5;30.4879837036;43.4261322021;14;46.6927646399;
89;7;26.2999992371;36.0;14;65.6945996284;5;28.4879837036;43.9689903259;14;47.4860136509;
90;7;27.2999992371;37.0;14;66.1370580196;5;29.4879837036;44.0855827332;13;48.2739940882;
91;7;28.2999992371;38.0;14;66.5306415558;5;28.3999996185;45.4242935181;14;49.0528005362;
92;8;28.6056976318;39.0;17;66.8812994957;5;29.3999996185;44.7658004761;14;49.8186089993;
93;8;29.3754348755;40.0;17;67.082804203;5;30.3999996185;45.107585907;14;50.5677750111;
94;8;30.3999996185;41.0;17;67.2035636902;5;31.1270980835;44.4353790283;15;51.2969331741;
95;8;31.3999996185;42.0;17;67.3251850605;5;31.1791763306;45.7199287415;15;52.0030879974;
96;8;31.5;43.0;17;67.4473793507;5;29.1791763306;47.1100273132;15;52.6836843491;
97;8;31.5;44.0;17;67.5698516369;5;30.1791763306;46.4290618896;16;53.3366599083;
98;8;31.5;45.0;17;68.6923029423;5;28.3999996185;43.2620010376;16;53.9604744911;
99;8;30.5;48.0;16;68.8744330406;5;28.3999996185;42.2620010376;17;54.5541136265;
100;8;30.5;51.0;17;69.0589082241;5;28.3999996185;45.2620010376;16;55.0603969097;
101;8;30.5;51.0;18;69.2455047369;5;29.3999996185;45.6537437439;16;55.4576129913;
102;8;28.5;54.0;18;69.4339981079;5;30.3999996185;46.7124252319;18;55.8344502449;
103;8;27.5;57.0;19;69.6241656542;5;31.3999996185;47.7718811035;18;56.1909787655;
104;8;27.5;56.0;20;69.8157867193;5;31.3999996185;48.3056945801;18;56.5275650024;
105;9;25.5;58.0;19;70.008644104;5;31.3999996185;48.5170631409;19;56.8448090553;
