Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;11.0;5;20.0;2;8.0;11.3000001907;3;21.0;
5;1;10.0;10.0;5;20.0;2;8.14999961853;10.0;3;21.0900000334;
6;1;11.0;10.0;5;20.0;2;9.24524974823;10.0;3;21.1871190071;
7;1;12.0;10.0;5;20.0;2;9.76710128784;10.0;3;21.2917383909;
8;1;13.0;10.0;4;20.3999996185;2;9.79064083099;10.0;3;21.817143321;
9;1;14.0;10.1999998093;4;20.7264003754;2;9.90885734558;10.1999998093;3;22.2793469429;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;10.0128526688;10.3632001877;3;22.6900259256;
11;1;14.8187427521;10.9097137451;4;22.7316036224;2;10.1052560806;10.4951858521;3;23.9506295919;
12;1;15.2292222977;11.3658018112;4;23.4745616913;2;10.3888921738;11.0209560394;3;25.0538563728;
13;1;16.8187427521;11.7372808456;4;24.0673980713;2;12.2042226791;11.4571752548;3;26.0146684647;
14;1;17.8187427521;12.0336990356;4;24.5325260162;2;14.2042226791;11.8107032776;3;26.8543052673;
15;1;18.8187427521;12.2662630081;4;24.892534256;2;16.2042217255;12.0916318893;4;27.5962526798;
16;1;19.8187427521;12.446267128;4;25.0;3;17.3919029236;12.3113050461;3;28.2632865906;
17;1;20.8187427521;12.5;4;25.0;3;18.4656772614;12.4808797836;3;28.6547400951;
18;1;21.8187427521;12.5;5;25.0;3;19.5451507568;12.5;3;29.0328326225;
19;1;22.8187427521;12.5;5;25.0;3;20.5323867798;12.5;4;29.4347915649;
20;1;23.25;12.5;5;25.0;3;20.6228275299;12.5;4;29.8589887619;
21;1;23.25;12.5;5;25.0;3;20.7182731628;12.5;4;30.3031497002;
22;1;23.25;12.5;6;25.0;3;20.8182086945;12.5;4;30.7643566132;
23;1;23.25;12.5;7;25.0;3;20.9219799042;12.5;4;31.2390885353;
