Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;4;21.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.6999998093;4;21.0;
4;1;14.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
5;1;15.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
6;1;16.0;10.0;5;20.3999996185;1;9.14999961853;10.5;4;21.0;
7;1;17.0;10.1999998093;5;20.7264003754;1;9.72500038147;10.5;4;21.0;
8;2;18.0358409882;10.3632001877;4;22.8194274902;1;9.72500038147;10.5;4;21.4200000763;
9;2;18.6916561127;10.9097137451;4;23.7716035843;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;20.6916561127;11.3658018112;4;24.5557456017;1;9.8956489563;10.8792181015;4;22.0;
11;2;22.6916561127;11.7372808456;4;25.1909515858;1;9.94999980927;11.0;4;23.5400009155;
12;2;23.7657871246;12.0336990356;5;25.6996334791;1;10.296500206;11.7700004578;4;24.8252849579;
13;2;24.7919197083;12.2662630081;5;26.10437572;1;11.9499998093;12.4126424789;4;25.8616695404;
14;2;25.8187599182;12.446267128;5;26.2577478886;1;12.9499998093;12.9308347702;4;26.6732940674;
15;2;26.8463039398;12.5;5;26.3048160076;1;13.9499998093;13.3366470337;5;27.2939033508;
16;2;27.874546051;12.5;5;26.3530313969;2;14.9499998093;13.6469516754;4;27.759563446;
17;2;28.9034748077;12.5;5;26.4023760557;2;15.9499998093;13.879781723;4;28.0;
18;2;29.841424942;12.5;5;26.4528282881;2;16.9500007629;14.0;5;28.0;
