Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;15.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;16.0;10.0;6;20.3999996185;1;9.14999961853;10.5;5;21.0;
7;1;17.0;10.1999998093;6;20.7264003754;1;9.72500038147;10.5;5;21.0;
8;1;17.4358406067;10.3632001877;6;21.8194274902;1;9.72500038147;10.5;5;21.4200000763;
9;2;18.6916561127;10.9097137451;5;23.7316036224;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;20.6916561127;11.3658018112;5;24.6045616865;1;9.8956489563;10.8792181015;5;22.0;
11;2;22.6916561127;11.7372808456;5;25.3428291082;1;9.94999980927;11.0;5;23.5400009155;
12;2;23.8569145203;12.0336990356;4;25.9702501297;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;24.582151413;12.2662630081;4;26.5108692646;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;24.9065208435;12.446267128;3;26.8187118769;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;25.0912265778;12.5;3;27.0402543545;1;13.9499998093;13.3366470337;6;27.2939033508;
16;2;27.1596717834;12.5;2;27.2842636108;1;14.9499998093;13.6469516754;6;27.759563446;
17;2;28.3060779572;12.5;2;27.5518820286;1;15.9499998093;13.879781723;6;28.0;
18;2;29.4666500092;12.5;3;27.8440244198;1;16.9500007629;14.0;6;28.0;
19;2;28.9355201721;12.5;3;28.1613030434;1;17.9500007629;14.0;6;28.0;
20;2;29.0;12.5;5;28.5039470196;1;18.2999992371;14.0;6;28.0;
21;2;29.0;12.5;5;28.871723175;1;18.2999992371;14.0;6;28.0;
22;2;29.0;12.5;5;29.263862133;1;18.2999992371;14.0;6;28.0;
23;2;29.0;12.5;5;29.6789975166;1;18.2999992371;14.0;6;28.0;
24;2;29.0;12.5;5;30.1151270866;1;18.2999992371;14.0;6;28.0;
25;2;29.0;12.5;4;30.5695996284;1;18.2999992371;14.0;8;28.0;
26;2;29.0;12.5;3;31.0391392708;1;18.2999992371;14.0;8;28.0;
27;2;29.0;12.5;2;31.5199065208;1;18.2999992371;14.0;9;28.0;
28;2;29.0;12.5;2;32.007601738;1;18.2999992371;14.0;9;28.0;
29;2;29.0;12.5;2;32.4976010323;1;18.2999992371;14.0;9;28.0;
30;2;29.0;12.5;2;32.9851250648;1;18.2999992371;14.0;9;28.0;
31;2;29.0;12.5;3;33.465420723;1;18.2999992371;14.0;9;28.0;
32;2;29.0;12.5;2;33.9339466095;1;18.2999992371;14.0;9;28.0;
33;2;29.0;14.5;2;34.3865451813;1;18.2999992371;14.0;9;28.0;
34;2;29.0;16.5;4;34.8195896149;1;18.2999992371;14.0;9;28.0;
35;2;29.0;18.5;5;35.2300891876;1;18.2999992371;14.0;9;28.0;
36;2;29.0;20.5;5;35.6157541275;1;18.2999992371;14.0;9;28.0;
37;2;29.0;22.5;5;35.9750175476;1;18.2999992371;14.0;10;28.0;
38;2;29.0;22.5;5;36.307009697;1;18.2999992371;14.0;10;28.0;
39;3;29.0;22.5;4;36.6115064621;1;18.2999992371;14.0;11;28.0;
40;3;29.0;22.5;4;36.8888463974;1;18.2999992371;14.0;11;28.0;
41;3;30.0;22.5;5;37.1398382187;1;18.2999992371;14.0;11;28.0;
42;3;31.0;22.5;5;37.3656587601;1;18.2999992371;14.0;11;28.0;
43;3;32.0;22.5;5;37.5677556992;1;18.2999992371;14.0;12;28.0;
44;3;33.0;22.5;4;37.747756958;1;18.2999992371;14.0;12;28.0;
45;3;34.0;22.5;4;37.9073896408;1;18.2999992371;14.0;12;28.0;
46;3;35.0;22.5;4;38.0;1;18.2999992371;14.0;13;28.0;
47;3;36.0;22.5;5;39.0;1;18.2999992371;14.0;13;28.0;
48;3;37.7999992371;23.5;5;39.0299999714;1;18.2999992371;14.0;13;28.0;
49;3;38.7999992371;24.5;6;39.0605909824;1;18.2999992371;15.0;14;28.0;
50;3;38.7999992371;25.5;7;39.091766119;1;18.2999992371;16.0;14;28.0;
51;3;38.7999992371;26.5;8;39.1235172749;1;18.2999992371;17.0;15;28.0;
52;3;38.7999992371;27.5;8;40.5570706129;1;18.2999992371;18.0;15;28.0;
53;3;39.6339988708;28.5835342407;9;41.7312829494;2;18.2999992371;19.0;11;38.0;
54;3;40.3116874695;28.9959011078;10;42.6822892427;2;19.2999992371;20.0;12;38.3999996185;
55;3;40.8547477722;29.3161144257;10;43.4482914209;2;20.2999992371;21.0;12;38.7743997574;
56;3;41.2861099243;29.5621299744;10;43.9170876741;2;21.2999992371;22.0;13;39.1219387054;
57;3;41.5384597778;29.6764945984;11;44.1755578518;2;22.2999992371;23.0;13;39.4420347214;
58;3;41.6639328003;29.7011680603;9;44.4072434902;2;22.8744564056;24.0;14;39.7347183228;
59;3;41.7726745605;29.0;9;44.5043187141;2;22.9403114319;24.0;14;40.0005426407;
60;3;41.7999992371;29.7521591187;10;44.556904912;2;23.0001220703;24.0;16;40.2404880524;
61;3;41.7999992371;29.7784519196;10;44.6105105877;2;23.0541095734;24.0;16;40.4558610916;
62;3;41.7999992371;29.8052558899;13;44.6650986671;2;23.1025676727;24.0;16;40.6481971741;
63;4;41.7999992371;29.8325500488;12;44.7206280231;2;23.1458435059;24.0;16;40.8191757202;
64;4;41.7999992371;29.8603134155;12;44.777053833;2;23.1843147278;24.0;17;40.9705476761;
65;4;41.7999992371;29.8885269165;13;44.8343273401;2;23.218372345;24.0;17;41.0;
66;4;41.7999992371;29.9171638489;13;44.8923960924;2;23.2249984741;24.0;18;41.0;
67;4;41.7999992371;31.8885269165;13;44.9512042999;2;23.2249984741;24.0;19;41.0;
68;4;41.7999992371;32.8885269165;13;45.0106925964;2;23.2249984741;24.0;19;41.0;
69;4;41.7999992371;33.8885269165;14;45.0707983971;2;23.2249984741;24.0;20;41.0;
70;4;41.7999992371;34.8885269165;14;45.1314563751;2;23.2249984741;24.0;20;41.0;
