Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;15.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;1;16.0;10.0;4;20.3999996185;1;9.14999961853;10.5;5;21.0;
7;2;17.6000003815;10.1999998093;3;21.7264003754;1;9.72500038147;10.5;5;21.0;
8;2;18.0358409882;10.3632001877;3;22.8594274521;1;9.72500038147;10.5;5;21.4200000763;
9;2;18.7156562805;10.9097137451;3;23.8127875328;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;20.7156562805;11.3658018112;3;24.5981152058;1;9.8956489563;10.8792181015;5;22.0;
11;2;22.7156562805;11.7372808456;3;25.2345055342;1;9.94999980927;11.0;5;23.5400009155;
12;2;23.7919197083;12.0336990356;4;25.7443674803;2;10.296500206;11.970000267;5;25.8252849579;
13;2;24.8187599182;12.2662630081;4;26.1502821445;2;12.1750001907;12.4126424789;5;27.021669507;
14;2;25.8463039398;12.446267128;4;26.3048160076;2;14.1750001907;12.9308347702;5;28.0170379877;
15;2;26.874546051;12.5;4;26.3530313969;2;16.1749992371;13.3366470337;5;28.8480272293;
16;2;27.9034748077;12.5;3;26.4023760557;2;17.2996768951;13.6469516754;5;29.5537353754;
17;2;28.9330806732;12.5;3;26.4528282881;2;18.3536891937;13.879781723;5;30.0669906139;
18;2;29.8716964722;12.5;3;26.5043625832;2;19.4150733948;14.0;5;30.375654459;
19;2;29.9026184082;12.5;4;26.5569496155;2;20.4845237732;14.0;5;30.7230784893;
20;2;29.9341697693;12.5;4;26.6105561256;2;20.9126911163;14.0;5;31.1118502617;
21;3;29.0;13.5;3;26.6651450396;2;21.0001659393;14.0;5;31.544028759;
22;3;29.0;12.5;3;26.72067523;2;21.0974063873;14.0;5;32.0209121704;
23;3;29.0;13.5;3;26.7771017551;2;21.2047042847;14.0;6;32.5427899361;
24;3;29.0;13.743970871;4;26.8343759775;2;21.3221263885;14.0;6;33.1086950302;
25;4;29.0;13.7840633392;3;26.8924454451;2;21.4494552612;14.0;6;33.7161855698;
26;4;29.0;13.8247117996;3;26.9512542486;2;21.5861415863;14.0;6;34.3611893654;
27;4;29.0;13.8658781052;3;27.0107431412;2;21.7312660217;14.0;7;35.0379443169;
28;4;29.0;13.9075202942;3;27.0708494186;2;21.8835372925;14.0;7;35.7390680313;
29;4;29.0;13.9495944977;3;27.1315076351;2;22.0412902832;14.0;7;36.4557781219;
30;4;29.0;13.9920549393;3;27.1926498413;2;20.2025489807;15.0;7;37.1782588959;
31;4;29.0;14.0348548889;3;28.2542052269;2;19.36510849;16.0;7;37.8961582184;
32;4;30.0;17.0348548889;3;28.3561010361;2;18.5266342163;17.0;7;38.5991659164;
33;4;31.0;20.0348548889;3;28.459446907;2;17.6848106384;18.0;7;39.2776012421;
34;4;31.6487102509;23.0348548889;3;28.5641682148;2;16.8374595642;19.0;7;39.9229507446;
35;4;31.6741333008;26.0348548889;3;28.6701868773;2;16.6826629639;20.0;7;40.5282850266;
36;4;31.7002639771;29.0348548889;4;29.7774208784;2;16.818862915;21.0;7;41.088514328;
37;4;32.727104187;30.2959060669;5;29.9257843494;2;16.9449157715;22.0;7;41.6004695892;
38;4;33.754650116;31.3396263123;5;30.076372385;2;17.0601062775;23.0;8;42.0628213882;
39;4;34.4315986633;32.3832626343;6;30.2290949821;2;17.1641349792;24.0;8;42.4758720398;
40;4;34.48595047;33.4267578125;7;30.3838560581;2;17.2570705414;25.0;8;42.8412618637;
41;4;34.5416908264;34.4700622559;8;30.5405540466;2;17.3392829895;26.0;9;43.1616458893;
42;4;34.5988006592;34.5131187439;8;30.6990818977;2;17.4113693237;27.0;9;43.4403705597;
43;4;34.6572647095;34.5558776855;8;30.8593275547;2;18.4740829468;25.0;10;43.6811828613;
44;4;34.7170600891;34.5982933044;9;31.0211737156;2;17.5282669067;26.0;11;43.8879890442;
45;4;34.7781524658;34.6403121948;9;31.1844983101;2;17.574798584;27.0;11;44.0;
46;5;34.8405151367;34.6818847656;8;46.3491741419;2;18.6000003815;25.0;11;44.0;
47;5;35.9041023254;35.7229690552;8;47.2650697231;2;19.6000003815;25.0;10;44.0;
48;5;36.9688796997;36.7635231018;9;48.1014236212;2;20.6000003815;25.0;11;44.0;
49;6;37.0347976685;37.8035049438;8;48.8572624922;3;22.6000003815;26.0;10;45.0;
50;7;37.1017990112;38.842880249;9;49.5349664688;3;24.6000003815;27.0;10;45.1599999666;
51;8;37.1698379517;39.8816070557;8;51.6301013231;3;25.6000003815;28.0;11;45.3437439203;
52;8;37.8822479248;41.4672927856;8;53.4029372931;3;25.8999996185;28.0;11;45.5541238785;
53;8;38.4663391113;42.9430389404;10;54.8926211596;3;25.8999996185;29.0;12;45.7941719294;
54;8;38.9427185059;44.3258972168;10;56.1432163715;3;25.8999996185;29.8970870972;13;46.0669906139;
55;8;39.332824707;45.6336212158;10;57.049913168;3;25.8999996185;30.0334949493;13;46.375654459;
56;8;39.5675697327;46.808555603;10;57.7074217796;3;26.4345226288;29.0;13;46.7230784893;
57;8;39.6971435547;47.8924713135;10;58.3000226021;3;25.8999996185;30.0;16;47.1118502617;
58;8;39.8296508789;48.9754219055;10;58.6422629356;4;25.8999996185;30.5559253693;15;47.544028759;
59;8;39.9648742676;50.0572280884;10;58.986730814;4;25.8999996185;30.7720146179;14;48.0209121704;
60;8;41.1025695801;48.1377105713;11;60.3327455521;4;26.8047046661;29.0;15;48.5427899361;
61;8;41.2424697876;50.2167053223;11;61.7796119452;4;26.92212677;29.0;15;49.1086950302;
62;8;43.3842887878;53.2940559387;12;62.3855236769;4;27.0494556427;29.0;16;49.7161855698;
63;9;44.5277175903;55.7696304321;10;63.0211081505;4;27.1861419678;29.0;16;50.3611893654;
64;9;43.8491744995;58.8432998657;11;63.6885359287;4;27.3312683105;29.0;17;51.0379443169;
65;10;45.9226303101;62.4945297241;10;65.3900499344;4;25.8999996185;30.0;18;51.7390680313;
