Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;15.0;10.0;4;20.0;1;8.14999961853;10.5;4;21.0;
6;2;16.6000003815;10.0;3;21.3999996185;1;9.14999961853;10.5;4;21.0;
7;2;17.6000003815;10.1999998093;3;21.7264003754;1;9.72500038147;10.5;4;21.0;
8;2;18.0358409882;10.3632001877;3;22.8594274521;1;9.72500038147;10.5;4;21.4200000763;
9;2;18.7156562805;10.9097137451;3;23.8127875328;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;20.7156562805;11.3658018112;3;24.5981152058;1;9.8956489563;10.8792181015;4;22.0;
11;2;22.7156562805;11.7372808456;3;25.2345055342;1;9.94999980927;11.0;4;23.5400009155;
12;2;23.7919197083;12.0336990356;4;25.7443674803;2;10.296500206;11.970000267;4;25.8252849579;
13;2;24.0916557312;12.5086317062;4;26.1502821445;2;12.1750001907;12.4126424789;4;27.021669507;
14;2;25.0916557312;12.6978168488;4;26.3048160076;2;14.1750001907;12.9308347702;4;28.0170379877;
15;2;26.874546051;12.5;4;26.3530313969;2;16.1749992371;13.3366470337;4;28.8480272293;
16;2;27.9034748077;12.5;4;26.4023760557;2;17.2996768951;13.6469516754;4;29.5537353754;
17;2;28.9330806732;12.5;4;26.4528282881;2;18.3536891937;13.879781723;4;30.0669906139;
18;2;29.8716964722;12.5;5;26.5043625832;2;19.4150733948;14.0;4;30.375654459;
19;2;29.9026184082;12.5;5;26.5569496155;2;20.4845237732;14.0;4;30.7230784893;
20;2;29.9341697693;12.5;6;26.6105561256;2;20.9126911163;14.0;4;31.1118502617;
21;2;29.9663333893;12.5;6;26.6651450396;2;20.2999992371;14.9335546494;4;31.544028759;
22;2;29.99908638;12.5;6;26.72067523;2;21.0974063873;14.0;4;32.0209121704;
23;2;30.0324058533;12.5;6;26.7771017551;2;21.2047042847;14.0;5;32.5427899361;
24;2;30.0662612915;12.5;6;26.8343759775;2;20.2999992371;15.0;5;33.1086950302;
25;2;29.0;13.4171876907;6;26.8924454451;2;21.2999992371;14.0;5;33.7161855698;
26;2;29.0;13.4462223053;6;26.9512542486;2;21.5861415863;14.0;5;34.3611893654;
27;2;29.0;13.4756269455;6;27.0107431412;2;21.7312660217;14.0;5;35.0379443169;
28;2;29.0;13.5053710938;6;27.0708494186;2;21.8835372925;14.0;5;35.7390680313;
29;2;29.0;13.5354251862;6;27.1315076351;3;22.0412902832;14.0;4;36.4557781219;
30;2;29.0;13.5657539368;7;27.1926498413;3;20.2025489807;15.0;4;37.1782588959;
31;2;29.0;13.5963249207;7;27.2542052269;3;19.36510849;16.0;4;37.8961582184;
32;2;29.0;13.6271028519;7;27.3161010742;3;18.5266342163;17.0;4;38.5991659164;
33;2;29.0;15.6271028519;7;27.3782629967;3;17.6848106384;18.0;4;39.2776012421;
34;2;29.0;17.6271018982;8;27.4406147003;3;16.8374595642;19.0;4;39.9229507446;
35;2;29.0;19.6271018982;8;27.5030794144;3;16.6826629639;20.0;4;40.5282850266;
36;2;29.0;21.6271018982;8;27.5655794144;3;16.818862915;21.0;5;41.088514328;
37;2;29.0;23.6271018982;9;27.628036499;3;16.9449157715;22.0;5;41.6004695892;
38;2;29.0;23.8140182495;9;27.690372467;3;17.0601062775;23.0;5;42.0628213882;
39;2;29.0;23.8451862335;10;27.7525100708;3;17.1641349792;24.0;6;42.4758720398;
40;2;29.0;23.8762550354;10;27.8143725395;3;17.2570705414;25.0;6;42.8412618637;
41;2;29.0;23.9071865082;11;27.8758842945;3;17.3392829895;26.0;6;43.1616458893;
42;2;29.0;23.9379425049;12;27.936971426;3;17.4113693237;27.0;6;43.4403705597;
43;2;29.0;23.9684867859;12;27.9975619316;3;18.4740829468;25.0;6;43.6811828613;
44;2;29.0;23.9987812042;12;28.0575861931;3;17.5282669067;26.0;7;43.8879890442;
45;2;29.0;24.028793335;12;28.1169772148;3;17.574798584;27.0;8;44.0;
46;2;29.0;24.0584888458;12;28.1756706238;3;18.6000003815;25.0;8;44.0;
47;2;29.0;24.0878353119;12;28.2336053848;3;17.6000003815;26.0;9;44.0;
48;2;29.0;24.1168022156;13;28.2907235622;3;18.6000003815;25.0;10;44.0;
49;2;29.0;24.145362854;16;28.346971035;4;20.6000003815;26.0;9;45.0;
50;2;29.0;24.1734848022;17;28.4022974968;4;22.6000003815;27.0;11;45.1599999666;
51;2;29.0;24.2011489868;17;28.4566559792;4;23.6000003815;28.0;11;45.3437439203;
52;2;29.0;24.2283287048;17;28.5100040436;4;24.6000003815;29.0;12;45.5541238785;
53;2;29.0;24.2550010681;17;28.5623030663;4;25.6000003815;29.0;12;45.7941719294;
54;2;29.0;24.2811508179;17;29.6847641468;4;25.8999996185;29.8970870972;13;46.0669906139;
55;2;29.5999984741;24.842382431;18;30.5869233608;4;25.8999996185;30.0334949493;13;46.375654459;
56;2;30.0680007935;25.2934608459;18;31.3029980659;4;26.4345226288;29.0;13;46.7230784893;
57;2;30.4247112274;25.6515007019;18;31.8686294556;4;25.8999996185;30.0;13;47.1118502617;
58;2;30.6916904449;25.9343147278;18;32.1686291695;4;25.8999996185;30.5559253693;14;47.544028759;
59;2;30.7999992371;26.0843143463;18;32.286658287;5;25.8999996185;30.7720146179;13;48.0209121704;
60;2;30.7999992371;26.1433296204;18;32.4029698372;5;26.8047046661;29.0;13;48.5427899361;
61;2;30.7999992371;26.2014846802;18;32.5173163414;5;26.92212677;29.0;14;49.1086950302;
62;2;30.7999992371;26.2586593628;19;32.6294670105;5;27.0494556427;29.0;14;49.7161855698;
63;2;30.7999992371;26.3147335052;18;32.7392101288;5;27.1861419678;29.0;15;50.3611893654;
64;2;30.7999992371;26.3696060181;19;32.8463535309;5;27.3312664032;29.0;15;51.0379443169;
65;2;28.7999992371;27.4231758118;19;32.9507269859;5;25.8999996185;30.0;15;51.7390680313;
66;2;29.7999992371;26.4753646851;19;33.0521807671;5;26.8999996185;29.0;15;52.4557781219;
