Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.6999998093;4;21.0;
4;1;14.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
5;1;15.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
6;1;16.0;10.0;5;20.3999996185;1;9.14999961853;10.5;4;21.0;
7;2;17.6000003815;10.1999998093;3;21.7264003754;1;9.72500038147;10.5;4;21.0;
8;2;18.0358409882;10.3632001877;3;22.9494274855;1;9.72500038147;10.5;4;21.4200000763;
9;2;18.7696552277;10.9097137451;3;24.0070346594;2;9.81949996948;10.9099998474;3;22.758436203;
10;2;20.7696552277;11.3658018112;3;24.9122858047;2;10.1206493378;10.8792181015;3;23.1000000238;
11;2;22.7696552277;11.7372808456;3;25.6857330799;2;10.1975002289;11.0;3;24.8149009943;
12;2;24.0626564026;12.0336990356;4;26.3512378931;2;10.5833530426;11.7700004578;4;26.3006643057;
13;2;25.182882309;12.2662630081;4;26.9327886105;2;12.2819604874;12.4126424789;4;27.5660959482;
14;2;26.3158073425;12.446267128;4;27.2842636108;2;14.2819604874;12.9308347702;4;28.6384222507;
15;2;27.4622135162;12.5;4;27.5518820286;2;16.2819595337;13.3366470337;4;29.5544860363;
16;2;28.6227855682;12.5;4;27.8440244198;2;17.4586315155;13.6469516754;4;30.3533427715;
17;2;29.7980709076;12.5;4;28.1613030434;2;18.5335998535;13.879781723;4;30.9674448967;
18;2;30.8967819214;12.5;4;28.5039470196;2;19.6176757812;14.0;4;31.3838531971;
19;2;31.1023674011;12.5;5;28.871723175;2;20.7113685608;14.0;4;31.8446035385;
20;2;31.3230342865;12.5;5;29.263862133;2;21.1650352478;14.0;4;32.350376606;
21;2;31.5583171844;12.5;5;29.6789975166;2;20.2999992371;15.0;4;32.9006829262;
22;3;31.8073997498;12.5;4;30.1151270866;2;20.2999992371;15.470205307;4;33.4936323166;
23;3;32.0690765381;12.5;4;30.5695996284;2;21.2999992371;14.0;5;34.1257500648;
24;3;32.341758728;12.5;4;31.0391392708;2;21.6782932281;14.0;5;34.7918796539;
25;3;32.6234817505;12.5;5;31.5199065208;2;21.8281726837;14.0;5;35.4852027893;
26;3;32.911945343;12.5;5;32.007601738;2;21.9841690063;14.0;5;36.1974048615;
27;3;33.2045593262;12.5;5;32.4976010323;2;22.1444149017;14.0;6;36.9189891815;
28;3;33.4985618591;12.5;5;32.9851250648;2;22.3067722321;14.0;6;37.6397333145;
29;3;33.7910766602;12.5;5;33.465420723;2;22.4689388275;14.0;6;38.3492431641;
30;3;34.0792541504;12.5;5;33.9339466095;2;20.628578186;15.0;6;39.0375461578;
31;3;34.3603668213;14.5;5;34.3865451813;2;19.7834472656;16.0;6;39.6956548691;
32;4;34.6319274902;16.5;5;34.8195896149;2;18.9315223694;17.0;6;40.3160324097;
33;4;34.8917541504;18.5;5;35.2300891876;2;18.071105957;18.0;6;40.8929109573;
34;4;35.138053894;20.5;5;36.6157541275;2;17.2009048462;19.0;6;41.4224338531;
35;4;36.3694534302;23.5;6;37.0150175095;2;17.0200481415;20.0;7;41.9026298523;
36;4;37.5850105286;24.5;7;37.3881936073;2;17.1280918121;21.0;8;42.3332462311;
37;4;38.4329147339;25.5;7;37.7350599766;2;17.2249794006;22.0;9;42.7154788971;
38;4;38.6410369873;26.5;8;38.0559538603;2;17.3109817505;23.0;9;43.051656723;
39;4;38.8335723877;27.5;8;38.3516796827;2;17.3866233826;24.0;11;43.3449144363;
40;4;39.0110092163;27.5;9;38.6234066486;2;17.4526062012;25.0;11;43.5988855362;
41;5;39.174041748;27.5;8;38.8725717068;2;17.5097503662;26.0;12;43.8174438477;
42;5;39.3235435486;27.5;8;39.1007883549;2;17.5589256287;27.0;12;44.0;
43;5;39.4604721069;27.5;9;39.3097656965;2;18.6000003815;25.0;13;44.0;
44;5;39.5858612061;27.5;9;39.4528282881;2;17.6000003815;26.0;13;44.0;
45;5;39.6716957092;27.5;9;39.5043625832;2;17.6000003815;27.0;14;44.0;
46;5;39.7026176453;27.5;10;39.5569496155;2;18.6000003815;25.0;14;44.0;
47;5;39.7341690063;27.5;10;39.6105561256;2;19.6000003815;25.0;15;44.0;
48;5;39.7663345337;27.5;10;42.0873564482;2;20.6000003815;25.0;15;44.0;
49;5;41.6524124146;29.0;11;43.34684062;2;21.6000003815;25.0;16;44.0;
50;5;43.3841056824;30.3899993896;12;44.3862940073;2;22.6000003815;25.0;17;44.0;
51;5;43.9830665588;31.6872596741;12;45.2438718081;2;23.6000003815;25.0;17;44.0;
52;5;44.4721908569;32.9097442627;12;45.8073061705;2;23.8999996185;24.0;18;44.0;
53;5;44.7841186523;34.0;14;46.1633917093;3;23.8999996185;24.0;15;59.0;
54;6;44.9709320068;34.6059188843;13;46.4955642223;3;22.8999996185;26.0;16;59.75;
55;7;45.1426887512;34.6288757324;12;46.69587183;3;22.8999996185;28.0;16;60.4193744659;
56;8;45.2346343994;34.6524085999;7;61.8542895317;3;22.8999996185;30.0;17;61.0072898865;
57;8;44.3007545471;36.6765136719;7;63.0661586523;3;22.8999996185;32.0;18;61.5162696838;
58;8;42.7999992371;41.6524085999;8;64.1862322092;3;22.8999996185;34.0;17;61.9513263702;
59;8;41.7999992371;45.6524085999;8;65.2037167549;3;23.6000003815;35.0;18;62.3190898895;
60;8;40.7999992371;49.6524085999;9;66.1146883965;4;24.6000003815;36.0;15;79.6270179749;
61;8;39.7999992371;53.6524085999;10;67.9211416245;4;21.6000003815;40.0;16;80.9027633667;
62;9;39.7999992371;58.6524085999;9;68.7095253468;4;20.6000003815;44.0;16;81.9173965454;
63;9;39.7999992371;63.6524085999;10;69.4146929979;4;20.0;48.0;18;82.6897182465;
64;9;39.4993209839;68.6524047852;11;70.0476205349;5;20.0;52.0;18;83.3415031433;
65;9;39.554107666;73.6524047852;11;70.6195476055;5;21.0;53.0;18;83.8822822571;
66;9;39.6124992371;78.6524047852;12;71.0424550772;5;22.0;56.0;18;84.3245105743;
