Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;13.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;14.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;15.0;10.0;5;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;2;16.6000003815;10.0;4;21.3999996185;2;9.44064044952;10.5;4;22.4042263031;
7;2;17.6000003815;10.1999998093;4;21.7264003754;2;10.0409517288;10.5;4;22.5249304771;
8;2;18.0358409882;10.3632001877;4;22.8494274616;2;10.0681095123;10.5;4;23.0894187689;
9;2;18.7096557617;10.9097137451;4;23.7921946049;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;20.7096557617;11.3658018112;4;24.5663278103;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;22.7096557617;11.7372808456;4;25.1909153461;2;10.3983440399;11.0;4;25.8316864967;
12;2;23.7657661438;12.0336990356;5;25.6883610487;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;24.78515625;12.2662630081;5;26.0812431574;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;25.8048820496;12.446267128;5;26.2221269608;2;14.541469574;12.9308347702;4;30.1005516052;
15;2;26.8249320984;12.5;4;26.2560760975;2;16.541469574;13.3366470337;4;31.1863336563;
16;2;27.8453006744;12.5;4;26.2905418873;2;17.8257961273;13.6469516754;4;32.1621966362;
17;2;28.8659801483;12.5;4;26.3255085945;2;18.9405918121;13.879781723;4;32.9572491646;
18;2;29.7953052521;12.5;3;26.3609591722;2;20.0653820038;14.0;4;33.5542383194;
19;2;29.816576004;12.5;3;26.3968753815;2;21.1997051239;14.0;4;34.1899633408;
20;2;29.8381252289;12.5;3;26.4332377911;2;21.692741394;14.0;4;34.8591008186;
21;2;29.8599433899;12.5;5;26.4700255394;2;21.843296051;14.0;4;35.5546751022;
22;2;29.8820152283;12.5;5;26.5072168112;2;21.9998016357;14.0;4;36.2682390213;
23;2;29.9043292999;12.5;5;26.5447884798;2;22.1603527069;14.0;4;36.9902019501;
24;2;29.9268722534;12.5;5;26.5827163458;2;22.3227958679;14.0;4;37.7102985382;
25;2;29.0;13.2913579941;5;26.6209751368;2;22.4848175049;14.0;5;38.4181499481;
26;2;29.0;13.3104877472;5;26.6595385075;2;22.6440830231;14.0;5;39.1038570404;
27;2;29.0;13.3297691345;7;26.6983793974;2;22.7983665466;14.0;5;39.758556366;
28;2;29.0;13.3491897583;7;26.7374696732;2;22.9456748962;14.0;5;40.374874115;
29;2;29.0;13.3687343597;7;26.7767804861;2;23.0843467712;14.0;5;40.947227478;
30;2;29.0;13.3883905411;7;26.8162822723;2;21.2131252289;15.0;7;41.4719495773;
31;2;29.0;13.4081411362;7;26.8559447527;2;20.3311882019;16.0;6;41.9472465515;
32;2;29.0;15.4081411362;7;26.8957372904;2;19.438129425;17.0;6;42.3730211258;
33;2;29.0;17.4081420898;8;26.9356285334;3;19.5339279175;18.5;6;43.7505970001;
34;2;30.0;19.4081420898;9;26.9755871296;3;19.6188831329;19.5;7;44.2423974276;
35;2;30.1853523254;21.4081420898;9;27.015581131;3;19.3935394287;20.5799999237;7;44.7153621912;
36;2;30.2093486786;22.5;8;27.0555787086;3;19.7609558105;21.0;7;45.1760511398;
37;2;30.2333469391;22.5;9;27.0955479145;3;19.5149345398;22.7770614624;7;45.6313806772;
38;2;30.2573280334;22.5;10;27.135456562;4;19.9670600891;23.0;3;51.0669906139;
39;2;30.2812728882;22.5;10;27.17527318;4;20.6000003815;24.0;4;51.5256545544;
40;2;30.3051643372;22.5;11;27.2149660587;4;21.6000003815;25.0;3;52.0198533535;
41;3;30.3289794922;22.5;6;42.2545039654;4;21.6000003815;26.0;3;52.5518088341;
42;3;30.0;24.5;7;43.043856144;4;20.6000003815;28.0;2;53.1232523918;
43;3;31.0;25.6469268799;7;43.7523670197;4;20.8553256989;27.0;2;53.7351961136;
44;3;32.0;26.6664962769;7;44.3791735172;4;19.2857131958;29.0;3;54.3876862526;
45;3;33.0;27.6859416962;9;44.9267704487;5;21.3151016235;30.0;3;55.0795550346;
46;3;34.0;28.7052497864;9;45.4001419544;5;23.3434429169;32.0;3;55.8082027435;
47;3;35.0;28.724407196;9;45.805891037;5;25.3707046509;33.0;6;56.5694413185;
48;3;35.1217956543;28.7434005737;10;46.1514494419;5;26.9968566895;34.0;6;57.3574323654;
49;3;35.191078186;28.7622146606;10;46.4444441795;5;28.0218849182;35.0;6;58.1647558212;
50;3;35.2486190796;28.7808418274;10;46.0985264778;5;29.0457801819;34.0;8;58.9826264381;
51;3;35.1624984741;28.7992630005;10;46.282443285;5;29.3685398102;34.0;8;59.8012576103;
52;4;35.1956863403;28.8174724579;6;62.4699194431;5;29.3901748657;34.0;8;60.610355854;
53;4;36.8238449097;29.0;8;64.4678881168;5;29.4106941223;34.0;10;61.3996949196;
54;4;38.3156661987;31.3899993896;8;66.1684978008;5;29.4301185608;34.0;10;62.1597003937;
55;4;39.6924667358;33.0978622437;8;67.5994768143;5;29.4484710693;34.0;11;62.8819847107;
56;4;40.9763526917;34.3510742188;8;68.6443133354;5;29.4657821655;34.0;11;63.5282850266;
57;4;42.0988616943;35.4718513489;7;69.390992403;5;29.4749984741;34.0;11;64.088514328;
58;4;43.1107711792;35.502117157;8;70.0282967091;5;29.4749984741;34.0;12;64.6004695892;
59;4;43.5669212341;35.5320968628;6;70.0671553612;5;29.4749984741;34.0;12;65.0628213882;
60;4;43.5623207092;35.561756134;7;71.0996313095;5;29.4749984741;34.0;12;65.4758720398;
61;4;43.7814369202;35.5910606384;6;71.9649105072;5;29.4749984741;34.0;12;65.8412618637;
62;4;43.9631118774;35.6199836731;8;72.5851159096;5;29.4749984741;34.0;13;66.1616458893;
63;4;44.0898246765;35.6484985352;8;72.988571167;5;29.4749984741;34.0;13;66.4403705597;
64;4;44.16796875;35.6765708923;9;73.325378418;5;29.4749984741;34.0;12;66.6811828613;
65;4;42.2313270569;36.7041816711;10;72.9626121521;6;30.4749984741;35.0;12;67.8879890442;
66;4;43.1374969482;35.7313079834;11;72.8233468533;6;31.4749984741;36.0;12;68.1599999666;
67;4;41.0941848755;36.7579231262;11;72.2192316055;6;31.4749984741;37.0;12;70.1669431925;
68;4;41.9465179443;35.7840118408;10;71.7318916321;6;29.6640014648;39.4199981689;13;71.8615142107;
69;4;42.8253707886;35.8095588684;9;71.3336956501;6;30.8041610718;39.7314720154;14;73.3052289486;
70;4;40.7245330811;36.8345489502;10;72.0050673485;6;28.9060554504;41.9017219543;13;74.3159162998;
71;4;41.86460495;35.8589630127;10;72.5759673119;6;30.4223976135;40.0;13;75.195173502;
72;4;42.9823303223;35.8827972412;10;73.0562231541;6;28.9059066772;41.0;13;76.0056989193;
73;4;41.0799293518;36.906036377;11;73.4569649696;7;30.0012817383;40.0;11;76.4864394665;
74;4;42.1599082947;35.9286804199;11;73.7895176411;7;26.3250007629;42.0;9;77.0273103714;
75;4;40.2248153687;36.950717926;10;73.4442968369;7;25.3250007629;44.0;8;77.6303071976;
76;4;39.1374969482;37.9721488953;11;73.7934377193;7;24.3250007629;46.0;8;78.2956681252;
77;5;38.2066841125;38.9929695129;10;74.0;7;24.3250007629;45.0;9;79.0214042664;
78;5;37.25;40.0;10;74.0;7;24.3250007629;44.0;8;79.8028979301;
