Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0;
5;1;15.0;10.0;5;20.0;2;8.29999923706;10.5;4;22.0900000334;
6;1;16.0;10.0;4;20.3999996185;2;9.39524936676;10.5;4;22.1871190071;
7;1;17.0;10.1999998093;4;20.7264003754;2;9.99210166931;10.5;4;22.2917383909;
8;1;17.4358406067;10.3632001877;4;21.8194274902;2;10.0156412125;10.5;3;22.8371437788;
9;1;18.0916557312;10.9097137451;4;22.7316036224;2;10.1383571625;10.7100000381;3;23.3113827705;
10;1;19.0916557312;11.3658018112;4;23.4745616913;2;10.2450618744;10.8792181015;3;23.6996542215;
11;1;20.0916557312;11.7372808456;4;24.0673980713;2;10.3324222565;11.0;3;25.4997080564;
12;1;21.0916557312;12.0336990356;5;24.5325260162;2;10.7374343872;11.7700004578;4;27.0797379017;
13;1;22.0916557312;12.2662630081;5;24.892534256;2;12.4572515488;12.4126424789;4;28.4485538006;
14;1;23.0916557312;12.446267128;5;25.0;2;14.4572515488;12.9308347702;4;29.6330289841;
15;1;24.0916557312;12.5;5;25.0;2;16.4572525024;13.3366470337;4;30.669192791;
16;1;25.0916557312;12.5;5;25.0;2;17.7094402313;13.6469516754;4;31.5947263241;
17;1;26.0916557312;12.5;5;25.0;2;18.8129119873;13.879781723;4;32.3400559425;
18;1;27.0;12.5;6;25.0;2;19.9265136719;14.0;4;32.8895044327;
19;1;27.0;12.5;6;25.0;2;21.0501403809;14.0;4;33.4816474915;
20;1;27.0;12.5;6;25.0;2;21.5333709717;14.0;4;34.1130428314;
21;1;27.0;12.5;6;25.0;2;21.6754341125;14.0;4;34.7785673141;
22;1;27.0;12.5;6;25.0;2;21.825176239;14.0;4;35.4714341164;
23;1;27.0;12.5;6;25.0;2;21.9810714722;14.0;5;36.1833543777;
24;1;27.0;12.5;6;25.0;2;22.141254425;14.0;5;36.9048519135;
25;1;27.0;12.5;6;25.0;2;22.3035907745;14.0;5;37.6257123947;
26;1;27.0;12.5;6;25.0;2;22.4657840729;14.0;5;38.3355398178;
27;1;27.0;12.5;6;25.0;2;22.6254959106;14.0;5;39.0243473053;
28;1;27.0;12.5;6;25.0;2;22.7804775238;14.0;5;39.6831235886;
29;1;27.0;12.5;7;25.0;2;22.9287014008;14.0;5;40.3043012619;
30;1;27.0;12.5;7;25.0;2;23.0684661865;14.0;6;40.8820743561;
31;1;27.0;12.5;7;25.0;2;23.1984672546;14.0;6;41.4125490189;
32;1;27.0;12.5;7;25.0;2;23.3178215027;14.0;6;41.8937177658;
33;1;27.0;12.5;7;25.0;2;23.4260864258;14.0;6;42.3252954483;
34;1;27.0;12.5;7;25.0;2;23.523191452;14.0;6;42.7084550858;
35;1;27.0;13.5;7;25.0;2;23.6094017029;14.0;6;43.0455055237;
36;1;27.0;14.5;7;25.0;2;23.6852378845;14.0;6;43.3395690918;
37;1;27.0;15.5;7;25.0;2;23.7514019012;14.0;6;43.5942716599;
38;1;27.0;16.5;7;25.0;2;23.8087100983;14.0;6;43.8134851456;
39;1;27.0;17.5;8;25.0;2;23.8580341339;14.0;7;44.0;
40;1;27.0;17.5;10;25.0;2;23.8999996185;14.0;7;44.0;
41;1;27.0;17.5;10;25.0;2;23.8999996185;14.0;7;44.0;
42;1;27.0;17.5;9;25.0;2;23.8999996185;14.0;8;44.0;
43;1;27.0;17.5;10;25.0;2;23.8999996185;16.0;8;44.0;
44;1;27.0;17.5;10;25.0;2;23.8999996185;18.0;8;44.0;
45;1;27.0;17.5;10;25.0;2;23.8999996185;20.0;8;44.0;
46;2;27.0;17.5;10;25.0;2;23.8999996185;22.0;8;44.0;
47;2;27.0;17.5;10;25.0;2;23.8999996185;24.0;9;44.0;
48;2;27.0;17.5;11;25.0;2;23.8999996185;24.0;9;44.0;
49;2;27.0;17.5;11;25.0;2;23.8999996185;24.0;9;44.0;
50;2;27.0;17.5;10;25.0;2;23.8999996185;24.0;9;44.0;
51;2;27.0;17.5;11;25.0;2;23.8999996185;24.0;9;44.0;
52;2;27.0;17.5;10;25.0;2;23.8999996185;24.0;10;44.0;
53;2;27.0;17.5;10;25.0;2;23.8999996185;24.0;10;44.0;
54;2;27.0;17.5;9;25.0;2;23.8999996185;24.0;10;44.0;
55;2;27.0;17.5;6;25.0;2;23.8999996185;24.0;10;44.0;
56;2;27.0;17.5;7;25.0;2;23.8999996185;24.0;10;44.0;
57;2;27.0;17.5;7;27.0;2;23.8999996185;24.0;11;44.0;
58;2;28.5999984741;19.0;8;27.8000006676;3;23.8999996185;24.0;10;44.0;
59;2;30.0680007935;20.3899993896;8;28.4147133827;3;23.8999996185;24.0;10;44.0;
60;2;31.048828125;21.6872596741;9;28.880066514;3;23.8999996185;24.0;10;44.0;
61;2;31.3280391693;22.9097423553;9;29.0811508894;3;23.8999996185;24.0;11;44.0;
62;2;31.4486904144;24.0;8;29.1018965244;3;23.8999996185;24.0;13;44.0;
63;2;31.4611377716;24.0;9;29.1228116751;3;23.8999996185;24.0;14;44.0;
64;3;31.4736862183;24.0;9;29.1438889503;3;23.8999996185;24.0;14;44.0;
65;3;31.4863319397;24.0;9;29.1651208401;3;23.8999996185;24.0;14;44.0;
66;3;31.4990711212;24.0;10;29.1864993572;3;23.8999996185;24.0;14;44.0;
67;3;31.5118980408;24.0;10;29.2080165148;3;23.8999996185;24.0;14;44.0;
68;3;31.5248088837;24.0;11;29.2296639681;3;23.8999996185;24.0;14;45.3199996948;
69;3;31.5377979279;24.0;11;29.2514331341;3;24.1970005035;24.4200000763;15;46.3582401276;
70;3;31.5508594513;24.0;11;29.2733153105;3;24.4306030273;24.7314720154;15;47.1666984558;
71;3;31.5639877319;24.0;11;29.2953014374;3;24.6125068665;24.9579029083;15;47.5526294708;
72;3;31.5771808624;24.0;11;29.3173824549;3;24.6993408203;25.0;14;48.8066806793;
73;3;31.590429306;24.0;11;30.3395489454;3;25.7565040588;26.0;15;49.0599999428;
