Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;15.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;16.0;10.0;6;20.3999996185;1;9.14999961853;10.5;5;21.0;
7;1;17.0;10.1999998093;6;20.7264003754;2;9.72500038147;10.6999998093;4;22.0;
8;1;17.4358406067;10.3632001877;6;21.8194274902;2;9.95000076294;10.5;4;22.5200001001;
9;1;18.0916557312;10.9097137451;6;22.7316036224;2;10.0670003891;10.7100000381;4;22.9673361778;
10;2;20.0916557312;11.3658018112;5;24.4745616913;2;10.1676511765;10.8792181015;4;23.3272645473;
11;2;22.0916557312;11.7372808456;5;25.1573981047;2;10.2486343384;11.0;4;25.0752841234;
12;2;23.7456550598;12.0336990356;5;25.7196450233;2;10.6419391632;11.7700004578;5;26.5979954004;
13;2;24.4317874908;12.2662630081;5;26.1842726469;2;12.348859787;12.4126424789;5;27.9043157101;
14;2;24.7105636597;12.446267128;4;26.4042263031;2;14.348859787;12.9308347702;5;29.0214660168;
15;2;24.8425350189;12.5;4;26.5249304771;2;16.348859787;13.3366470337;5;29.9861254692;
16;2;26.850479126;12.5;4;26.6541694403;2;17.5557498932;13.6469516754;5;30.8369827271;
17;2;27.9280223846;12.5;3;26.7922235727;2;18.6424198151;13.879781723;5;31.505875349;
18;2;29.0108547211;12.5;4;26.9393253326;2;19.738822937;14.0;5;31.9789624214;
19;2;30.0991153717;12.5;4;27.0956480503;2;20.8452682495;14.0;5;32.4970645905;
20;2;30.2573890686;12.5;4;27.261295557;2;21.31183815;14.0;5;33.0593295097;
21;2;30.3567771912;12.5;4;27.4362905025;2;21.4383487701;14.0;5;33.6634473801;
22;2;30.461774826;12.5;4;27.6205644608;2;21.5742759705;14.0;5;34.3054871559;
23;2;30.5723381042;12.5;4;27.8139474392;2;21.7187347412;14.0;6;34.9798283577;
24;2;30.6883678436;12.5;4;28.016159296;2;21.8704605103;14.0;6;35.6792192459;
25;2;30.8096961975;12.5;4;28.2268030643;2;22.0278244019;14.0;6;36.394982338;
26;2;30.9360809326;12.5;4;28.445360899;2;22.1888694763;14.0;6;37.1173725128;
27;2;31.0672168732;12.5;4;28.6711919308;2;22.3514080048;14.0;7;37.8360614777;
28;2;31.20271492;12.5;4;28.9035346508;2;22.5131130219;14.0;7;38.5407104492;
29;2;31.3421211243;12.5;4;29.141512394;2;22.6716594696;14.0;7;39.2215652466;
30;2;31.4849071503;12.5;4;29.3841423988;3;21.8248519897;15.5;6;40.8699960709;
31;2;31.6304855347;12.5;4;29.6303496361;3;21.8248519897;15.5;6;41.6389275789;
32;2;31.7782096863;12.5;4;29.8789830208;3;21.0858516693;15.0;6;42.3868528605;
33;2;31.9273910522;14.5;5;30.1288366318;3;21.1271934509;16.0;6;43.1133346558;
34;2;32.0773010254;16.5;5;30.3786706924;3;20.7005004883;17.0;6;43.8199268579;
35;2;32.2272033691;18.5;5;30.6272368431;3;19.8594818115;18.0;6;44.5099055767;
36;2;32.3763427734;20.5;7;30.8733024597;3;19.2496566772;19.0;6;45.1878874302;
37;2;32.523979187;22.5;7;31.1156759262;3;19.3327522278;20.0;7;45.8593690395;
38;2;32.6694068909;22.5;7;31.353228569;3;19.4056663513;21.0;7;46.5302376747;
39;2;32.8119354248;22.5;8;31.5849161148;3;19.4691371918;22.0;7;47.2062754631;
40;2;32.9509506226;22.5;9;31.8097963333;3;19.5240058899;23.0;8;47.8926811218;
41;2;33.0858764648;22.5;9;32.0270428658;3;19.5711479187;24.0;8;48.5427899361;
42;2;33.2162246704;22.5;9;32.2359538078;3;19.6000003815;25.0;9;49.1086950302;
43;2;33.3415718079;22.5;9;32.4359588623;3;19.6000003815;26.0;9;49.7161855698;
44;3;33.4615745544;22.5;8;42.6266198158;3;19.6000003815;27.0;9;50.3611893654;
45;3;34.5759735107;23.5;8;43.2076282501;3;20.6000003815;27.0;9;51.0379443169;
46;3;35.6845779419;24.5;8;43.753200531;3;21.6000003815;28.0;9;51.7390680313;
47;3;35.7872810364;25.5;9;44.2620067596;3;22.6000003815;29.0;9;52.4557781219;
48;3;35.8840408325;26.5;10;44.733502388;3;23.6000003815;30.0;10;53.1782588959;
49;3;35.9748802185;27.5;10;45.167848587;3;24.6000003815;31.0;10;53.8961582184;
50;3;36.059879303;28.5;11;45.5658092499;3;25.6000003815;30.0;11;54.5991659164;
51;3;36.1391601562;29.5;11;47.1343021393;3;25.8999996185;29.0;12;55.2776012421;
52;3;36.8642845154;31.0;13;48.435880661;4;26.8999996185;30.0;11;56.9229507446;
53;3;37.4494781494;32.3899993896;13;49.5060253143;4;27.8999996185;31.0;13;57.6882849932;
54;3;37.9154815674;33.6872596741;13;50.3823461533;5;27.8999996185;32.0;12;58.4322582483;
55;3;38.2839698792;34.9097442627;13;50.9521512985;5;27.8999996185;33.0;12;59.1545934677;
56;3;38.48620224;36.0;14;51.3019609451;5;27.8999996185;34.0;14;59.8569933176;
57;4;38.5728034973;37.0;12;75.615105629;5;27.8999996185;34.8970870972;14;60.5428626537;
58;4;39.6523895264;39.0;12;77.5555210114;5;27.8999996185;35.033493042;14;61.2169163227;
59;4;40.7253112793;40.7999992371;12;79.0327453613;5;28.4345226288;34.0;14;61.8847243786;
60;4;40.7919387817;41.7999992371;12;80.1155357361;5;27.8999996185;35.0;14;62.5522208214;
61;4;40.7999992371;42.7999992371;12;80.9265174866;5;27.8999996185;35.5559234619;15;63.2252116203;
62;4;40.7999992371;43.7999992371;15;81.526304245;5;27.8999996185;35.7720146179;15;63.9089012146;
63;5;40.7999992371;44.7999992371;15;81.9614315033;5;27.8999996185;34.0;15;64.5427899361;
64;5;40.7999992371;45.7999992371;16;82.0;5;27.8999996185;34.0;15;65.1086950302;
65;5;40.7999992371;46.7999992371;16;82.0;5;27.8999996185;34.0;15;65.7161855698;
66;5;40.7999992371;47.7999992371;16;82.0;5;27.8999996185;34.0;16;67.3611893654;
