Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;13.0;10.0;5;20.0;2;8.14999961853;10.6999998093;3;22.0900000334;
4;1;14.0;10.0;5;20.0;2;8.31349945068;10.5;3;22.1871190071;
5;1;15.0;10.0;5;20.0;2;8.32806777954;10.5;2;22.2917383909;
6;1;16.0;10.0;5;20.3999996185;2;9.44064044952;10.5;2;22.4042263031;
7;1;17.0;10.1999998093;5;20.7264003754;2;10.0409517288;10.5;2;22.5249304771;
8;2;18.0358409882;10.3632001877;4;22.8194274902;2;10.0681095123;10.5;1;23.0894187689;
9;2;18.6916561127;10.9097137451;3;23.8166036606;2;10.1951189041;10.7100000381;1;23.5836213827;
10;2;20.6916561127;11.3658018112;2;24.6508644819;2;10.3063154221;10.8792181015;1;23.9926425219;
11;2;22.6916561127;11.7372808456;2;25.3416126966;2;10.3983440399;11.0;1;25.8316864967;
12;2;23.8561840057;12.0336990356;3;25.9115548134;2;10.8121290207;11.7700004578;2;27.4540388584;
13;2;24.9190731049;12.2662630081;3;26.3835536242;2;12.541469574;12.4126424789;2;28.8682081699;
14;2;25.9862670898;12.446267128;3;26.6104347706;2;14.541469574;12.9308347702;2;30.1005516052;
15;2;27.0579166412;12.5;3;26.7374911308;2;16.541469574;13.3366470337;2;31.1863336563;
16;2;28.1341514587;12.5;3;26.8723640442;2;17.8257961273;13.6469516754;2;32.1621966362;
17;2;29.2150745392;12.5;3;27.0151810646;2;18.9405918121;13.879781723;2;32.9572491646;
18;2;30.2091083527;12.5;2;27.1660137177;2;20.0653820038;14.0;2;33.5542383194;
19;2;30.2996082306;12.5;3;27.3248689175;2;21.1997051239;14.0;2;34.1899633408;
20;2;30.3949203491;12.5;2;27.4916813374;2;21.692741394;14.0;2;34.8591008186;
21;2;30.4950084686;12.5;2;27.6663062572;2;21.843296051;14.0;2;35.5546751022;
22;2;30.5997848511;12.5;2;27.8485133648;2;21.9998016357;14.0;2;36.2682390213;
23;2;30.7091083527;12.5;1;28.0379817486;2;22.1603527069;14.0;3;36.9902019501;
24;2;30.8227882385;12.5;1;28.2342967987;2;22.3227958679;14.0;3;37.7102985382;
25;2;30.9405784607;12.5;1;28.4369482994;2;22.4848175049;14.0;4;38.4181499481;
26;2;31.0621681213;12.5;1;28.6453323364;2;22.6440830231;14.0;4;39.1038570404;
27;2;31.1871986389;12.5;2;28.8587543964;2;22.7983665466;14.0;4;39.758556366;
28;2;31.3152523041;12.5;2;29.0764360428;2;22.9456748962;14.0;4;40.374874115;
29;2;31.4458618164;12.5;3;29.2975239754;2;23.0843467712;14.0;4;40.947227478;
30;2;31.5785140991;12.5;3;29.5211014748;2;21.2131252289;15.0;4;41.4719495773;
31;2;31.7126617432;12.5;3;29.7462024689;2;20.3311882019;16.0;4;41.9472465515;
32;2;31.8477210999;14.5;3;29.971827507;2;19.438129425;17.0;5;42.3730211258;
33;2;31.9830970764;16.5;3;30.1969604492;2;18.5339279175;18.0;5;42.7505970001;
34;2;32.1181755066;18.5;3;30.4205875397;2;17.6188831329;19.0;5;43.0823974609;
35;2;32.2523536682;20.5;4;30.6417155266;2;17.3935394287;20.0;5;43.3716182709;
36;2;32.3850288391;22.5;3;30.8593888283;2;17.4586143494;21.0;5;43.6219272614;
37;2;32.5156326294;22.5;3;31.0727062225;3;18.5149345398;22.5;4;44.8372087479;
38;2;32.6436233521;22.5;3;31.2808356285;3;19.5633716583;23.0;5;45.1599999666;
39;2;32.7685012817;22.5;3;31.4830260277;3;19.861000061;24.0;5;45.3437439203;
40;2;32.8898162842;22.5;3;31.6786170006;3;19.90234375;25.0;5;45.5541238785;
41;2;33.0071716309;22.5;3;31.8670463562;3;19.949678421;26.0;6;45.7941719294;
42;3;33.1202278137;22.5;2;32.0478525162;3;20.0036888123;27.0;7;46.0669906139;
43;3;33.2287101746;22.5;2;32.2206764221;3;21.0650730133;25.0;8;46.375654459;
44;3;33.3324050903;22.5;3;32.3852591515;3;20.1345214844;26.0;8;46.7230784893;
45;3;33.4311561584;22.5;4;32.5414381027;3;20.2126922607;27.0;9;47.1118502617;
46;3;33.5248641968;22.5;5;32.6891417503;3;20.6000003815;27.0;9;47.544028759;
47;3;33.613483429;22.5;5;32.8283810616;3;21.6000003815;28.0;9;48.0209121704;
48;3;33.6970291138;22.5;6;32.9592418671;3;23.5047054291;29.0;11;48.5427899361;
49;3;33.7755432129;22.5;6;34.0818748474;3;24.622127533;30.0;12;49.1086950302;
50;3;34.8491249084;23.5;6;34.2164855003;3;25.7494564056;31.0;12;49.7161855698;
51;4;36.9178924561;25.5;7;36.5074534416;3;26.8861427307;30.0;13;50.3611893654;
52;4;39.3044700623;28.0;6;37.7596302032;3;27.3312683105;29.0;13;51.0379443169;
53;4;40.6557769775;30.3899993896;6;38.8475859165;3;25.8999996185;30.0;14;51.7390680313;
54;4;41.3085479736;32.6872596741;7;39.8124245405;3;26.8999996185;29.0;14;52.4557781219;
55;4;41.8874511719;33.9097442627;6;40.5451048613;3;27.8025493622;29.0;15;53.1782588959;
56;4;41.1169624329;34.0;7;41.1359579563;4;27.9651069641;29.0;16;53.8961582184;
57;4;42.2478103638;34.0;8;41.7721669674;4;28.1266365051;29.0;16;54.5991659164;
58;5;43.0633010864;34.0;7;42.4603130817;4;28.2848129272;29.0;16;55.2776012421;
59;5;41.3754844666;35.0;7;43.2064002752;4;28.4374599457;29.0;17;55.9229507446;
60;6;42.0059165955;35.0;5;54.01524508;4;28.5826644897;29.0;17;56.5282850266;
61;7;44.393737793;37.0;5;55.3897578716;4;28.7188644409;29.0;17;57.088514328;
62;7;46.1829910278;39.0;5;56.8026760817;4;28.84491539;29.0;18;57.6004695892;
63;7;44.2529830933;42.0;6;58.1496472359;4;28.960105896;29.0;19;58.0628213882;
64;8;43.25756073;45.0;5;59.5220605135;5;29.0641345978;29.0;14;68.4758720398;
65;8;43.0999984741;47.6586914062;5;60.9142864943;5;30.1570701599;30.0;14;69.2412614822;
66;8;43.0999984741;49.6697769165;5;62.3099325895;5;31.2392845154;31.0;14;69.9360456467;
67;8;43.0999984741;51.680896759;5;63.6900830269;6;32.3113708496;32.0;13;70.5623092651;
68;8;43.0999984741;53.6920509338;6;66.0344291925;6;33.3740844727;33.0;15;71.1232175827;
69;9;44.0999984741;56.7032318115;8;67.3627804518;6;34.4282646179;34.0;15;73.3707504272;
70;9;45.0999984741;59.7144393921;8;68.617921114;6;33.2891044617;35.4199981689;15;75.2357254028;
71;9;45.7487068176;62.7256622314;9;69.7847577333;6;32.5031204224;35.4199981689;15;77.774225235;
72;9;46.7741279602;62.7369003296;9;70.8525958061;6;32.6928405762;36.957901001;15;78.8595662117;
73;9;45.8002624512;65.7481460571;10;71.719961524;6;33.7847213745;38.0;15;79.7326631546;
74;10;45.8271026611;67.7593994141;11;72.4496974945;6;31.5280170441;41.0;16;80.4726637602;
75;10;46.0999984741;67.7706451416;12;73.0936828852;6;28.7660007477;45.0;17;80.8606939316;
76;10;45.0999984741;70.7818908691;13;73.6562131643;7;27.8307914734;49.0;16;81.1230083704;
77;10;45.0999984741;73.7931213379;14;74.1438865662;7;26.8878154755;52.0;17;81.3649481535;
78;11;46.0999984741;73.8043289185;14;74.5646249056;7;26.9377708435;52.0;17;81.484351635;
79;11;46.0999984741;74.1417312622;17;74.9268518686;8;27.9500007629;53.0;16;82.5662232637;
