Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;13.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;14.0;10.0;4;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;15.0;10.0;4;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;16.0;10.0;4;20.3999996185;2;9.44064044952;10.5;4;22.4042263031;
7;2;17.6000003815;10.1999998093;3;21.7264003754;2;10.0409517288;10.5;4;22.5249304771;
8;2;18.0358409882;10.3632001877;3;22.9044275284;2;10.0681095123;10.5;4;23.0894187689;
9;2;18.7426567078;10.9097137451;3;23.9079064131;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;20.7426567078;11.3658018112;3;24.7487763166;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;22.7426567078;11.7372808456;3;25.4464268684;2;10.3983440399;11.0;4;25.8316864967;
12;2;23.9190731049;12.0336990356;3;26.0235453844;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;24.6141281128;12.2662630081;3;26.5029690266;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;24.9017810822;12.446267128;3;26.7374911308;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;25.0424957275;12.5;3;26.8723640442;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;27.0589389801;12.5;3;27.0151810646;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;28.1446285248;12.5;3;27.1660137177;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;29.2351284027;12.5;4;27.3248689175;2;20.0653820038;14.0;5;33.5542383194;
19;2;30.3304405212;12.5;4;27.4916813374;2;21.1997051239;14.0;5;34.1899633408;
20;2;30.4950084686;12.5;5;27.6663062572;2;21.692741394;14.0;5;34.8591008186;
21;2;30.5997848511;12.5;5;27.8485133648;2;21.843296051;14.0;5;35.5546751022;
22;2;30.7091083527;12.5;5;28.0379817486;2;21.9998016357;14.0;5;36.2682390213;
23;2;30.8227882385;12.5;5;28.2342967987;2;22.1603527069;14.0;6;36.9902019501;
24;2;30.9405784607;12.5;6;28.4369482994;2;22.3227958679;14.0;6;37.7102985382;
25;2;31.0621681213;12.5;7;28.6453323364;2;22.4848175049;14.0;6;38.4181499481;
26;2;31.1871986389;12.5;7;28.8587543964;2;22.6440830231;14.0;6;39.1038570404;
27;2;31.3152523041;12.5;7;29.0764360428;2;22.7983665466;14.0;7;39.758556366;
28;2;31.4458618164;12.5;7;29.2975239754;2;22.9456748962;14.0;7;40.374874115;
29;2;31.5785140991;12.5;7;29.5211014748;2;23.0843467712;14.0;7;40.947227478;
30;2;29.5785140991;13.5;7;29.7462024689;2;21.2131252289;15.0;7;41.4719495773;
31;2;29.0;14.5;9;29.971827507;2;20.3311882019;16.0;7;41.9472465515;
32;2;29.0;14.9859142303;9;30.1969604492;2;19.438129425;17.0;7;42.3730211258;
33;2;30.0;16.9859142303;9;30.4205875397;2;18.5339279175;18.0;7;42.7505970001;
34;2;31.0;18.9859142303;9;30.6417155266;2;17.6188831329;19.0;7;43.0823974609;
35;2;32.0;20.5;9;30.8593888283;2;17.3935394287;20.0;7;43.3716182709;
36;2;32.5156326294;21.5;9;31.0727062225;2;17.4586143494;21.0;7;43.6219272614;
37;2;32.6436233521;22.5;9;31.2808356285;2;17.5149345398;22.0;7;43.8372087479;
38;2;32.7685012817;22.5;10;31.4830260277;2;17.5633716583;23.0;8;44.0;
39;2;32.8898162842;22.5;11;31.6786170006;2;17.6000003815;24.0;8;44.0;
40;2;33.0071716309;22.5;11;31.8670463562;2;17.6000003815;25.0;8;44.0;
41;2;33.1202278137;22.5;11;32.0478525162;2;17.6000003815;26.0;9;44.0;
42;2;33.2287101746;22.5;11;32.2206764221;2;17.6000003815;27.0;9;44.0;
43;2;33.3324050903;22.5;11;32.3852591515;2;18.6000003815;25.0;10;44.0;
44;2;33.4311561584;22.5;12;32.5414381027;2;17.6000003815;26.0;11;44.0;
45;2;33.5248641968;22.5;12;32.6891417503;3;18.6000003815;27.5;11;45.0;
46;2;33.613483429;22.5;12;32.8283810616;3;20.6000003815;27.5;11;45.1599999666;
47;2;33.6970291138;22.5;12;32.9592418671;3;21.6000003815;28.5;11;45.3437439203;
48;2;33.7755432129;22.5;12;33.0818748474;3;22.6000003815;29.5;13;45.5541238785;
49;2;33.8491249084;22.5;12;33.1964855194;3;23.6000003815;30.5;13;45.7941719294;
50;2;33.9178924561;22.5;12;33.3033275604;3;24.6000003815;31.5;13;46.0669906139;
51;2;33.9819946289;22.5;12;34.5687580109;3;25.6000003815;31.0334949493;13;46.375654459;
52;2;34.7412528992;23.0;13;35.5999298096;3;26.4345226288;29.0;14;46.7230784893;
53;2;35.3599586487;23.3899993896;13;36.4308271408;3;25.8999996185;30.0;14;47.1118502617;
54;2;35.8584976196;23.6872596741;15;37.0971021652;3;25.8999996185;30.5559253693;14;47.544028759;
55;2;36.2582626343;23.9097423553;15;37.4838018417;3;25.8999996185;30.7720146179;14;48.0209121704;
56;2;36.4902801514;24.0;14;37.6750144958;3;26.8047046661;29.0;14;48.5427899361;
57;2;36.6050071716;24.0;14;37.8515825272;3;26.92212677;29.0;14;49.1086950302;
58;2;34.6050071716;25.0;15;38.0139780045;3;27.0494556427;29.0;14;49.7161855698;
59;2;33.6050071716;26.0;15;38.1627883911;3;27.1861419678;29.0;14;50.3611893654;
60;3;32.6050071716;27.0;9;53.2986860275;3;27.3312664032;29.0;16;51.0379443169;
61;3;32.6050071716;29.0;8;54.47240448;4;25.8999996185;30.0;15;51.7390680313;
62;3;32.7999992371;31.0;11;55.5049743652;5;26.8999996185;29.0;15;52.4557781219;
63;3;32.7999992371;32.25;11;56.3543777466;6;28.8025493622;30.0;14;54.1782588959;
64;3;32.7999992371;33.25;11;57.0945529938;6;29.9651088715;31.0;15;55.056158185;
65;3;32.7999992371;34.25;12;57.7277812958;6;30.1266345978;32.0;15;55.9429098368;
66;3;32.7999992371;35.25;12;58.2608165741;6;30.2848110199;33.0;15;56.8317251205;
67;3;32.7999992371;36.25;12;58.7032966614;6;30.4374599457;34.0;16;57.717122674;
68;3;32.7999992371;37.25;12;59.0662899017;6;30.5826625824;34.8970870972;16;59.5952756405;
69;3;32.7999992371;38.25;12;59.3611507416;7;29.5826625824;37.033493042;15;70.4941687584;
70;3;32.7999992371;39.25;12;59.5;7;31.1171855927;38.0;15;73.5237220526;
71;3;32.7999992371;40.25;13;59.5;7;29.1409511566;42.4199981689;15;77.2383980751;
72;3;32.7999992371;41.25;13;59.5;7;31.8749713898;43.4199981689;15;79.7451809645;
73;3;32.7999992371;42.25;14;59.5;7;32.9000015259;47.957901001;15;81.7925562859;
74;3;32.7999992371;42.6500015259;16;59.5;7;35.1196670532;49.6003341675;17;83.6718986034;
75;3;32.7999992371;42.6500015259;14;59.5;8;35.0689430237;52.6231460571;16;85.4563331604;
76;3;32.7999992371;42.6500015259;15;59.5;8;32.0622749329;57.6465377808;16;87.0152771473;
77;3;32.7999992371;42.6500015259;16;59.5;8;31.4565162659;61.665145874;16;88.5429675579;
78;3;32.7999992371;42.6500015259;16;59.5;8;31.2376976013;63.397895813;16;90.038374424;
79;3;32.7999992371;42.6500015259;14;59.5;8;31.635559082;65.665145874;16;91.4980686903;
80;3;32.7999992371;42.6500015259;14;59.5;8;32.7124137878;68.665145874;15;92.7851959467;
