Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;4;21.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.6999998093;4;21.0;
4;1;14.0;10.0;5;20.0;2;8.14999961853;10.6999998093;3;22.0;
5;1;15.0;10.0;4;20.0;2;8.29999923706;10.5;3;22.0900000334;
6;1;16.0;10.0;4;20.3999996185;2;9.39524936676;10.5;3;22.1871190071;
7;1;17.0;10.1999998093;4;20.7264003754;2;9.99210166931;10.5;3;22.2917383909;
8;1;17.4358406067;10.3632001877;4;21.8194274902;2;10.0156412125;10.5;3;22.8371437788;
9;2;18.6916561127;10.9097137451;3;23.7316036224;2;10.1383571625;10.7100000381;3;23.3113827705;
10;2;20.6916561127;11.3658018112;3;24.6045616865;2;10.2450618744;10.8792181015;3;23.6996542215;
11;2;22.6916561127;11.7372808456;3;25.3428291082;2;10.3324222565;11.0;3;25.4997080564;
12;2;23.8569145203;12.0336990356;4;25.9702501297;2;10.7374343872;11.7700004578;3;27.0797379017;
13;2;24.95429039;12.2662630081;4;26.5108692646;2;12.4572515488;12.4126424789;3;28.4485538006;
14;2;26.0626564026;12.446267128;4;26.8187118769;2;14.4572515488;12.9308347702;3;29.6330289841;
15;2;27.182882309;12.5;4;27.0402543545;2;16.4572525024;13.3366470337;4;30.669192791;
16;2;28.3158073425;12.5;4;27.2842636108;3;17.7094402313;13.6469516754;3;31.5947263241;
17;2;29.4622135162;12.5;4;27.5518820286;3;18.8129119873;13.879781723;3;32.3400559425;
18;2;30.531129837;12.5;4;27.8440244198;3;19.9265136719;14.0;4;32.8895044327;
