Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;15.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;1;16.0;10.0;5;20.3999996185;1;9.14999961853;10.5;5;21.0;
7;1;17.0;10.1999998093;5;20.7264003754;1;9.72500038147;10.5;4;21.0;
8;1;17.4358406067;10.3632001877;5;21.8194274902;1;9.72500038147;10.5;4;21.4200000763;
9;2;18.6916561127;10.9097137451;4;23.7316036224;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;20.6916561127;11.3658018112;4;24.6045616865;1;9.8956489563;10.8792181015;4;22.0;
11;2;22.6916561127;11.7372808456;4;25.3428291082;1;9.94999980927;11.0;4;23.5400009155;
12;2;23.8569145203;12.0336990356;4;25.9702501297;1;10.296500206;11.7700004578;5;24.8252849579;
13;2;24.582151413;12.2662630081;4;26.5108692646;1;11.9499998093;12.4126424789;5;25.8616695404;
14;2;24.9065208435;12.446267128;4;26.8187118769;1;12.9499998093;12.9308347702;5;26.6732940674;
15;2;25.0912265778;12.5;4;27.0402543545;1;13.9499998093;13.3366470337;5;27.2939033508;
16;2;27.1596717834;12.5;4;27.2842636108;1;14.9499998093;13.6469516754;5;27.759563446;
17;2;28.3060779572;12.5;4;27.5518820286;1;15.9499998093;13.879781723;5;28.0;
18;2;29.4666500092;12.5;5;27.8440244198;1;16.9500007629;14.0;5;28.0;
19;2;30.6419353485;12.5;5;28.1613030434;1;17.9500007629;14.0;5;28.0;
20;2;30.8967819214;12.5;6;28.5039470196;1;18.2999992371;14.0;5;28.0;
21;2;31.1023674011;12.5;5;28.871723175;1;18.2999992371;14.0;5;28.0;
22;2;31.3230342865;12.5;5;29.263862133;1;18.2999992371;14.0;5;28.0;
23;2;31.5583171844;12.5;5;29.6789975166;1;18.2999992371;14.0;6;28.0;
24;2;31.8073997498;12.5;5;30.1151270866;1;18.2999992371;14.0;7;28.0;
25;2;32.0690765381;12.5;5;30.5695996284;1;18.2999992371;14.0;7;28.0;
26;2;32.341758728;12.5;5;31.0391392708;1;18.2999992371;14.0;7;28.0;
27;2;32.6234817505;12.5;4;31.5199065208;1;18.2999992371;14.0;8;28.0;
28;2;32.911945343;12.5;4;32.007601738;1;18.2999992371;14.0;8;28.0;
29;2;33.2045593262;12.5;4;32.4976010323;1;18.2999992371;14.0;8;28.0;
30;2;31.2045612335;13.5;4;32.9851250648;1;16.2999992371;15.0;8;28.0;
31;2;30.2045612335;14.5;4;33.465420723;1;15.2999992371;16.0;8;28.0;
32;2;29.2045612335;16.5;6;33.9339466095;1;14.2999992371;17.0;8;28.0;
33;2;29.0;18.5;6;34.3865451813;1;13.2999992371;18.0;8;28.0;
34;2;29.0;20.5;6;34.8195896149;1;12.2999992371;19.0;8;28.0;
35;2;29.0;22.5;8;35.2300891876;1;12.0;20.0;9;28.0;
36;2;29.0;24.5;8;35.6157541275;1;12.0;21.0;9;28.0;
37;2;29.0;25.5;9;35.9750175476;1;12.0;22.0;9;28.0;
38;2;29.0;26.5;11;36.307009697;1;12.0;23.0;9;28.0;
39;2;29.0;27.5;11;36.6115064621;1;12.0;24.0;9;28.0;
40;2;29.0;28.3057537079;10;36.8888463974;1;12.0;25.0;10;28.0;
41;3;29.0;28.4444236755;9;37.1398382187;1;12.0;26.0;10;28.0;
42;3;29.0;28.5699195862;11;37.3656587601;1;12.0;27.0;11;28.0;
43;3;29.0;28.6828289032;11;37.5677556992;1;13.0;25.0;12;28.0;
44;3;29.0;28.7838783264;11;37.747756958;1;12.0;26.0;12;28.0;
45;3;29.0;28.873878479;12;37.9073896408;1;12.0;27.0;12;28.0;
46;3;29.0;28.9536952972;12;38.0;1;13.0;25.0;13;28.0;
47;3;29.0;29.0;13;38.0;1;12.0;26.0;14;28.0;
48;3;29.0;29.0;13;38.0;1;12.0;27.0;14;28.0;
49;3;29.0;29.0;13;38.0;1;13.0;25.0;15;28.0;
50;3;29.0;29.0;13;38.0;1;12.0;26.0;16;28.0;
51;3;29.0;29.0;14;39.0;1;12.0;27.0;16;28.0;
52;3;30.0;30.0;14;39.0700000525;1;13.0;25.0;16;28.0;
53;3;31.0;31.0;14;40.5555514097;1;12.0;26.0;17;28.0;
54;3;31.5999984741;32.6949996948;15;41.7880008221;1;12.0;27.0;17;28.0;
55;4;32.0680007935;34.2597389221;14;52.8038623333;1;13.0;25.0;18;28.0;
56;4;33.4247131348;36.7122917175;14;54.1417013407;1;12.0;26.0;19;28.0;
57;4;34.6916885376;39.0717582703;14;55.1621559858;1;13.0;24.0;19;28.0;
58;4;35.7999992371;40.4199409485;16;55.9493312836;1;14.0;23.0;20;28.0;
59;5;36.7999992371;41.6197967529;15;56.6849722862;1;15.0;22.0;21;28.0;
60;5;37.7999992371;42.8120079041;15;57.2603936195;1;16.0;21.0;21;28.0;
61;5;38.7999992371;42.9428024292;15;57.7656960487;1;17.0;20.0;22;28.0;
62;7;39.7999992371;43.0573425293;15;58.2470691204;1;18.0;19.0;22;28.0;
63;7;37.7999992371;44.1784324646;15;58.7057015896;1;18.2999992371;19.0;22;28.0;
64;7;36.7999992371;45.3060302734;15;59.1431589127;1;18.2999992371;19.0;23;28.0;
65;7;35.7999992371;46.4400367737;15;60.5612301826;1;18.2999992371;19.0;24;28.0;
66;7;36.7999992371;46.5802726746;17;61.0217852592;1;18.2999992371;19.0;24;28.0;
67;7;38.7999992371;47.7264785767;17;61.4696273804;1;18.2999992371;19.0;24;28.0;
68;7;36.7999992371;50.8783073425;18;61.8108664751;1;18.2999992371;19.0;26;28.0;
69;7;36.7999992371;54.0353317261;18;63.1109659672;1;18.2999992371;19.0;26;28.0;
70;7;37.7999992371;56.0353317261;18;63.4600445032;1;18.2999992371;19.0;27;28.0;
71;7;38.7999992371;58.165145874;19;63.8790750504;1;18.2999992371;19.0;28;28.0;
72;8;38.7999992371;61.165145874;20;64.3132647276;1;18.2999992371;19.0;28;28.0;
