Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;15.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;16.0;10.0;6;20.3999996185;2;9.14999961853;10.6999998093;4;22.0;
7;1;17.0;10.1999998093;6;20.7264003754;2;9.95000076294;10.5;4;22.0900000334;
8;2;18.0358409882;10.3632001877;5;22.8194274902;2;9.9702501297;10.5;4;22.618019104;
9;2;18.6916561127;10.9097137451;5;23.7616035938;2;10.0890541077;10.7100000381;4;23.0738848448;
10;2;20.6916561127;11.3658018112;5;24.5351526737;2;10.1916246414;10.8792181015;4;23.442843914;
11;2;22.6916561127;11.7372808456;5;25.1591641903;2;10.2746400833;11.0;4;25.2073103189;
12;2;23.7467155457;12.0336990356;5;25.6560432911;2;10.6716451645;11.7700004578;5;26.7482377291;
13;2;24.3936271667;12.2662630081;5;26.0483692884;2;12.3826637268;12.4126424789;5;28.074546814;
14;2;24.6290206909;12.446267128;5;26.1887089014;2;14.3826637268;12.9308347702;4;29.2133922577;
15;2;24.7132263184;12.5;5;26.2221269608;2;16.3826637268;13.3366470337;4;30.2012972832;
16;2;26.6687965393;12.5;5;26.2560760975;2;17.6041641235;13.6469516754;4;31.0766849518;
17;2;27.6891651154;12.5;5;26.2905418873;2;18.696352005;13.879781723;4;31.7709991932;
18;2;28.7098445892;12.5;6;26.3255085945;2;19.7984752655;14.0;4;32.2698645592;
19;2;29.7308254242;12.5;6;26.3609591722;2;20.9107208252;14.0;4;32.8134241104;
20;2;29.816576004;12.5;6;26.3968753815;2;21.383020401;14.0;3;33.400015831;
21;2;29.8381252289;12.5;6;26.4332377911;2;21.5150032043;14.0;3;34.0264167786;
22;2;29.8599433899;12.5;3;26.4700255394;2;21.6559429169;14.0;3;34.6877307892;
23;2;29.8820152283;12.5;3;26.5072168112;2;21.8047389984;14.0;4;35.3773875237;
24;2;29.9043292999;12.5;3;26.5447884798;2;21.9599113464;14.0;4;36.0872850418;
25;2;29.9268722534;12.5;3;26.5827163458;2;22.119638443;14.0;4;36.8080816269;
26;2;29.9496307373;12.5;3;26.6209751368;2;22.2818183899;14.0;4;37.5296325684;
27;3;29.9725856781;12.5;4;26.6595385075;2;22.4441661835;14.0;4;38.2415313721;
28;3;29.9957237244;12.5;3;26.6983793974;3;23.6043434143;14.5;4;39.9337024689;
29;3;30.01902771;12.5;3;26.7374696732;4;24.7600822449;14.5;3;40.7569733858;
30;3;29.0;13.3687343597;3;26.7767804861;4;24.9093170166;14.5799999237;4;41.5673052073;
31;3;29.0;13.3883905411;4;26.8162822723;4;25.3526420593;14.0;4;42.361536026;
32;3;29.0;13.4081411362;3;26.8559447527;4;25.1816673279;14.7770614624;4;43.1385456324;
33;3;30.0;15.4081411362;4;26.8957372904;4;25.7061729431;14.0;4;43.8991849422;
34;3;30.1374416351;17.4081420898;4;26.9356285334;4;25.8773155212;14.0;4;44.6460258961;
35;3;30.1613769531;19.4081420898;4;26.9755871296;4;26.0453567505;14.0;4;45.3829782009;
36;3;30.1853523254;21.4081420898;5;27.015581131;4;26.2111682892;14.0;4;46.1148066521;
37;4;30.2093486786;22.5;5;27.0555787086;4;26.375831604;14.0;4;46.8466010094;
38;4;30.2333469391;22.5;5;27.0955479145;4;26.5404853821;14.0;4;47.583234787;
39;4;30.2573280334;22.5;5;27.135456562;4;26.7062263489;14.0;4;48.328848362;
40;4;30.2812728882;22.5;5;27.17527318;4;26.8739891052;14.0;4;49.0863866806;
41;4;30.3051643372;22.5;6;27.2149660587;4;27.0444355011;14.0;4;49.7161855698;
42;4;30.3289794922;22.5;6;27.2545039654;4;27.1861419678;17.0;5;50.3611893654;
43;4;30.3527030945;22.5;5;27.293856144;4;27.3312664032;20.0;6;51.0379443169;
44;4;30.3763141632;22.5;5;27.3329925537;4;27.483537674;23.0;6;51.7390680313;
45;4;30.3997955322;22.5;6;27.3718836308;4;27.6412906647;26.0;6;52.4557781219;
46;4;30.4231300354;22.5;6;27.4105007648;4;27.8025493622;29.0;6;53.1782588959;
47;4;29.0;23.5;6;27.4488155842;4;27.9651088715;29.0;7;53.8961582184;
48;4;29.0;23.724407196;6;27.4868011475;4;28.1266345978;29.0;7;54.5991659164;
49;4;29.0;23.7434005737;6;27.5244314671;4;26.2848110199;30.0;6;55.2776012421;
50;4;29.0;23.7622146606;6;27.5616812706;4;25.4374599457;31.0;7;55.9229507446;
51;4;29.0;23.7808418274;6;27.5985264778;4;24.5826625824;32.0;7;56.5282850266;
52;4;29.0;23.7992630005;8;27.6349442005;4;23.5826625824;31.0;8;57.088514328;
53;5;29.0;23.8174724579;5;43.6972620487;4;22.5826625824;31.0;8;57.6004695892;
54;5;31.5999984741;24.0;5;45.5893728733;4;22.5826625824;32.0;9;58.0628213882;
55;5;33.7236251831;25.3899993896;7;47.2006919384;4;22.7641353607;33.0;8;58.4758720398;
56;5;34.1174316406;26.6872596741;7;48.5565309525;4;22.8570709229;34.0;8;58.8412618637;
57;5;34.4212913513;27.9097423553;9;49.538257122;4;22.939283371;35.0;9;59.1616458893;
58;5;34.5662231445;29.0;9;50.2320168018;4;23.0113697052;36.0;9;59.4403705597;
59;5;34.6025390625;30.0;10;50.8250095844;4;23.0740833282;37.0;9;59.6811828613;
60;5;34.6385154724;31.0;10;51.3268065453;4;23.1282672882;38.0;10;59.8879890442;
61;5;34.6741065979;32.0;11;51.7484121323;4;23.1747989655;39.0;12;60.0;
62;5;34.709274292;33.0;13;52.1011199951;5;23.2000007629;40.0;13;60.0;
63;5;34.7439804077;34.0;12;52.2969937325;5;23.2000007629;41.0;14;60.0;
64;5;34.7781944275;35.0;12;52.3531417847;5;23.2000007629;42.0;14;60.0;
65;5;32.7999992371;37.0;12;52.4083633423;5;24.2000007629;40.0;15;60.4799995422;
66;5;32.7999992371;39.0;12;52.4626121521;5;23.3080005646;41.0;15;62.2152957916;
